lang,topic,topic_in_English
ja,ボンバーマン (PlayStation),Bomberman Party Edition
it,Bomberman Party Edition,Bomberman Party Edition
fr,Bomberman Party Edition,Bomberman Party Edition
lld,Bomberman Party Edition,Bomberman Party Edition
zh-yue,炸彈人派對,Bomberman Party Edition
ru,Код доступа: РАЙ,Paradise Cracked
en,Paradise Cracked,Paradise Cracked
lld,Paradise Cracked,Paradise Cracked
ja,Aランクサンダー 誕生編,A-Rank Thunder Tanjouhen
en,A-Rank Thunder Tanjouhen,A-Rank Thunder Tanjouhen
fr,A-Rank Thunder Tanjōhen,A-Rank Thunder Tanjouhen
lld,A-Rank Thunder Tanjouhen,A-Rank Thunder Tanjouhen
en,Codeminion,Codeminion
en,Ice Nine (video game),Ice Nine (video game)
zh,冰冻九号,Ice Nine (video game)
fr,Ice Nine,Ice Nine (video game)
lld,Ice Nine,Ice Nine (video game)
en,Stephen King's F13,Stephen King's F13
lld,Stephen King's F13,Stephen King's F13
en,Resistance: Retribution,Resistance: Retribution
es,Resistance: Retribution,Resistance: Retribution
it,Resistance: Retribution,Resistance: Retribution
fr,Resistance: Retribution,Resistance: Retribution
ja,RESISTANCE 〜報復の刻〜,Resistance: Retribution
zh,全面對抗：復仇時刻,Resistance: Retribution
arz,ريزستنس: ريتريبوشن,Resistance: Retribution
sv,Resistance: Retribution,Resistance: Retribution
lld,Resistance: Retribution,Resistance: Retribution
mn,Resistance: Retribution,Resistance: Retribution
en,Wallace,Wallace & Gromit's Grand Adventures
ru,Уоллес,Wallace & Gromit's Grand Adventures
zh,华莱士,Wallace & Gromit's Grand Adventures
ja,ウォレス,Wallace & Gromit's Grand Adventures
fr,Wallace,Wallace & Gromit's Grand Adventures
ko,월리스,Wallace & Gromit's Grand Adventures
de,Wallace,Wallace & Gromit's Grand Adventures
it,Wallace,Wallace & Gromit's Grand Adventures
es,Wallace,Wallace & Gromit's Grand Adventures
tr,Wallace,Wallace & Gromit's Grand Adventures
pt,Wallace,Wallace & Gromit's Grand Adventures
fi,Wallace,Wallace & Gromit's Grand Adventures
pl,Wallace,Wallace & Gromit's Grand Adventures
lv,Volless,Wallace & Gromit's Grand Adventures
nl,Wallace,Wallace & Gromit's Grand Adventures
hu,Wallace (egyértelműsítő lap),Wallace & Gromit's Grand Adventures
sh,Volas,Wallace & Gromit's Grand Adventures
cs,Wallace,Wallace & Gromit's Grand Adventures
uk,Воллес,Wallace & Gromit's Grand Adventures
ca,Wallace,Wallace & Gromit's Grand Adventures
id,Wallace,Wallace & Gromit's Grand Adventures
lt,Wallace,Wallace & Gromit's Grand Adventures
no,Wallace,Wallace & Gromit's Grand Adventures
sv,Wallace (olika betydelser),Wallace & Gromit's Grand Adventures
be,Уолес,Wallace & Gromit's Grand Adventures
ceb,Wallace,Wallace & Gromit's Grand Adventures
eo,Wallace,Wallace & Gromit's Grand Adventures
io,Wallace,Wallace & Gromit's Grand Adventures
simple,Wallace,Wallace & Gromit's Grand Adventures
sr,Волас,Wallace & Gromit's Grand Adventures
tl,Wallace,Wallace & Gromit's Grand Adventures
en,Time Diver: Eon Man,Time Diver: Eon Man
en,Army Men II,Army Men II
ru,Army Men II,Army Men II
it,Army Men II,Army Men II
fr,Army Men II,Army Men II
uk,Army Men II,Army Men II
vi,Army Men II,Army Men II
lld,Army Men II,Army Men II
en,NBA Jam 2002,NBA Jam 2002
lld,NBA Jam 2002,NBA Jam 2002
en,Digital Praise,Digital Praise
en,Eradicator (video game),Eradicator (video game)
en,NCAA Basketball 10,NCAA Basketball 10
simple,NCAA Basketball 10,NCAA Basketball 10
ast,NCAA Basketball 10,NCAA Basketball 10
lld,NCAA Basketball 10,NCAA Basketball 10
en,Flyff,Flyff
de,Fly for Fun,Flyff
fr,Flyff,Flyff
zh,飞飞,Flyff
es,Flyff,Flyff
ja,フリフオンライン,Flyff
ru,FlyFF,Flyff
pt,FlyFF,Flyff
ko,프리프,Flyff
nl,Flyff,Flyff
th,ฟลิฟ ออนไลน์,Flyff
pl,Fly For Fun,Flyff
it,Flyff,Flyff
sv,Flyff,Flyff
fi,FlyFF,Flyff
ca,Flyff,Flyff
sk,Fly for fun,Flyff
en,Panzer General: Allied Assault,Panzer General: Allied Assault
lld,Panzer General: Allied Assault,Panzer General: Allied Assault
en,Knuckle Bash,Knuckle Bash
th,นักเคิลแบช,Knuckle Bash
ko,너클 배쉬,Knuckle Bash
lld,Knuckle Bash,Knuckle Bash
en,Shariki,Shariki
ru,Шарики,Shariki
es,Shariki,Shariki
uk,Кульки,Shariki
en,Niji no Silkroad,Niji no Silkroad
lld,Niji no Silkroad,Niji no Silkroad
hu,Nidzsi no Sirukuródo,Niji no Silkroad
en,Pac-Man Battle Royale,Pac-Man Battle Royale
ja,パックマンバトルロイヤル,Pac-Man Battle Royale
fr,Pac-Man Battle Royale,Pac-Man Battle Royale
simple,Pac-Man Battle Royale,Pac-Man Battle Royale
en,Battle of the Immortals,Battle of the Immortals
en,Flux Family Secrets: The Ripple Effect,Flux Family Secrets: The Ripple Effect
lld,Flux Family Secrets: The Ripple Effect,Flux Family Secrets: The Ripple Effect
en,AMF Bowling 2004,AMF Bowling 2004
lld,AMF Bowling 2004,AMF Bowling 2004
en,Gladiator Begins,Gladiator Begins
es,Gladiator Begins,Gladiator Begins
ja,剣闘士 グラディエータービギンズ,Gladiator Begins
it,Gladiator Begins,Gladiator Begins
en,Ultimate Spider-Man: Total Mayhem,Ultimate Spider-Man: Total Mayhem
ru,Ultimate Spider-Man: Total Mayhem,Ultimate Spider-Man: Total Mayhem
es,Ultimate Spider-Man: Total Mayhem,Ultimate Spider-Man: Total Mayhem
fr,Ultimate Spider-Man : Total Mayhem,Ultimate Spider-Man: Total Mayhem
ja,つくものがたり,Tsukumonogatari
en,Tsukumonogatari,Tsukumonogatari
zh,付丧物语,Tsukumonogatari
en,PopCap Arcade,PopCap Arcade
en,Andrea Phillips,Andrea Phillips
arz,اندريا فيليبس,Andrea Phillips
en,Junebud,Junebud
en,Kevin Miller (voice actor),Kevin Miller (voice actor)
fi,Kevin Miller (ääninäyttelijä),Kevin Miller (voice actor)
arz,كيفن ميلر (ممثل),Kevin Miller (voice actor)
af,Kevin Miller,Kevin Miller (voice actor)
en,Euclideon,Euclideon
ru,Unlimited Detail,Euclideon
es,Euclideon,Euclideon
en,Metro: Last Light,Metro: Last Light
ru,Metro: Last Light,Metro: Last Light
es,Metro: Last Light,Metro: Last Light
de,Metro: Last Light,Metro: Last Light
fr,Metro: Last Light,Metro: Last Light
it,Metro: Last Light,Metro: Last Light
uk,Metro: Last Light (відеогра),Metro: Last Light
zh,地鐵：最後的曙光,Metro: Last Light
ja,メトロ ラストライト,Metro: Last Light
pl,Metro: Last Light,Metro: Last Light
pt,Metro: Last Light,Metro: Last Light
tr,Metro: Last Light,Metro: Last Light
cs,Metro: Last Light,Metro: Last Light
fi,Metro: Last Light,Metro: Last Light
nl,Metro: Last Light,Metro: Last Light
hu,Metro: Last Light,Metro: Last Light
vi,Metro: Last Light,Metro: Last Light
id,Metro: Last Light,Metro: Last Light
ro,Metro: Last Light,Metro: Last Light
sv,Metro: Last Light,Metro: Last Light
sr,Metro: Last Light,Metro: Last Light
ko,메트로: 라스트 라이트,Metro: Last Light
th,เมโทร: ลาสต์ไลต์,Metro: Last Light
be,Metro: Last Light,Metro: Last Light
no,Metro: Last Light,Metro: Last Light
ca,Metro: Last Light,Metro: Last Light
kk,Metro: Last Light,Metro: Last Light
arz,مترو: لاست لايت,Metro: Last Light
lld,Metro: Last Light,Metro: Last Light
nn,Metro: Last Light,Metro: Last Light
en,Anomaly: Warzone Earth,Anomaly: Warzone Earth
ru,Anomaly: Warzone Earth,Anomaly: Warzone Earth
pl,Anomaly Warzone Earth,Anomaly: Warzone Earth
es,Anomaly: Warzone Earth,Anomaly: Warzone Earth
zh,异形：地球战区,Anomaly: Warzone Earth
fr,Anomaly: Warzone Earth,Anomaly: Warzone Earth
uk,Anomaly: Warzone Earth,Anomaly: Warzone Earth
it,Anomaly: Warzone Earth,Anomaly: Warzone Earth
lv,Anomaly: Warzone Earth,Anomaly: Warzone Earth
vi,Anomaly: Warzone Earth,Anomaly: Warzone Earth
cs,Anomaly: Warzone Earth,Anomaly: Warzone Earth
nl,Anomaly: Warzone Earth,Anomaly: Warzone Earth
lld,Anomaly: Warzone Earth,Anomaly: Warzone Earth
en,Chromatic Games,Chromatic Games
ru,Chromatic Games,Chromatic Games
zh,Trendy,Chromatic Games
uk,Chromatic Games,Chromatic Games
en,Heroes of Ruin,Heroes of Ruin
fr,Heroes of Ruin,Heroes of Ruin
it,Heroes of Ruin,Heroes of Ruin
arz,هيرويس اوف روين,Heroes of Ruin
lld,Heroes of Ruin,Heroes of Ruin
en,Championship Manager: Season 02/03,Championship Manager: Season 02/03
lld,Championship Manager: Season 02/03,Championship Manager: Season 02/03
en,Virtual Pool 2,Virtual Pool 2
en,Space Pirates and Zombies,Space Pirates and Zombies
fr,Space Pirates and Zombies,Space Pirates and Zombies
lld,Space Pirates and Zombies,Space Pirates and Zombies
en,International Hobo,International Hobo
en,Ball Jacks,Ball Jacks
it,Ball Jacks,Ball Jacks
fr,Ball Jacks,Ball Jacks
lld,Ball Jacks,Ball Jacks
en,Serious Sam: The Random Encounter,Serious Sam: The Random Encounter
ru,Serious Sam: The Random Encounter,Serious Sam: The Random Encounter
pl,Serious Sam: The Random Encounter,Serious Sam: The Random Encounter
arz,سيريوس سام: ث راندوم انكونتير,Serious Sam: The Random Encounter
ja,Serious Sam: The Random Encounter,Serious Sam: The Random Encounter
lld,Serious Sam: The Random Encounter,Serious Sam: The Random Encounter
pt,Serious Sam: The Random Encounter,Serious Sam: The Random Encounter
en,Silicon Sisters,Silicon Sisters
pl,Silicon Sisters,Silicon Sisters
en,Amazing Alex,Amazing Alex
fi,Amazing Alex,Amazing Alex
es,Amazing Alex,Amazing Alex
fr,Amazing Alex,Amazing Alex
zh,神奇的阿力,Amazing Alex
id,Amazing Alex,Amazing Alex
ko,어메이징 알렉스,Amazing Alex
ro,Amazing Alex,Amazing Alex
ckb,ئەلێکسی سەرسووڕھێن,Amazing Alex
arz,امازينج اليكس,Amazing Alex
lld,Amazing Alex,Amazing Alex
simple,Amazing Alex,Amazing Alex
uk,Amazing Alex,Amazing Alex
en,Flight Simulation (Psion software),Flight Simulation (Psion software)
lld,Flight Simulation,Flight Simulation (Psion software)
en,Ultimate Werewolf,Ultimate Werewolf
cs,Vlkodlaci (společenská párty hra),Ultimate Werewolf
en,Ghosts (Pac-Man),Ghosts (Pac-Man)
fi,Haamut (Pac-Man),Ghosts (Pac-Man)
en,Chikyū Kaihō Gun ZAS,Chikyū Kaihō Gun ZAS
ja,地球解放軍ジアース,Chikyū Kaihō Gun ZAS
en,Disney Infinity (video game),Disney Infinity (video game)
es,Disney Infinity,Disney Infinity (video game)
ru,Disney Infinity,Disney Infinity (video game)
de,Disney Infinity,Disney Infinity (video game)
it,Disney Infinity,Disney Infinity (video game)
ja,ディズニー インフィニティ,Disney Infinity (video game)
nl,Disney Infinity,Disney Infinity (video game)
pt,Disney Infinity,Disney Infinity (video game)
fr,Disney Infinity (jeu vidéo),Disney Infinity (video game)
fi,Disney Infinity,Disney Infinity (video game)
uk,Disney Infinity,Disney Infinity (video game)
sv,Disney Infinity,Disney Infinity (video game)
arz,ديسنى اينفينيتى,Disney Infinity (video game)
lld,Disney Infinity,Disney Infinity (video game)
lt,Disney Infinity,Disney Infinity (video game)
en,Real Racing 3,Real Racing 3
ru,Real Racing 3,Real Racing 3
ja,リアルレーシング3,Real Racing 3
es,Real Racing 3,Real Racing 3
zh,狂飆賽車3,Real Racing 3
de,Real Racing 3,Real Racing 3
pt,Real Racing 3,Real Racing 3
it,Real Racing 3,Real Racing 3
fr,Real Racing 3,Real Racing 3
nl,Real Racing 3,Real Racing 3
hu,Real Racing 3,Real Racing 3
tr,Real Racing 3,Real Racing 3
ko,리얼 레이싱 3,Real Racing 3
uz,Real Racing 3,Real Racing 3
en,The Order: 1886,The Order: 1886
ru,The Order: 1886,The Order: 1886
it,The Order: 1886,The Order: 1886
es,The Order: 1886,The Order: 1886
de,The Order: 1886,The Order: 1886
fr,The Order: 1886,The Order: 1886
pt,The Order: 1886,The Order: 1886
zh,教團：1886,The Order: 1886
ja,The Order:1886,The Order: 1886
tr,The Order: 1886,The Order: 1886
uk,The Order: 1886,The Order: 1886
ko,디 오더: 1886,The Order: 1886
ca,The Order: 1886,The Order: 1886
ceb,The Order: 1886,The Order: 1886
arz,ذا اوردر: 1886,The Order: 1886
hy,The Order: 1886,The Order: 1886
lld,The Order: 1886,The Order: 1886
en,County unit system,County unit system
ja,ゴーファーの野望 エピソードII,Nemesis 3: The Eve of Destruction
en,Nemesis 3: The Eve of Destruction,Nemesis 3: The Eve of Destruction
es,Nemesis 3,Nemesis 3: The Eve of Destruction
fr,Gofer no Yabō Episode II,Nemesis 3: The Eve of Destruction
nl,Nemesis 3,Nemesis 3: The Eve of Destruction
lld,Nemesis 3: The Eve of Destruction,Nemesis 3: The Eve of Destruction
en,Animal Crossing Plaza,Animal Crossing Plaza
ja,どうぶつの森 こもれび広場,Animal Crossing Plaza
zh,动物森友会广场,Animal Crossing Plaza
en,Steam Controller,Steam Controller
ru,Steam Controller,Steam Controller
zh,Steam Controller,Steam Controller
cs,Steam Controller,Steam Controller
es,Steam Controller,Steam Controller
ko,스팀 컨트롤러,Steam Controller
pl,Steam Controller,Steam Controller
pt,Steam Controller,Steam Controller
uk,Steam Controller,Steam Controller
en,Fortune Summoners: Secret of the Elemental Stone,Fortune Summoners: Secret of the Elemental Stone
ja,フォーチュンサモナーズ 〜アルチェの精霊石〜,Fortune Summoners: Secret of the Elemental Stone
zh,命運召喚士 亞雀的精靈石,Fortune Summoners: Secret of the Elemental Stone
arz,فورتون سومونيرس: سيكريت اوف ث اليمينتال ستون,Fortune Summoners: Secret of the Elemental Stone
en,Mimpi (video game),Mimpi (video game)
cs,Mimpi,Mimpi (video game)
en,Games Done Quick,Games Done Quick
de,Games Done Quick,Games Done Quick
fr,Games Done Quick,Games Done Quick
ru,Games Done Quick,Games Done Quick
es,Games Done Quick,Games Done Quick
it,Games Done Quick,Games Done Quick
pt,Games Done Quick,Games Done Quick
gl,Games Done Quick,Games Done Quick
fi,Games Done Quick,Games Done Quick
sv,Games Done Quick,Games Done Quick
tl,Games Done Quick,Games Done Quick
en,Majokko Daisakusen: Little Witching Mischiefs,Majokko Daisakusen: Little Witching Mischiefs
ja,魔女っ子大作戦,Majokko Daisakusen: Little Witching Mischiefs
en,Mage Gauntlet,Mage Gauntlet
en,Chocolatier 2: Secret Ingredients,Chocolatier 2: Secret Ingredients
en,Odysseus (role-playing game),Odysseus (role-playing game)
en,Paranautical Activity,Paranautical Activity
pt,Paranautical Activity,Paranautical Activity
fr,Paranautical Activity,Paranautical Activity
en,Disney Infinity,Disney Infinity
fr,Disney Infinity,Disney Infinity
es,Disney Infinity (serie),Disney Infinity
it,Disney Infinity (serie),Disney Infinity
th,ดิสนีย์อินฟินิตี,Disney Infinity
en,Nibblers (video game),Nibblers (video game)
ro,Nibblers,Nibblers (video game)
en,Ronin (video game),Ronin (video game)
fr,Ronin (jeu vidéo),Ronin (video game)
en,Football Manager 2016,Football Manager 2016
ru,Football Manager 2016,Football Manager 2016
es,Football Manager 2016,Football Manager 2016
fr,Football Manager 2016,Football Manager 2016
tr,Football Manager 2016,Football Manager 2016
fi,Football Manager 2016,Football Manager 2016
arz,فوتبال ماناجير 2016,Football Manager 2016
uz,Football Manager 2016,Football Manager 2016
en,Flowey,Flowey
ja,フラウィ,Flowey
es,Flowey,Flowey
vi,Flowey,Flowey
war,Flowey,Flowey
ga,Flowey,Flowey
en,Kirito (Sword Art Online),Kirito (Sword Art Online)
zh,桐人,Kirito (Sword Art Online)
es,Kirito (Sword Art Online),Kirito (Sword Art Online)
ja,桐ヶ谷和人,Kirito (Sword Art Online)
th,คิริโตะ (ซอร์ดอาร์ตออนไลน์),Kirito (Sword Art Online)
vi,Kirito (Sword Art Online),Kirito (Sword Art Online)
id,Kirito (Sword Art Online),Kirito (Sword Art Online)
pt,Kirito Kirigaya,Kirito (Sword Art Online)
ko,키리토 (소드 아트 온라인),Kirito (Sword Art Online)
uk,Кіріто (Sword Art Online),Kirito (Sword Art Online)
pl,Kirito,Kirito (Sword Art Online)
sq,Kazuto Kirigaya,Kirito (Sword Art Online)
en,Stories: The Path of Destinies,Stories: The Path of Destinies
en,Karrigan,Karrigan
ru,Karrigan,Karrigan
de,Finn Andersen,Karrigan
fi,Karrigan,Karrigan
uk,Фін Андерсен,Karrigan
id,Finn Andersen,Karrigan
en,Accounting (video game),Accounting (video game)
arz,اكونتينج,Accounting (video game)
en,Shadow Tactics: Blades of the Shogun,Shadow Tactics: Blades of the Shogun
ru,Shadow Tactics: Blades of the Shogun,Shadow Tactics: Blades of the Shogun
de,Shadow Tactics: Blades of the Shogun,Shadow Tactics: Blades of the Shogun
zh,暗影戰略：將軍之刃,Shadow Tactics: Blades of the Shogun
it,Shadow Tactics: Blades of the Shogun,Shadow Tactics: Blades of the Shogun
fr,Shadow Tactics: Blades of the Shogun,Shadow Tactics: Blades of the Shogun
pt,Shadow Tactics: Blades of the Shogun,Shadow Tactics: Blades of the Shogun
uk,Shadow Tactics: Blades of the Shogun,Shadow Tactics: Blades of the Shogun
vi,Shadow Tactics: Blades of the Shogun,Shadow Tactics: Blades of the Shogun
lld,Shadow Tactics: Blades of the Shogun,Shadow Tactics: Blades of the Shogun
en,Ricki Ortiz,Ricki Ortiz
en,Czech Game of the Year Awards,Czech Game of the Year Awards
cs,Česká hra roku,Czech Game of the Year Awards
en,ESL Pro League Season 5,ESL Pro League Season 5
de,ESL Pro League Season 5,ESL Pro League Season 5
en,Champagne (advertisement),Champagne (advertisement)
ru,Champagne (реклама),Champagne (advertisement)
en,Allan McKay (visual effects),Allan McKay (visual effects)
en,Mysterious Monkeys,Mysterious Monkeys
de,Mysterious Monkeys,Mysterious Monkeys
en,Behold the Kickmen,Behold the Kickmen
en,Grimoire: Heralds of the Winged Exemplar,Grimoire: Heralds of the Winged Exemplar
lld,Grimoire: Heralds of the Winged Exemplar,Grimoire: Heralds of the Winged Exemplar
en,Down Styphon!,Down Styphon!
en,Conflict 2500,Conflict 2500
en,Battlefield V,Battlefield V
ru,Battlefield V,Battlefield V
ja,バトルフィールドV,Battlefield V
de,Battlefield V,Battlefield V
es,Battlefield V,Battlefield V
fr,Battlefield V,Battlefield V
it,Battlefield V,Battlefield V
pl,Battlefield V,Battlefield V
zh,战地5,Battlefield V
pt,Battlefield V,Battlefield V
tr,Battlefield V,Battlefield V
uk,Battlefield V,Battlefield V
fi,Battlefield V,Battlefield V
nl,Battlefield V,Battlefield V
sv,Battlefield V,Battlefield V
vi,Battlefield V,Battlefield V
id,Battlefield V,Battlefield V
th,แบตเทิลฟีลด์ V,Battlefield V
no,Battlefield V,Battlefield V
ko,배틀필드 V,Battlefield V
arz,باتلفيلد V,Battlefield V
simple,Battlefield V,Battlefield V
et,Battlefield V,Battlefield V
az,Battlefield V,Battlefield V
br,Battlefield V,Battlefield V
wuu,战地5,Battlefield V
en,Brutal Sports Football,Brutal Sports Football
ru,Brutal Sports Football,Brutal Sports Football
fr,Brutal Football: Brutal Sports Series,Brutal Sports Football
nl,Crazy Football,Brutal Sports Football
lld,Brutal Sports Football,Brutal Sports Football
sv,Brutal Sports Football,Brutal Sports Football
en,Not Tonight (video game),Not Tonight (video game)
es,Not Tonight (videojuego),Not Tonight (video game)
lld,Not Tonight,Not Tonight (video game)
en,NHL 19,NHL 19
ru,NHL 19,NHL 19
fi,NHL 19,NHL 19
fr,NHL 19,NHL 19
de,NHL 19,NHL 19
sv,NHL 19,NHL 19
es,NHL 19,NHL 19
arz,ان اتش ال 19,NHL 19
lld,NHL 19,NHL 19
en,Eco (2018 video game),Eco (2018 video game)
de,Eco (Computerspiel),Eco (2018 video game)
eo,Eco (videoludo),Eco (2018 video game)
en,The Eliminator (video game),The Eliminator (video game)
en,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch
ru,Чёрное зеркало: Брандашмыг,Black Mirror: Bandersnatch
fr,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch
de,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch
it,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch
es,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch
zh,黑镜：潘达斯奈基,Black Mirror: Bandersnatch
uk,Бузогриз (Чорне дзеркало),Black Mirror: Bandersnatch
pt,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch
tr,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch
id,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch
vi,Gương đen: Bandersnatch,Black Mirror: Bandersnatch
hu,Fekete tükör: Bandersnatch,Black Mirror: Bandersnatch
ko,블랙 미러: 밴더스내치,Black Mirror: Bandersnatch
cs,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch
fi,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch
ca,Black Mirror: Bandersnacht,Black Mirror: Bandersnatch
sr,Црно огледало: Бендерснеч,Black Mirror: Bandersnatch
gl,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch
sq,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch
arz,بلاك ميرور: باندرسناتش,Black Mirror: Bandersnatch
cy,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch
en,2019 Atlanta Reign season,2019 Atlanta Reign season
en,2018 Florida Mayhem season,2018 Florida Mayhem season
en,XCar: Experimental Racing,XCar: Experimental Racing
es,XCar: Experimental Racing,XCar: Experimental Racing
en,World of Warcraft Classic,World of Warcraft Classic
ru,World of Warcraft Classic,World of Warcraft Classic
es,World of Warcraft Classic,World of Warcraft Classic
fr,World of Warcraft Classic,World of Warcraft Classic
zh,魔兽世界：经典版,World of Warcraft Classic
nl,World of Warcraft: Classic,World of Warcraft Classic
pt,World of Warcraft Classic,World of Warcraft Classic
uk,World of Warcraft Classic,World of Warcraft Classic
de,World of Warcraft Classic,World of Warcraft Classic
ko,월드 오브 워크래프트 클래식,World of Warcraft Classic
lld,World of Warcraft Classic,World of Warcraft Classic
en,Oh Shit!,Oh Shit!
nl,Oh Shit!,Oh Shit!
en,Commodore 64,Commodore 64
de,Commodore 64,Commodore 64
it,Commodore 64,Commodore 64
es,Commodore 64,Commodore 64
pl,Commodore 64,Commodore 64
fr,Commodore 64,Commodore 64
ru,Commodore 64,Commodore 64
simple,Commodore 64,Commodore 64
nl,Commodore 64,Commodore 64
ja,コモドール64,Commodore 64
fi,Commodore 64,Commodore 64
tr,Commodore 64,Commodore 64
sv,Commodore 64,Commodore 64
hu,Commodore 64,Commodore 64
pt,Commodore 64,Commodore 64
da,Commodore 64,Commodore 64
cs,Commodore 64,Commodore 64
no,Commodore 64,Commodore 64
zh,康懋達64,Commodore 64
hr,Commodore 64,Commodore 64
sh,Commodore 64,Commodore 64
bg,Commodore 64,Commodore 64
ca,Commodore 64,Commodore 64
sr,Commodore 64,Commodore 64
als,Commodore 64,Commodore 64
af,Commodore 64,Commodore 64
et,Commodore 64,Commodore 64
an,Commodore 64,Commodore 64
arz,كومودور 64,Commodore 64
el,Commodore 64,Commodore 64
id,Commodore 64,Commodore 64
ro,Commodore 64,Commodore 64
uk,Commodore 64,Commodore 64
sk,Commodore 64,Commodore 64
sl,Commodore 64,Commodore 64
ko,코모도어 64,Commodore 64
vi,Commodore 64,Commodore 64
lmo,Commodore 64,Commodore 64
eu,Commodore 64,Commodore 64
gl,Commodore 64,Commodore 64
sco,Commodore 64,Commodore 64
scn,Commodore 64,Commodore 64
ia,Commodore 64,Commodore 64
eo,Commodore 64,Commodore 64
ml,കൊമോഡോർ 64,Commodore 64
wuu,康懋达64,Commodore 64
jv,Commodore 64,Commodore 64
nn,Commodore 64,Commodore 64
zh-classical,科漫多六四,Commodore 64
en,Game.com,Game.com
es,Game.com,Game.com
de,Game.com,Game.com
ja,Game.com,Game.com
it,Game.com,Game.com
ru,Game.com,Game.com
fr,Game.com,Game.com
pt,Game.com,Game.com
pl,Game.com,Game.com
nl,Game.com,Game.com
uk,Game.com,Game.com
ko,Game.com,Game.com
sv,Game.com,Game.com
ka,Game.com,Game.com
wuu,Game.com,Game.com
en,R-Type,R-Type
ja,R-TYPE,R-Type
zh,异形战机,R-Type
es,R-Type,R-Type
wuu,异形战机,R-Type
it,R-Type,R-Type
pt,R-Type,R-Type
ru,R-Type,R-Type
uk,R-Type,R-Type
cs,R-Type,R-Type
fi,R-Type,R-Type
nl,R-Type,R-Type
lld,R-Type,R-Type
sv,R·Type,R-Type
arz,آر-تايب,R-Type
fr,R-Type (jeu vidéo),R-Type
ko,알타입 (비디오 게임),R-Type
en,Tomb Raider,Tomb Raider
ru,Tomb Raider,Tomb Raider
ja,トゥームレイダー,Tomb Raider
de,Tomb Raider,Tomb Raider
fr,Tomb Raider,Tomb Raider
it,Tomb Raider (serie),Tomb Raider
es,Tomb Raider (serie),Tomb Raider
zh,古墓丽影系列,Tomb Raider
pl,Tomb Raider (seria),Tomb Raider
pt,Tomb Raider,Tomb Raider
uk,Tomb Raider (серія ігор),Tomb Raider
nl,Tomb Raider,Tomb Raider
cs,Tomb Raider,Tomb Raider
tr,Tomb Raider (seri),Tomb Raider
th,ทูมเรเดอร์,Tomb Raider
fi,Tomb Raider,Tomb Raider
hu,Tomb Raider (sorozat),Tomb Raider
ko,툼 레이더,Tomb Raider
sv,Tomb Raider (spelserie),Tomb Raider
ro,Tomb Raider (franciză),Tomb Raider
vi,Tomb Raider (sê-ri),Tomb Raider
ca,Tomb Raider,Tomb Raider
no,Tomb Raider,Tomb Raider
el,Tomb Raider,Tomb Raider
sl,Tomb Raider,Tomb Raider
az,Tomb Raider,Tomb Raider
lt,Tomb Raider,Tomb Raider
simple,Tomb Raider,Tomb Raider
da,Tomb Raider-serien,Tomb Raider
bg,Tomb Raider,Tomb Raider
wuu,古墓丽影系列,Tomb Raider
zh-yue,盜墓者羅拉系列,Tomb Raider
hi,टॉम्ब रेडर,Tomb Raider
bs,Tomb Raider,Tomb Raider
hr,Tomb Raider,Tomb Raider
et,Tomb Raider,Tomb Raider
bn,টুম্ব রেইডার,Tomb Raider
lv,Tomb Raider (sērija),Tomb Raider
uz,Tomb Raider,Tomb Raider
eo,Tomb Raider (fikcia universo),Tomb Raider
gl,Tomb Raider (serie),Tomb Raider
en,Pictionary,Pictionary
es,Pictionary,Pictionary
fr,Pictionary,Pictionary
it,Pictionary,Pictionary
sv,Pictionary,Pictionary
ca,Pictionary,Pictionary
en,Blasphemous (video game),Blasphemous (video game)
es,Blasphemous,Blasphemous (video game)
ru,Blasphemous,Blasphemous (video game)
zh,瀆神 (遊戲),Blasphemous (video game)
it,Blasphemous,Blasphemous (video game)
fr,Blasphemous,Blasphemous (video game)
uk,Blasphemous (відеогра),Blasphemous (video game)
ko,블래스퍼머스,Blasphemous (video game)
ca,Blasphemous,Blasphemous (video game)
tr,Blasphemous (video oyunu),Blasphemous (video game)
lld,Blasphemous,Blasphemous (video game)
en,Silent Hunter II,Silent Hunter II
ru,Silent Hunter II,Silent Hunter II
it,Silent Hunter II,Silent Hunter II
de,Silent Hunter II,Silent Hunter II
pl,Silent Hunter II,Silent Hunter II
fr,Silent Hunter II,Silent Hunter II
be,Silent Hunter II,Silent Hunter II
uk,Silent Hunter II,Silent Hunter II
ja,北斗の拳,Fist of the North Star
en,Fist of the North Star,Fist of the North Star
it,Ken il guerriero,Fist of the North Star
fr,Ken le Survivant,Fist of the North Star
es,Hokuto no Ken,Fist of the North Star
