lang,topic,topic_in_English
nl,Megamania,Megamania
lld,Megamania,Megamania
en,Quest Corporation,Quest Corporation
ja,クエスト (ゲーム会社),Quest Corporation
zh,Quest,Quest Corporation
fr,Quest (entreprise),Quest Corporation
it,Quest (azienda),Quest Corporation
es,Quest Corporation,Quest Corporation
ko,퀘스트 (기업),Quest Corporation
fi,Quest (yritys),Quest Corporation
en,NBA Hangtime,NBA Hangtime
fr,NBA Hang Time,NBA Hangtime
lld,NBA Hangtime,NBA Hangtime
en,"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned","Gabriel Knight 3: Blood of the Sacred, Blood of the Damned"
it,Gabriel Knight 3: Il mistero di Rennes-le-Château,"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned"
fr,Gabriel Knight : Énigme en Pays cathare,"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned"
ru,"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned","Gabriel Knight 3: Blood of the Sacred, Blood of the Damned"
de,"Gabriel Knight 3: Blut der Heiligen, Blut der Verdammten","Gabriel Knight 3: Blood of the Sacred, Blood of the Damned"
fi,"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned","Gabriel Knight 3: Blood of the Sacred, Blood of the Damned"
uk,"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned","Gabriel Knight 3: Blood of the Sacred, Blood of the Damned"
el,"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned","Gabriel Knight 3: Blood of the Sacred, Blood of the Damned"
arz,جابريل كنيجت 3: بلود اوف ث ساكريد,"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned"
ro,Gabriel Knight 3,"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned"
en,F-22 (series),F-22 (series)
pt,F-22 (série de jogos eletrônicos),F-22 (series)
en,Al Unser Jr.'s Turbo Racing,Al Unser Jr.'s Turbo Racing
fr,Turbo Racing,Al Unser Jr.'s Turbo Racing
es,Al Unser Jr.'s Turbo Racing,Al Unser Jr.'s Turbo Racing
gl,Al Unser Jr.'s Turbo Racing,Al Unser Jr.'s Turbo Racing
lld,Al Unser Jr.'s Turbo Racing,Al Unser Jr.'s Turbo Racing
sv,Al Unser Jr.'s Turbo Racing,Al Unser Jr.'s Turbo Racing
en,Bleach: Dark Souls,Bleach: Dark Souls
es,Bleach: Dark Souls,Bleach: Dark Souls
fr,Bleach: Dark Souls,Bleach: Dark Souls
it,Bleach: Dark Souls,Bleach: Dark Souls
ko,블리치 DS 2nd 흑의 나부끼는 진혼가,Bleach: Dark Souls
arz,بلايتش: دارك سولس,Bleach: Dark Souls
lld,Bleach: Dark Souls,Bleach: Dark Souls
en,Overlord (2007 video game),Overlord (2007 video game)
ru,Overlord (2007),Overlord (2007 video game)
de,Overlord (Computerspiel),Overlord (2007 video game)
es,Overlord (videojuego),Overlord (2007 video game)
it,Overlord (videogioco 2007),Overlord (2007 video game)
fr,"Overlord (jeu vidéo, 2007)",Overlord (2007 video game)
pl,Overlord (gra komputerowa),Overlord (2007 video game)
uk,"Overlord (відеогра, 2007)",Overlord (2007 video game)
arz,افرلورد,Overlord (2007 video game)
hu,Overlord (videójáték),Overlord (2007 video game)
sv,Overlord,Overlord (2007 video game)
nl,Overlord (computerspel),Overlord (2007 video game)
fi,Overlord (vuoden 2007 videopeli),Overlord (2007 video game)
vi,Overlord (trò chơi điện tử),Overlord (2007 video game)
hy,"Overlord (2007, տեսախաղ)",Overlord (2007 video game)
sr,Overlord,Overlord (2007 video game)
lld,Overlord,Overlord (2007 video game)
en,Black Rose (pinball),Black Rose (pinball)
en,Predator 2 (1992 video game),Predator 2 (1992 video game)
en,Power Punch II,Power Punch II
en,Buggy Boy,Buggy Boy
it,Buggy Boy,Buggy Boy
de,Buggy Boy,Buggy Boy
ru,Buggy Boy,Buggy Boy
fr,Buggy Boy,Buggy Boy
gl,Buggy Boy,Buggy Boy
lld,Buggy Boy,Buggy Boy
sv,Buggy Boy,Buggy Boy
en,UltraPin,UltraPin
sv,Ultra Pin,UltraPin
en,David Pierce (CEO),David Pierce (CEO)
en,Far East of Eden: Kabuki Klash,Far East of Eden: Kabuki Klash
ja,天外魔境 真伝,Far East of Eden: Kabuki Klash
es,Far East of Eden: Kabuki Klash,Far East of Eden: Kabuki Klash
zh,天外魔境真傳,Far East of Eden: Kabuki Klash
fr,Far East of Eden: Kabuki Klash,Far East of Eden: Kabuki Klash
it,Kabuki Klash,Far East of Eden: Kabuki Klash
lld,Far East of Eden: Kabuki Klash,Far East of Eden: Kabuki Klash
en,MegaTech,MegaTech
pt,MegaTech,MegaTech
en,Metal Black (video game),Metal Black (video game)
ja,メタルブラック,Metal Black (video game)
ko,메탈 블랙,Metal Black (video game)
lld,Metal Black,Metal Black (video game)
en,Ninja Golf,Ninja Golf
fr,Ninja Golf,Ninja Golf
pt,Ninja Golf,Ninja Golf
arz,نينجا جولف,Ninja Golf
lld,Ninja Golf,Ninja Golf
ja,多和田吏,Tsukasa Tawada
en,Tsukasa Tawada,Tsukasa Tawada
arz,تسوكاسا تاوادا,Tsukasa Tawada
en,Sinking Island,Sinking Island
ru,Sinking Island,Sinking Island
fr,L'Île noyée,Sinking Island
de,Sinking Island,Sinking Island
it,Sinking Island,Sinking Island
uk,Sinking Island,Sinking Island
be,Sinking Island,Sinking Island
be-tarask,Sinking Island,Sinking Island
arz,سينكينج ايسلاند,Sinking Island
lld,Sinking Island,Sinking Island
ro,Sinking Island,Sinking Island
en,Shadowgrounds: Survivor,Shadowgrounds: Survivor
fi,Shadowgrounds Survivor,Shadowgrounds: Survivor
lld,Shadowgrounds: Survivor,Shadowgrounds: Survivor
fr,Shadowgrounds Survivor,Shadowgrounds: Survivor
en,Beavis and Butt-Head in Virtual Stupidity,Beavis and Butt-Head in Virtual Stupidity
ru,Beavis and Butt-head in Virtual Stupidity,Beavis and Butt-Head in Virtual Stupidity
fr,Beavis and Butt-Head in Virtual Stupidity,Beavis and Butt-Head in Virtual Stupidity
lld,Beavis and Butt-head in Virtual Stupidity,Beavis and Butt-Head in Virtual Stupidity
en,Mystic Warriors,Mystic Warriors
th,มิสติกวอริเออส์,Mystic Warriors
en,Buzz! Junior: Monster Rumble,Buzz! Junior: Monster Rumble
pt,Buzz! Junior: Monster Rumble,Buzz! Junior: Monster Rumble
de,Buzz! Junior: Monsterspaß,Buzz! Junior: Monster Rumble
fi,Buzz! Junior: Monsterimania,Buzz! Junior: Monster Rumble
lld,Buzz! Junior: Monster Rumble,Buzz! Junior: Monster Rumble
en,Ancient Wars: Sparta,Ancient Wars: Sparta
it,Sparta - La battaglia delle Termopili,Ancient Wars: Sparta
fr,Ancient Wars: Sparta,Ancient Wars: Sparta
vi,Ancient Wars: Sparta,Ancient Wars: Sparta
lld,Ancient Wars: Sparta,Ancient Wars: Sparta
nl,Ancient Wars: Sparta,Ancient Wars: Sparta
en,Splat! (video game),Splat! (video game)
en,Céidot Game Studios,Céidot Game Studios
en,Julia Moulden,Julia Moulden
ro,Gothic 3: The Beginning,Gothic 3: The Beginning
ru,Gothic 3: The Beginning,Gothic 3: The Beginning
en,Gothic 3: The Beginning,Gothic 3: The Beginning
uk,Gothic 3: The Beginning,Gothic 3: The Beginning
de,Gothic 3: The Beginning,Gothic 3: The Beginning
lld,Gothic 3: The Beginning,Gothic 3: The Beginning
cs,Gothic 3: The Beginning,Gothic 3: The Beginning
en,Phillip Nixon,Phillip Nixon
en,Spider-Man: Web of Shadows,Spider-Man: Web of Shadows
ru,Spider-Man: Web of Shadows,Spider-Man: Web of Shadows
es,Spider-Man: Web of Shadows,Spider-Man: Web of Shadows
it,Spider-Man: Il regno delle ombre,Spider-Man: Web of Shadows
fr,Spider-Man : Le Règne des ombres,Spider-Man: Web of Shadows
tr,Spider-Man: Web of Shadows,Spider-Man: Web of Shadows
zh,蜘蛛侠：暗影之网,Spider-Man: Web of Shadows
simple,Spider-Man: Web of Shadows,Spider-Man: Web of Shadows
uk,Spider-Man: Web of Shadows,Spider-Man: Web of Shadows
pt,Spider-Man: Web of Shadows,Spider-Man: Web of Shadows
fi,Spider-Man: Web of Shadows,Spider-Man: Web of Shadows
ko,스파이더맨: 웹 오브 쉐도우,Spider-Man: Web of Shadows
lld,Spider-Man: Web of Shadows,Spider-Man: Web of Shadows
arz,سپيدير مان: ويب اوف شادوس,Spider-Man: Web of Shadows
en,Shaun White Snowboarding,Shaun White Snowboarding
ru,Shaun White Snowboarding,Shaun White Snowboarding
fr,Shaun White Snowboarding,Shaun White Snowboarding
de,Shaun White Snowboarding,Shaun White Snowboarding
es,Snowboard Shaun White,Shaun White Snowboarding
pt,Shaun White Snowboarding,Shaun White Snowboarding
fi,Shaun White Snowboarding,Shaun White Snowboarding
lld,Shaun White Snowboarding,Shaun White Snowboarding
en,Av3k,Av3k
pl,Maciej Krzykowski,Av3k
ru,"Кшиковский, Мацей",Av3k
sv,Maciej Krzykowski,Av3k
en,Transformers: Revenge of the Fallen (video game),Transformers: Revenge of the Fallen (video game)
es,Transformers: Revenge of the Fallen (videojuego),Transformers: Revenge of the Fallen (video game)
fr,Transformers : La Revanche (jeu vidéo),Transformers: Revenge of the Fallen (video game)
it,Transformers - La vendetta del caduto (videogioco),Transformers: Revenge of the Fallen (video game)
pt,Transformers: Revenge of the Fallen (jogo eletrônico),Transformers: Revenge of the Fallen (video game)
zh,变形金刚2：堕落者的复仇,Transformers: Revenge of the Fallen (video game)
pl,Transformers: Zemsta upadłych (gra komputerowa),Transformers: Revenge of the Fallen (video game)
tr,Transformers: Revenge of the Fallen (video oyunu),Transformers: Revenge of the Fallen (video game)
fi,Transformers: Revenge of the Fallen (videopeli),Transformers: Revenge of the Fallen (video game)
lld,Transformers: Revenge of the Fallen,Transformers: Revenge of the Fallen (video game)
en,Hotbit,Hotbit
pt,HotBit HB-8000,Hotbit
es,Sharp Hotbit,Hotbit
en,Grandmaster Chess,Grandmaster Chess
lld,Grandmaster Chess,Grandmaster Chess
en,Virtual goods,Virtual goods
zh,虛擬商品,Virtual goods
de,Virtuelles Gut,Virtual goods
ru,Виртуальные товары,Virtual goods
uk,Віртуальний товар,Virtual goods
vi,Hàng hóa ảo,Virtual goods
es,Bien virtual,Virtual goods
fi,Virtuaaliesine,Virtual goods
ca,Béns virtuals,Virtual goods
pt,Bem virtual,Virtual goods
wuu,虚拟商品,Virtual goods
ja,船水紀孝,Noritaka Funamizu
en,Noritaka Funamizu,Noritaka Funamizu
zh,船水紀孝,Noritaka Funamizu
en,Lag,Lag
ru,Лаг,Lag
de,LAG,Lag
uk,Лаг,Lag
ja,LAG,Lag
it,LAG,Lag
sv,Lag (olika betydelser),Lag
no,Lag (andre betydninger),Lag
fr,Lag,Lag
nl,LAG,Lag
ceb,Lag,Lag
lt,Lagas (reikšmės),Lag
da,LAG,Lag
en,Exakt Entertainment,Exakt Entertainment
fr,Exakt Entertainment,Exakt Entertainment
en,Robot Entertainment,Robot Entertainment
ru,Robot Entertainment,Robot Entertainment
fr,Robot Entertainment,Robot Entertainment
de,Robot Entertainment,Robot Entertainment
pl,Robot Entertainment,Robot Entertainment
zh,羅伯特娛樂,Robot Entertainment
pt,Robot Entertainment,Robot Entertainment
sv,Robot Entertainment,Robot Entertainment
ko,로봇 엔터테인먼트,Robot Entertainment
nl,Robot Entertainment,Robot Entertainment
vi,Robot Entertainment,Robot Entertainment
lt,Robot Entertainment,Robot Entertainment
en,Girl's Garden,Girl's Garden
ja,ガールズガーデン,Girl's Garden
zh,Girl's Garden,Girl's Garden
ru,Girl’s Garden,Girl's Garden
it,Girl's Garden,Girl's Garden
fr,Girl's Garden,Girl's Garden
arz,جيرلز جاردن,Girl's Garden
lld,Girl's Garden,Girl's Garden
uk,Girl's Garden,Girl's Garden
en,Persona (series),Persona (series)
ja,ペルソナシリーズ,Persona (series)
zh,女神異聞錄系列,Persona (series)
ru,Persona (серия игр),Persona (series)
es,Persona (serie),Persona (series)
fr,Persona (série de jeux vidéo),Persona (series)
it,Persona (serie),Persona (series)
de,Persona (Computerspielreihe),Persona (series)
pt,Persona (série),Persona (series)
pl,Persona (seria),Persona (series)
ko,페르소나 (시리즈),Persona (series)
tr,Persona (video oyunu serisi),Persona (series)
sv,Shin Megami Tensei: Persona,Persona (series)
nl,Persona (computerspelserie),Persona (series)
hu,Persona (sorozat),Persona (series)
ca,Shin Megami Tensei: Persona,Persona (series)
lt,Shin Megami Tensei: Persona,Persona (series)
ga,Persona (Sraith),Persona (series)
en,Samurai Shodown Anthology,Samurai Shodown Anthology
pt,Samurai Shodown Anthology,Samurai Shodown Anthology
fr,Samurai Shodown Anthology,Samurai Shodown Anthology
ko,사무라이 스피리츠 6번의 승부,Samurai Shodown Anthology
de,Samurai Shodown Anthology,Samurai Shodown Anthology
arz,ساموراى شودون انثولوجى,Samurai Shodown Anthology
pl,Samurai Shodown Anthology,Samurai Shodown Anthology
th,ซามูไรโชดาวน์ แอนโธโลจี,Samurai Shodown Anthology
lld,Samurai Shodown Anthology,Samurai Shodown Anthology
en,Last Rebellion,Last Rebellion
ja,ラストリベリオン,Last Rebellion
fr,Last Rebellion,Last Rebellion
lld,Last Rebellion,Last Rebellion
en,Satan's Hollow,Satan's Hollow
it,Satan's Hollow,Satan's Hollow
en,Iron Aces,Iron Aces
nl,Iron Aces,Iron Aces
en,Ace Combat: Joint Assault,Ace Combat: Joint Assault
ja,エースコンバットX2 ジョイントアサルト,Ace Combat: Joint Assault
it,Ace Combat: Joint Assault,Ace Combat: Joint Assault
zh,皇牌空战X2 联合攻击,Ace Combat: Joint Assault
fr,Ace Combat: Joint Assault,Ace Combat: Joint Assault
pt,Ace Combat: Joint Assault,Ace Combat: Joint Assault
lld,Ace Combat: Joint Assault,Ace Combat: Joint Assault
en,MotoGP (2000 video game),MotoGP (2000 video game)
it,MotoGP (videogioco),MotoGP (2000 video game)
fr,"MotoGP (jeu vidéo, 2000)",MotoGP (2000 video game)
lld,MotoGP,MotoGP (2000 video game)
ru,Аллоды Онлайн,Allods Online
en,Allods Online,Allods Online
fr,Allods Online,Allods Online
pt,Allods Online,Allods Online
tr,Allods Online,Allods Online
uk,Allods Online,Allods Online
pl,Allods Online,Allods Online
sk,Allods Online,Allods Online
lld,Allods Online,Allods Online
en,Tokyo Jungle,Tokyo Jungle
ja,TOKYO JUNGLE,Tokyo Jungle
zh,东京丛林,Tokyo Jungle
fr,Tokyo Jungle,Tokyo Jungle
it,Tokyo Jungle,Tokyo Jungle
pl,Tokyo Jungle,Tokyo Jungle
ko,도쿄 정글,Tokyo Jungle
arz,توكيو چانجل,Tokyo Jungle
en,Dragon's Dogma,Dragon's Dogma
ja,Dragon's Dogma,Dragon's Dogma
ru,Dragon’s Dogma,Dragon's Dogma
it,Dragon's Dogma,Dragon's Dogma
es,Dragon's Dogma,Dragon's Dogma
zh,龍族教義,Dragon's Dogma
de,Dragon’s Dogma,Dragon's Dogma
fr,Dragon's Dogma,Dragon's Dogma
pt,Dragon's Dogma,Dragon's Dogma
fi,Dragon’s Dogma,Dragon's Dogma
nl,Dragon's Dogma,Dragon's Dogma
ko,드래곤즈 도그마,Dragon's Dogma
th,ดรากอนด็อกมา,Dragon's Dogma
arz,دراجونز دوجما,Dragon's Dogma
lld,Dragon's Dogma,Dragon's Dogma
en,Archangel (video game),Archangel (video game)
pl,Archangel (gra komputerowa),Archangel (video game)
fr,"Archangel (jeu vidéo, 2002)",Archangel (video game)
lld,Archangel,Archangel (video game)
en,Hulk Hogan's Main Event,Hulk Hogan's Main Event
es,Hulk Hogan's Main Event,Hulk Hogan's Main Event
en,Just Add Water (company),Just Add Water (company)
fr,Just Add Water,Just Add Water (company)
en,Undercover: Operation Wintersun,Undercover: Operation Wintersun
de,Undercover: Operation Wintersonne,Undercover: Operation Wintersun
ru,Undercover: Operation Wintersonne,Undercover: Operation Wintersun
fr,Berlin 1943 : Les Secrets de l'opération Wintersun,Undercover: Operation Wintersun
lld,Undercover: Operation Wintersun,Undercover: Operation Wintersun
en,Xbox (app),Xbox (app)
es,Compañero de la consola Xbox,Xbox (app)
fr,Xbox SmartGlass,Xbox (app)
ru,Xbox SmartGlass,Xbox (app)
de,Xbox (App),Xbox (app)
pt,Xbox App,Xbox (app)
uk,Xbox (програма),Xbox (app)
zh,Xbox (應用程式),Xbox (app)
tr,Xbox (yazılım),Xbox (app)
ckb,ئەپلیکەیشنی ئێکس بۆکس,Xbox (app)
en,Sol Trigger,Sol Trigger
ja,ソールトリガー,Sol Trigger
zh,靈魂扳機,Sol Trigger
en,Pokémon Rumble U,Pokémon Rumble U
ja,ポケモンスクランブル U,Pokémon Rumble U
fr,Pokémon Rumble U,Pokémon Rumble U
it,Pokémon Rumble U,Pokémon Rumble U
pt,Pokémon Rumble U,Pokémon Rumble U
no,Pokémon Rumble U,Pokémon Rumble U
arz,پوكيمون سكرامبل يو,Pokémon Rumble U
gl,Pokémon Rumble U,Pokémon Rumble U
lld,Pokémon Rumble U,Pokémon Rumble U
en,Bastion of Faith,Bastion of Faith
en,The Legend of Zelda: Symphony of the Goddesses,The Legend of Zelda: Symphony of the Goddesses
es,The Legend of Zelda: Symphony of the Goddesses,The Legend of Zelda: Symphony of the Goddesses
fr,The Legend of Zelda: Symphony of the Goddesses,The Legend of Zelda: Symphony of the Goddesses
en,StarMade,StarMade
fr,StarMade,StarMade
en,Kirby: Triple Deluxe,Kirby: Triple Deluxe
ja,星のカービィ トリプルデラックス,Kirby: Triple Deluxe
zh,星之卡比 三重豪华版,Kirby: Triple Deluxe
fr,Kirby: Triple Deluxe,Kirby: Triple Deluxe
it,Kirby: Triple Deluxe,Kirby: Triple Deluxe
es,Kirby: Triple Deluxe,Kirby: Triple Deluxe
pt,Kirby: Triple Deluxe,Kirby: Triple Deluxe
ru,Kirby: Triple Deluxe,Kirby: Triple Deluxe
ko,별의 커비 트리플 디럭스,Kirby: Triple Deluxe
th,เคอร์บี: ทริปเปิลดีลักซ์,Kirby: Triple Deluxe
nl,Kirby: Triple Deluxe,Kirby: Triple Deluxe
fi,Kirby: Triple Deluxe,Kirby: Triple Deluxe
simple,Kirby: Triple Deluxe,Kirby: Triple Deluxe
sv,Kirby: Triple Deluxe,Kirby: Triple Deluxe
arz,كيربي: تريپل ديلوكس,Kirby: Triple Deluxe
lld,Kirby: Triple Deluxe,Kirby: Triple Deluxe
en,Dream Chamber,Dream Chamber
it,Dream Chamber,Dream Chamber
en,Mondo Medicals,Mondo Medicals
ru,Mondo Medicals,Mondo Medicals
pl,Mondo Medicals,Mondo Medicals
en,Mineski,Mineski
en,Sudden Strike 3: Arms for Victory,Sudden Strike 3: Arms for Victory
ru,Sudden Strike 3: Arms For Victory,Sudden Strike 3: Arms for Victory
zh,突袭3,Sudden Strike 3: Arms for Victory
pl,Sudden Strike 3: Arms for Victory,Sudden Strike 3: Arms for Victory
fr,Sudden Strike 3: Arms for Victory,Sudden Strike 3: Arms for Victory
de,Sudden Strike 3: Arms for Victory,Sudden Strike 3: Arms for Victory
vi,Sudden Strike 3: Arms for Victory,Sudden Strike 3: Arms for Victory
en,Super Motherload,Super Motherload
en,Ancient Trader,Ancient Trader
fr,Ancient Trader,Ancient Trader
en,Automonopoli,Automonopoli
it,Automonopoli,Automonopoli
fr,Automonopoli,Automonopoli
en,Pokémon Art Academy,Pokémon Art Academy
ja,ポケモンアートアカデミー,Pokémon Art Academy
fr,Pokémon Art Academy,Pokémon Art Academy
it,Pokémon Art Academy,Pokémon Art Academy
pt,Pokémon Art Academy,Pokémon Art Academy
th,โปเกมอน อาร์ตอคาเดมี,Pokémon Art Academy
arz,بوكيمون آرت اكاديمى,Pokémon Art Academy
gl,Pokémon Art Academy,Pokémon Art Academy
no,Pokémon Art Academy,Pokémon Art Academy
en,Tom Clancy's Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
ru,Tom Clancy’s Rainbow Six Осада,Tom Clancy's Rainbow Six Siege
ja,レインボーシックス シージ,Tom Clancy's Rainbow Six Siege
zh,虹彩六號：圍攻行動,Tom Clancy's Rainbow Six Siege
es,Tom Clancy's Rainbow Six: Siege,Tom Clancy's Rainbow Six Siege
de,Tom Clancy’s Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
fr,Tom Clancy's Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
it,Tom Clancy's Rainbow Six: Siege,Tom Clancy's Rainbow Six Siege
pl,Tom Clancy’s Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
pt,Tom Clancy's Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
uk,Tom Clancy's Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
th,ทอม แคลนซีส์ เรนโบว์ซิกส์ ซีจ,Tom Clancy's Rainbow Six Siege
tr,Tom Clancy's Rainbow Six: Siege,Tom Clancy's Rainbow Six Siege
nl,Tom Clancy's Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
ko,톰 클랜시의 레인보우 식스 시즈,Tom Clancy's Rainbow Six Siege
vi,Tom Clancy's Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
fi,Tom Clancy’s Rainbow Six: Siege,Tom Clancy's Rainbow Six Siege
cs,Tom Clancy's Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
id,Tom Clancy's Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
sv,Tom Clancy's Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
no,Tom Clancy’s Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
simple,Tom Clancy's Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
sr,Tom Clancy's Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
da,Tom Clancy's Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
ro,Tom Clancy's Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
ca,Tom Clancy's Rainbow Six: Siege,Tom Clancy's Rainbow Six Siege
arz,توم كلانسيز رينبو سكس سايج,Tom Clancy's Rainbow Six Siege
eu,Tom Clancy's Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
et,Tom Clancy's Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
ms,Tom Clancy's Rainbow Six Siege,Tom Clancy's Rainbow Six Siege
en,The Divide: Enemies Within,The Divide: Enemies Within
en,WWE SuperCard,WWE SuperCard
fr,WWE SuperCard,WWE SuperCard
es,WWE SuperCard,WWE SuperCard
it,WWE SuperCard,WWE SuperCard
en,Tips,Tips & Tricks (magazine)
zh,貼士,Tips & Tricks (magazine)
zh-yue,貼士,Tips & Tricks (magazine)
fr,Tips,Tips & Tricks (magazine)
ja,TIPS,Tips & Tricks (magazine)
de,Tips,Tips & Tricks (magazine)
it,Tips,Tips & Tricks (magazine)
sr,TIPS,Tips & Tricks (magazine)
en,The Book of Unwritten Tales 2,The Book of Unwritten Tales 2
de,The Book of Unwritten Tales 2,The Book of Unwritten Tales 2
ru,The Book of Unwritten Tales 2,The Book of Unwritten Tales 2
fr,The Book of Unwritten Tales 2,The Book of Unwritten Tales 2
en,Playtonic Games,Playtonic Games
es,Playtonic Games,Playtonic Games
fr,Playtonic Games,Playtonic Games
de,Playtonic Games,Playtonic Games
pt,Playtonic Games,Playtonic Games
ru,Playtonic Games,Playtonic Games
en,Dr. Dude and His Excellent Ray,Dr. Dude and His Excellent Ray
en,Lost World (pinball),Lost World (pinball)
en,Memory of a Broken Dimension,Memory of a Broken Dimension
en,Death or Glory (video game),Death or Glory (video game)
en,Subterfuge (video game),Subterfuge (video game)
sv,Subterfuge,Subterfuge (video game)
en,Chris Slight,Chris Slight
en,Fast travel,Fast travel
ja,ファストトラベル,Fast travel
es,Viaje rápido (videojuegos),Fast travel
zh,快速旅行,Fast travel
zh-yue,快速行進,Fast travel
en,Starfall Online,Starfall Online
ru,Starfall Online,Starfall Online
en,Alex Ich,Alex Ich
ru,Alex Ich,Alex Ich
en,Metal Gear Survive,Metal Gear Survive
ja,メタルギア サヴァイヴ,Metal Gear Survive
ru,Metal Gear Survive,Metal Gear Survive
it,Metal Gear Survive,Metal Gear Survive
fr,Metal Gear Survive,Metal Gear Survive
es,Metal Gear Survive,Metal Gear Survive
zh,合金装备 生存,Metal Gear Survive
pl,Metal Gear Survive,Metal Gear Survive
nl,Metal Gear Survive,Metal Gear Survive
fi,Metal Gear Survive,Metal Gear Survive
uk,Metal Gear Survive,Metal Gear Survive
sv,Metal Gear Survive,Metal Gear Survive
vi,Metal Gear Survive,Metal Gear Survive
ko,메탈 기어 서바이브,Metal Gear Survive
arz,ميتل جير سورڤايڤ,Metal Gear Survive
lld,Metal Gear Survive,Metal Gear Survive
ja,アイドルマスター シンデレラガールズ スターライトステージ,The Idolmaster Cinderella Girls: Starlight Stage
en,The Idolmaster Cinderella Girls: Starlight Stage,The Idolmaster Cinderella Girls: Starlight Stage
zh,偶像大師 灰姑娘女孩 星光舞台,The Idolmaster Cinderella Girls: Starlight Stage
ko,아이돌마스터 신데렐라 걸즈 스타라이트 스테이지,The Idolmaster Cinderella Girls: Starlight Stage
en,Hearthstone in esports,Hearthstone in esports
es,Hearthstone en esports,Hearthstone in esports
en,Super Mario Odyssey,Super Mario Odyssey
ja,スーパーマリオ オデッセイ,Super Mario Odyssey
fr,Super Mario Odyssey,Super Mario Odyssey
zh,超级马力欧 奥德赛,Super Mario Odyssey
es,Super Mario Odyssey,Super Mario Odyssey
ru,Super Mario Odyssey,Super Mario Odyssey
de,Super Mario Odyssey,Super Mario Odyssey
it,Super Mario Odyssey,Super Mario Odyssey
pt,Super Mario Odyssey,Super Mario Odyssey
nl,Super Mario Odyssey,Super Mario Odyssey
fi,Super Mario Odyssey,Super Mario Odyssey
ko,슈퍼 마리오 오디세이,Super Mario Odyssey
pl,Super Mario Odyssey,Super Mario Odyssey
sv,Super Mario Odyssey,Super Mario Odyssey
uk,Super Mario Odyssey,Super Mario Odyssey
tr,Super Mario Odyssey,Super Mario Odyssey
no,Super Mario Odyssey,Super Mario Odyssey
simple,Super Mario Odyssey,Super Mario Odyssey
th,ซูเปอร์มาริโอโอดิสซี,Super Mario Odyssey
ca,Super Mario Odyssey,Super Mario Odyssey
da,Super Mario Odyssey,Super Mario Odyssey
ro,Super Mario Odyssey,Super Mario Odyssey
lt,Super Mario Odyssey,Super Mario Odyssey
ast,Super Mario Odyssey,Super Mario Odyssey
nn,Super Mario Odyssey,Super Mario Odyssey
eo,Super Mario Odyssey,Super Mario Odyssey
tl,Super Mario Odyssey,Super Mario Odyssey
zh-yue,超級瑪利奧奧德修記,Super Mario Odyssey
be,Super Mario Odyssey,Super Mario Odyssey
arz,سوپر ماريو أوديسى,Super Mario Odyssey
wuu,超级马里奥 奥德赛,Super Mario Odyssey
en,The Escapists 2,The Escapists 2
ru,The Escapists 2,The Escapists 2
fr,The Escapists 2,The Escapists 2
es,The Escapists 2,The Escapists 2
it,The Escapists 2,The Escapists 2
uk,The Escapists 2,The Escapists 2
zh,逃脱者2,The Escapists 2
cs,The Escapists 2,The Escapists 2
fi,The Escapists 2,The Escapists 2
simple,The Escapists 2,The Escapists 2
en,Medieval Engineers,Medieval Engineers
fr,Medieval Engineers,Medieval Engineers
en,The Lego Ninjago Movie Video Game,The Lego Ninjago Movie Video Game
de,The Lego Ninjago Movie Video Game,The Lego Ninjago Movie Video Game
fr,"Lego Ninjago, le film : Le Jeu vidéo",The Lego Ninjago Movie Video Game
it,LEGO Ninjago - Il film: Videogame,The Lego Ninjago Movie Video Game
zh-yue,樂高旋風忍者大電影電子遊戲,The Lego Ninjago Movie Video Game
en,Spelunker World,Spelunker World
en,Thinking with Time Machine,Thinking with Time Machine
pt,Thinking with Time Machine,Thinking with Time Machine
uk,Thinking with Time Machine,Thinking with Time Machine
