lang,topic,topic_in_English
ru,Kirby: Planet Robobot,Kirby: Planet Robobot
pt,Kirby: Planet Robobot,Kirby: Planet Robobot
ko,별의 커비 로보보 플래닛,Kirby: Planet Robobot
simple,Kirby: Planet Robobot,Kirby: Planet Robobot
nl,Kirby: Planet Robobot,Kirby: Planet Robobot
wuu,星之卡比 机械行星,Kirby: Planet Robobot
arz,كيربي: پلانيت روبوبوت,Kirby: Planet Robobot
en,Sea Hero Quest,Sea Hero Quest
pt,Sea Hero Quest,Sea Hero Quest
pa,ਸੀ ਹੀਰੋ ਕੁਐਸਟ,Sea Hero Quest
en,Secret Hitler,Secret Hitler
fr,Secret Hitler,Secret Hitler
de,Secret Hitler,Secret Hitler
it,Secret Hitler,Secret Hitler
en,Family Farm Seaside,Family Farm Seaside
es,Family Farm Seaside,Family Farm Seaside
vi,Family Farm Seaside,Family Farm Seaside
arz,فاميلى فارم سايسيد,Family Farm Seaside
en,Bloody Vampire,Bloody Vampire
en,SuperHyperCube,SuperHyperCube
en,Degenesis,Degenesis
de,Degenesis,Degenesis
fr,Degenesis,Degenesis
ru,The Sims 4: Вампиры,The Sims 4: Vampires
es,Los Sims 4: Vampiros,The Sims 4: Vampires
en,The Sims 4: Vampires,The Sims 4: Vampires
fr,Les Sims 4 : Vampires,The Sims 4: Vampires
fi,The Sims 4: Vampyyrit,The Sims 4: Vampires
tr,The Sims 4: Vampires,The Sims 4: Vampires
uk,The Sims 4: Vampires,The Sims 4: Vampires
en,Identity (video game),Identity (video game)
en,Rangi (video game),Rangi (video game)
en,Bye-Bye BoxBoy!,Bye-Bye BoxBoy!
ja,さよなら! ハコボーイ!,Bye-Bye BoxBoy!
fr,Bye-Bye BoxBoy!,Bye-Bye BoxBoy!
arz,بى بى بوكسبوي!,Bye-Bye BoxBoy!
en,WWE 2K18,WWE 2K18
es,WWE 2K18,WWE 2K18
it,WWE 2K18,WWE 2K18
fr,WWE 2K18,WWE 2K18
ru,WWE 2K18,WWE 2K18
pt,WWE 2K18,WWE 2K18
pl,WWE 2K18,WWE 2K18
th,ดับเบิลยูดับเบิลยูอี 2K18,WWE 2K18
tr,WWE 2K18,WWE 2K18
de,WWE 2K18,WWE 2K18
simple,WWE 2K18,WWE 2K18
en,Tecmo Super Hockey,Tecmo Super Hockey
fr,Tecmo Super Hockey,Tecmo Super Hockey
en,Telling Lies (video game),Telling Lies (video game)
ru,Telling Lies (компьютерная игра),Telling Lies (video game)
fr,Telling Lies,Telling Lies (video game)
it,Telling Lies (videogioco),Telling Lies (video game)
zh,撒謊 (遊戲),Telling Lies (video game)
tr,Telling Lies (video oyunu),Telling Lies (video game)
uk,Telling Lies (відеогра),Telling Lies (video game)
arz,تيلينج ليس,Telling Lies (video game)
lld,Telling Lies,Telling Lies (video game)
en,Elric: Battle at the End of Time,Elric: Battle at the End of Time
en,Near and Far,Near and Far
en,Shanghai Dragons,Shanghai Dragons
de,Shanghai Dragons,Shanghai Dragons
zh,上海龙之队,Shanghai Dragons
ja,上海ドラゴンズ,Shanghai Dragons
fr,Shanghai Dragons,Shanghai Dragons
ko,상하이 드래곤즈,Shanghai Dragons
th,เซี่ยงไฮ้ ดรากอนส์,Shanghai Dragons
fi,Shanghai Dragons,Shanghai Dragons
en,Fortnite Battle Royale,Fortnite Battle Royale
es,Fortnite: Battle Royale,Fortnite Battle Royale
it,Fortnite Battle Royale,Fortnite Battle Royale
fr,Fortnite Battle Royale,Fortnite Battle Royale
pt,Fortnite Battle Royale,Fortnite Battle Royale
pl,Fortnite Battle Royale,Fortnite Battle Royale
simple,Fortnite Battle Royale,Fortnite Battle Royale
cs,Fortnite Battle Royale,Fortnite Battle Royale
ru,Fortnite: Battle Royale,Fortnite Battle Royale
zh,堡垒之夜：空降行动,Fortnite Battle Royale
ro,Fortnite Battle Royale,Fortnite Battle Royale
tr,Fortnite Battle Royale,Fortnite Battle Royale
sk,Fortnite Battle Royale,Fortnite Battle Royale
sr,Fortnite Battle Royale,Fortnite Battle Royale
ja,フォートナイト バトルロイヤル,Fortnite Battle Royale
vi,Fortnite Battle Royale,Fortnite Battle Royale
sl,Fortnite Battle Royale,Fortnite Battle Royale
ko,포트나이트 배틀로얄,Fortnite Battle Royale
et,Fortnite Battle Royale,Fortnite Battle Royale
uk,Fortnite: Battle Royale,Fortnite Battle Royale
lv,Fortnite Battle Royale,Fortnite Battle Royale
arz,فورتنايت باتل رويال,Fortnite Battle Royale
eu,Fortnite: Battle Royale,Fortnite Battle Royale
zh-yue,要塞英雄：空降行動,Fortnite Battle Royale
sco,Fortnite Battle Royale,Fortnite Battle Royale
bn,ফোর্টনাইট ব্যাটল রয়্যাল,Fortnite Battle Royale
lld,Fortnite Battle Royale,Fortnite Battle Royale
br,Fortnite Battle Royale,Fortnite Battle Royale
gl,Fortnite: Battle Royale,Fortnite Battle Royale
en,Gameplay of Overwatch,Gameplay of Overwatch
ko,오버워치의 게임 방식,Gameplay of Overwatch
en,The Final Conflict (video game),The Final Conflict (video game)
zh,關於我轉生變成史萊姆這檔事角色列表,List of That Time I Got Reincarnated as a Slime characters
en,List of That Time I Got Reincarnated as a Slime characters,List of That Time I Got Reincarnated as a Slime characters
th,รายชื่อตัวละครในเกิดใหม่ทั้งทีก็เป็นสไลม์ไปซะแล้ว,List of That Time I Got Reincarnated as a Slime characters
fr,"Personnages de Moi, quand je me réincarne en Slime",List of That Time I Got Reincarnated as a Slime characters
it,Personaggi di Vita da slime,List of That Time I Got Reincarnated as a Slime characters
en,BioWare,BioWare
ru,BioWare,BioWare
fr,BioWare,BioWare
de,BioWare,BioWare
es,BioWare,BioWare
it,BioWare,BioWare
pl,BioWare,BioWare
zh,BioWare,BioWare
ja,バイオウェア,BioWare
pt,BioWare,BioWare
uk,BioWare,BioWare
tr,BioWare,BioWare
fi,BioWare,BioWare
nl,BioWare,BioWare
cs,BioWare,BioWare
sv,Bioware,BioWare
hu,BioWare,BioWare
no,BioWare,BioWare
ko,바이오웨어,BioWare
da,BioWare,BioWare
sr,BioWare,BioWare
lt,BioWare,BioWare
ro,BioWare,BioWare
bg,BioWare,BioWare
simple,BioWare,BioWare
hr,BioWare,BioWare
sk,Bioware,BioWare
id,BioWare,BioWare
be,BioWare,BioWare
arz,بايووير,BioWare
azb,بایوور,BioWare
gl,BioWare,BioWare
hy,Bioware,BioWare
ia,BioWare,BioWare
en,Guybrush Threepwood,Guybrush Threepwood
de,Guybrush Threepwood,Guybrush Threepwood
it,Guybrush Threepwood,Guybrush Threepwood
es,Guybrush Threepwood,Guybrush Threepwood
fr,Guybrush Threepwood,Guybrush Threepwood
ru,Гайбраш Трипвуд,Guybrush Threepwood
pt,Guybrush Threepwood,Guybrush Threepwood
nl,Guybrush Threepwood,Guybrush Threepwood
pl,Guybrush Threepwood,Guybrush Threepwood
zh,蓋伯拉許·崔普伍德,Guybrush Threepwood
fi,Guybrush Threepwood,Guybrush Threepwood
hu,Guybrush Threepwood,Guybrush Threepwood
sv,Guybrush Threepwood,Guybrush Threepwood
cs,Guybrush Threepwood,Guybrush Threepwood
no,Guybrush Threepwood,Guybrush Threepwood
da,Guybrush Threepwood,Guybrush Threepwood
en,Bandai,Bandai
ja,バンダイ,Bandai
zh,萬代,Bandai
es,Bandai,Bandai
ru,Bandai,Bandai
fr,Bandai,Bandai
it,Bandai,Bandai
pt,Bandai,Bandai
de,Bandai,Bandai
vi,Bandai,Bandai
ko,반다이,Bandai
id,Bandai,Bandai
th,บันได (บริษัทญี่ปุ่น),Bandai
pl,Bandai,Bandai
sv,Bandai,Bandai
ms,Bandai,Bandai
tr,Bandai,Bandai
nl,Bandai (bedrijf),Bandai
fi,Bandai,Bandai
no,Bandai,Bandai
ca,Bandai,Bandai
ro,Bandai,Bandai
simple,Bandai,Bandai
zh-yue,萬代,Bandai
jv,Bandai,Bandai
lt,Bandai (bendrovė),Bandai
ka,Bandai,Bandai
arz,بانداى,Bandai
bg,Бандай (компания),Bandai
be,Bandai,Bandai
hy,Bandai Co,Bandai
wuu,万代,Bandai
en,Online creation,Online creation
en,Video game design,Video game design
zh,电子游戏设计,Video game design
tr,Video oyunu tasarımı,Video game design
pt,Design de jogos eletrônicos,Video game design
pl,Projektowanie gry komputerowej,Video game design
da,Spildesign,Video game design
zh-yue,電子遊戲設計,Video game design
ms,Reka bentuk permainan video,Video game design
sr,Дизајн видео-игара,Video game design
no,Videospilldesign,Video game design
wuu,电子游戏设计,Video game design
en,SkiFree,SkiFree
ru,SkiFree,SkiFree
es,SkiFree,SkiFree
de,SkiFree,SkiFree
fr,SkiFree,SkiFree
pt,SkiFree,SkiFree
fi,SkiFree,SkiFree
it,SkiFree,SkiFree
sv,Skifree,SkiFree
arz,سكى فرى,SkiFree
id,SkiFree,SkiFree
zh,SkiFree,SkiFree
ca,SkiFree,SkiFree
en,Star Fox (1993 video game),Star Fox (1993 video game)
ja,スターフォックス,Star Fox (1993 video game)
es,Star Fox,Star Fox (1993 video game)
fr,Star Wing,Star Fox (1993 video game)
ru,Star Fox,Star Fox (1993 video game)
it,Star Fox,Star Fox (1993 video game)
zh,星际火狐 (游戏),Star Fox (1993 video game)
sv,Starwing,Star Fox (1993 video game)
pl,Starwing,Star Fox (1993 video game)
nl,Star Fox,Star Fox (1993 video game)
fi,Starwing,Star Fox (1993 video game)
ca,Starwing,Star Fox (1993 video game)
ko,스타폭스 (비디오 게임),Star Fox (1993 video game)
no,Starwing,Star Fox (1993 video game)
simple,Star Fox (video game),Star Fox (1993 video game)
arz,ستار فوكس,Star Fox (1993 video game)
lld,Star Fox,Star Fox (1993 video game)
wuu,星际火狐（游戏）,Star Fox (1993 video game)
en,An Elder Scrolls Legend: Battlespire,An Elder Scrolls Legend: Battlespire
ru,An Elder Scrolls Legend: Battlespire,An Elder Scrolls Legend: Battlespire
fr,An Elder Scrolls Legend: Battlespire,An Elder Scrolls Legend: Battlespire
pt,An Elder Scrolls Legend: Battlespire,An Elder Scrolls Legend: Battlespire
es,An Elder Scrolls Legend: Battlespire,An Elder Scrolls Legend: Battlespire
it,An Elder Scrolls Legend: Battlespire,An Elder Scrolls Legend: Battlespire
pl,An Elder Scrolls Legend: Battlespire,An Elder Scrolls Legend: Battlespire
de,An Elder Scrolls Legend: Battlespire,An Elder Scrolls Legend: Battlespire
fi,An Elder Scrolls Legend: Battlespire,An Elder Scrolls Legend: Battlespire
no,An Elder Scrolls Legend: Battlespire,An Elder Scrolls Legend: Battlespire
arz,ان الدير سكرولس ليجيند: باتليسپير,An Elder Scrolls Legend: Battlespire
lld,An Elder Scrolls Legend: Battlespire,An Elder Scrolls Legend: Battlespire
lt,The Elder Scrolls Legends: Battlespire,An Elder Scrolls Legend: Battlespire
nn,An Elder Scrolls Legend: Battlespire,An Elder Scrolls Legend: Battlespire
en,Skyborg: Into the Vortex,Skyborg: Into the Vortex
ja,アーマークラス,Armor class
en,Armor class,Armor class
pl,Klasa pancerza,Armor class
en,Disgaea: Hour of Darkness,Disgaea: Hour of Darkness
ja,魔界戦記ディスガイア,Disgaea: Hour of Darkness
zh,魔界戰記,Disgaea: Hour of Darkness
es,Disgaea: Hour of Darkness,Disgaea: Hour of Darkness
fr,Disgaea: Hour of Darkness,Disgaea: Hour of Darkness
ru,Disgaea: Hour of Darkness,Disgaea: Hour of Darkness
pt,Disgaea: Hour of Darkness,Disgaea: Hour of Darkness
de,Disgaea: Hour of Darkness,Disgaea: Hour of Darkness
it,Disgaea: Hour of Darkness,Disgaea: Hour of Darkness
fi,Disgaea: Hour of Darkness,Disgaea: Hour of Darkness
ko,마계전기 디스가이아 (비디오 게임),Disgaea: Hour of Darkness
arz,ديسجايا: هور اوف داركنيس,Disgaea: Hour of Darkness
lld,Disgaea: Hour of Darkness,Disgaea: Hour of Darkness
simple,Disgaea: Hour of Darkness,Disgaea: Hour of Darkness
wuu,魔界战记,Disgaea: Hour of Darkness
en,Captain N: The Game Master,Captain N: The Game Master
es,Captain N: The Game Master,Captain N: The Game Master
de,Captain N,Captain N: The Game Master
fr,Captain N,Captain N: The Game Master
it,Un videogioco per Kevin - Captain N,Captain N: The Game Master
ru,Капитан N: Мастер игры,Captain N: The Game Master
pl,Kapitan N,Captain N: The Game Master
fi,Kapteeni N,Captain N: The Game Master
pt,Captain N: The Game Master,Captain N: The Game Master
sv,Captain N: The Game Master,Captain N: The Game Master
hu,Captain N: The Game Master,Captain N: The Game Master
no,Kaptein N,Captain N: The Game Master
en,VisualBoyAdvance,VisualBoyAdvance
ja,VisualBoyAdvance,VisualBoyAdvance
es,VisualBoyAdvance,VisualBoyAdvance
de,VisualBoyAdvance,VisualBoyAdvance
zh,Visual Boy Advance,VisualBoyAdvance
ru,VisualBoyAdvance,VisualBoyAdvance
fr,VisualBoyAdvance,VisualBoyAdvance
it,VisualBoyAdvance,VisualBoyAdvance
ko,비주얼보이어드밴스,VisualBoyAdvance
tr,VisualBoyAdvance,VisualBoyAdvance
nl,VisualBoyAdvance,VisualBoyAdvance
th,วิชวลบอยแอดวานซ์,VisualBoyAdvance
ca,VisualBoyAdvance,VisualBoyAdvance
vi,VisualBoyAdvance,VisualBoyAdvance
sv,Visual Boy Advance,VisualBoyAdvance
fi,VisualBoyAdvance,VisualBoyAdvance
tl,VisualBoyAdvance,VisualBoyAdvance
en,Warcraft II: Beyond the Dark Portal,Warcraft II: Beyond the Dark Portal
ru,Warcraft II: Beyond the Dark Portal,Warcraft II: Beyond the Dark Portal
zh,魔兽争霸II：黑暗之门,Warcraft II: Beyond the Dark Portal
pl,Warcraft II: Beyond the Dark Portal,Warcraft II: Beyond the Dark Portal
es,Warcraft II: Beyond the Dark Portal,Warcraft II: Beyond the Dark Portal
nl,Warcraft II: Beyond the Dark Portal,Warcraft II: Beyond the Dark Portal
cs,Warcraft II: Beyond the Dark Portal,Warcraft II: Beyond the Dark Portal
uk,Warcraft II: Beyond the Dark Portal,Warcraft II: Beyond the Dark Portal
ko,워크래프트 II: 비욘드 더 다크 포탈,Warcraft II: Beyond the Dark Portal
sr,Warcraft II: Beyond the Dark Portal,Warcraft II: Beyond the Dark Portal
hu,Warcraft II: Beyond the Dark Portal,Warcraft II: Beyond the Dark Portal
ro,Warcraft II: Beyond the Dark Portal,Warcraft II: Beyond the Dark Portal
de,Warcraft II: Beyond the Dark Portal,Warcraft II: Beyond the Dark Portal
simple,Warcraft II: Beyond the Dark Portal,Warcraft II: Beyond the Dark Portal
en,Krakout,Krakout
ru,Krakout,Krakout
sv,Krakout,Krakout
lld,Krakout,Krakout
it,Krakout,Krakout
be-tarask,Krakout,Krakout
en,Jason Rohrer,Jason Rohrer
fr,Jason Rohrer,Jason Rohrer
es,Jason Rohrer,Jason Rohrer
de,Jason Rohrer,Jason Rohrer
id,Jason Rohrer,Jason Rohrer
ja,ラグランジュポイント (ゲーム),Lagrange Point (video game)
en,Lagrange Point (video game),Lagrange Point (video game)
zh,拉格朗日点 (游戏),Lagrange Point (video game)
es,Lagrange Point,Lagrange Point (video game)
it,Lagrange Point,Lagrange Point (video game)
lld,Lagrange Point,Lagrange Point (video game)
en,OurColony,OurColony
en,Sean Clark,Sean Clark
zh,西恩·克拉克,Sean Clark
it,Sean Clark,Sean Clark
mg,Sean Clark,Sean Clark
en,Worlds of Power,Worlds of Power
en,50 Cent: Bulletproof,50 Cent: Bulletproof
it,50 Cent: Bulletproof,50 Cent: Bulletproof
fr,50 Cent: Bulletproof,50 Cent: Bulletproof
pt,50 Cent: Bulletproof,50 Cent: Bulletproof
pl,50 Cent: Bulletproof,50 Cent: Bulletproof
uk,50 Cent: Bulletproof,50 Cent: Bulletproof
fi,50 Cent: Bulletproof,50 Cent: Bulletproof
sv,50 Cent: Bulletproof,50 Cent: Bulletproof
no,50 Cent: Bulletproof,50 Cent: Bulletproof
lld,50 Cent: Bulletproof,50 Cent: Bulletproof
en,Star Wars Episode I: Battle for Naboo,Star Wars Episode I: Battle for Naboo
ru,Star Wars: Battle for Naboo,Star Wars Episode I: Battle for Naboo
fr,Star Wars: Battle for Naboo,Star Wars Episode I: Battle for Naboo
pt,Star Wars Episode I: Battle for Naboo,Star Wars Episode I: Battle for Naboo
cs,Star Wars: Battle for Naboo,Star Wars Episode I: Battle for Naboo
sv,Star Wars Episode I: Battle for Naboo,Star Wars Episode I: Battle for Naboo
ca,Star Wars: Episode I: Battle for Naboo,Star Wars Episode I: Battle for Naboo
no,Star Wars Episode I: Battle for Naboo,Star Wars Episode I: Battle for Naboo
sk,Star Wars: Battle for Naboo,Star Wars Episode I: Battle for Naboo
lld,Star Wars Episode I: Battle for Naboo,Star Wars Episode I: Battle for Naboo
en,Spyro: Attack of the Rhynocs,Spyro: Attack of the Rhynocs
it,Spyro Adventure,Spyro: Attack of the Rhynocs
ru,Spyro: Attack of the Rhynocs,Spyro: Attack of the Rhynocs
fr,Spyro Adventure,Spyro: Attack of the Rhynocs
fi,Spyro: Adventure,Spyro: Attack of the Rhynocs
da,Spyro: Adventure,Spyro: Attack of the Rhynocs
arz,سپيرو: اتاك اوف ث رينوكس,Spyro: Attack of the Rhynocs
lld,Spyro: Attack of the Rhynocs,Spyro: Attack of the Rhynocs
en,Call of Cthulhu: Dark Corners of the Earth,Call of Cthulhu: Dark Corners of the Earth
ru,Call of Cthulhu: Dark Corners of the Earth,Call of Cthulhu: Dark Corners of the Earth
es,Call of Cthulhu: Dark Corners of the Earth,Call of Cthulhu: Dark Corners of the Earth
de,Call of Cthulhu: Dark Corners of the Earth,Call of Cthulhu: Dark Corners of the Earth
it,Call of Cthulhu: Dark Corners of the Earth,Call of Cthulhu: Dark Corners of the Earth
pl,Call of Cthulhu: Mroczne zakątki świata,Call of Cthulhu: Dark Corners of the Earth
fr,Call of Cthulhu: Dark Corners of the Earth,Call of Cthulhu: Dark Corners of the Earth
uk,Call of Cthulhu: Dark Corners of the Earth,Call of Cthulhu: Dark Corners of the Earth
zh,克苏鲁的呼唤：地球黑暗角落,Call of Cthulhu: Dark Corners of the Earth
sv,Call of Cthulhu: Dark Corners of the Earth,Call of Cthulhu: Dark Corners of the Earth
fi,Call of Cthulhu: Dark Corners of the Earth,Call of Cthulhu: Dark Corners of the Earth
sl,Call of Cthulhu: Dark Corners of the Earth,Call of Cthulhu: Dark Corners of the Earth
cs,Call of Cthulhu: Dark Corners of the Earth,Call of Cthulhu: Dark Corners of the Earth
arz,كال اوف كثولهو: دارك كورنيرس اوف ث ايرث,Call of Cthulhu: Dark Corners of the Earth
lld,Call of Cthulhu: Dark Corners of the Earth,Call of Cthulhu: Dark Corners of the Earth
en,Codo Technologies,Codo Technologies
ru,Codo Technologies,Codo Technologies
es,Codo Technologies,Codo Technologies
en,The Outfit (video game),The Outfit (video game)
fr,The Outfit (jeu vidéo),The Outfit (video game)
nl,The Outfit (computerspel),The Outfit (video game)
sv,The Outfit,The Outfit (video game)
lld,The Outfit,The Outfit (video game)
en,Dodge 'Em,Dodge 'Em
en,Mickey Mouse: Magic Wands!,Mickey Mouse: Magic Wands!
es,Mickey Mouse: Magic Wands!,Mickey Mouse: Magic Wands!
lld,Mickey Mouse: Magic Wands!,Mickey Mouse: Magic Wands!
en,Odell Lake (video game),Odell Lake (video game)
en,Allen Varney,Allen Varney
it,Allen Varney,Allen Varney
en,Silent Hill 4: The Room,Silent Hill 4: The Room
ru,Silent Hill 4: The Room,Silent Hill 4: The Room
es,Silent Hill 4: The Room,Silent Hill 4: The Room
ja,サイレントヒル4 ザ・ルーム,Silent Hill 4: The Room
pt,Silent Hill 4: The Room,Silent Hill 4: The Room
it,Silent Hill 4: The Room,Silent Hill 4: The Room
fr,Silent Hill 4: The Room,Silent Hill 4: The Room
de,Silent Hill 4: The Room,Silent Hill 4: The Room
zh,沉默之丘4：密室驚魂,Silent Hill 4: The Room
pl,Silent Hill 4: The Room,Silent Hill 4: The Room
uk,Silent Hill 4: The Room,Silent Hill 4: The Room
tr,Silent Hill 4: The Room,Silent Hill 4: The Room
fi,Silent Hill 4: The Room,Silent Hill 4: The Room
nl,Silent Hill 4: The Room,Silent Hill 4: The Room
vi,Silent Hill 4: The Room,Silent Hill 4: The Room
sv,Silent Hill 4: The Room,Silent Hill 4: The Room
hu,Silent Hill 4: The Room,Silent Hill 4: The Room
el,Silent Hill 4: The Room,Silent Hill 4: The Room
ko,사일런트 힐 4: 더 룸,Silent Hill 4: The Room
az,Silent Hill 4: The Room,Silent Hill 4: The Room
ro,Silent Hill 4: The Room,Silent Hill 4: The Room
ka,Silent Hill 4: The Room,Silent Hill 4: The Room
arz,سايلنت هيل 4: ذا رووم,Silent Hill 4: The Room
lld,Silent Hill 4: The Room,Silent Hill 4: The Room
no,Silent Hill 4: The Room,Silent Hill 4: The Room
wuu,寂静岭4：密室,Silent Hill 4: The Room
en,Zarlor Mercenary,Zarlor Mercenary
lld,Zarlor Mercenary,Zarlor Mercenary
en,Basketball (1978 video game),Basketball (1978 video game)
zh,籃球 (遊戲),Basketball (1978 video game)
fr,Basketball (jeu vidéo),Basketball (1978 video game)
es,Basketball (videojuego),Basketball (1978 video game)
sv,"Basketball (datorspel, 1978)",Basketball (1978 video game)
lld,Basketball,Basketball (1978 video game)
en,Sniper Elite (video game),Sniper Elite (video game)
ru,Sniper Elite,Sniper Elite (video game)
es,Sniper Elite,Sniper Elite (video game)
it,Sniper Elite,Sniper Elite (video game)
pl,Sniper Elite,Sniper Elite (video game)
fr,Sniper Elite (jeu vidéo),Sniper Elite (video game)
de,Sniper Elite (Computerspiel),Sniper Elite (video game)
pt,Sniper Elite,Sniper Elite (video game)
zh,狙擊之神,Sniper Elite (video game)
uk,Sniper Elite,Sniper Elite (video game)
fi,Sniper Elite,Sniper Elite (video game)
nl,Sniper Elite (computerspel),Sniper Elite (video game)
arz,سنيپير اليت,Sniper Elite (video game)
ko,스나이퍼 엘리트 (비디오 게임),Sniper Elite (video game)
lld,Sniper Elite,Sniper Elite (video game)
en,Haseo,Haseo
en,Elveon,Elveon
en,Super Bases Loaded 2,Super Bases Loaded 2
ko,한국프로야구 (비디오 게임),Super Bases Loaded 2
es,Super Bases Loaded 2,Super Bases Loaded 2
lld,Super Bases Loaded 2,Super Bases Loaded 2
en,GameTrailers,GameTrailers
ru,GameTrailers,GameTrailers
es,GameTrailers,GameTrailers
de,GameTrailers,GameTrailers
fr,GameTrailers,GameTrailers
zh,GameTrailers,GameTrailers
pt,GameTrailers,GameTrailers
uk,GameTrailers,GameTrailers
ja,GameTrailers,GameTrailers
ko,게임트레일러스,GameTrailers
pl,GameTrailers,GameTrailers
fi,GameTrailers,GameTrailers
id,GameTrailers,GameTrailers
hu,GameTrailers,GameTrailers
ms,GameTrailers,GameTrailers
sv,Gametrailers,GameTrailers
az,GameTrailers,GameTrailers
tr,GameTrailers,GameTrailers
ka,GameTrailers,GameTrailers
no,GameTrailers,GameTrailers
ro,GameTrailers,GameTrailers
ta,கேம் ரெயிலர்ஸ் இணையத்தளம்,GameTrailers
en,Space Quest V,Space Quest V
ru,Space Quest V: The Next Mutation,Space Quest V
fr,Space Quest V : La Mutation suivante,Space Quest V
it,Space Quest V: Roger Wilco in the Next Mutation,Space Quest V
nl,Space Quest V: The Next Mutation,Space Quest V
fi,Space Quest V,Space Quest V
de,Space Quest V,Space Quest V
lld,Space Quest V,Space Quest V
arz,سپاس كويسانت ڤ: روجير ويلكو ث نيكسانت موتاتيون,Space Quest V
en,Club Penguin,Club Penguin
es,Club Penguin,Club Penguin
pt,Club Penguin,Club Penguin
tr,Club Penguin,Club Penguin
fr,Club Penguin,Club Penguin
de,Club Penguin,Club Penguin
ru,Club Penguin,Club Penguin
ja,Club Penguin,Club Penguin
pl,Club Penguin,Club Penguin
zh,企鹅俱乐部,Club Penguin
it,Club Penguin,Club Penguin
ro,Club Penguin,Club Penguin
fi,Club Penguin,Club Penguin
nl,Club Penguin,Club Penguin
sv,Club Penguin,Club Penguin
hu,Club Penguin,Club Penguin
no,Club Penguin,Club Penguin
simple,Club Penguin,Club Penguin
vi,Club Penguin,Club Penguin
uk,Club Penguin,Club Penguin
id,Club Penguin,Club Penguin
ko,클럽펭귄,Club Penguin
ca,Club Penguin,Club Penguin
bg,Club Penguin,Club Penguin
hr,Club Penguin,Club Penguin
lt,Club Penguin,Club Penguin
et,Club Penguin,Club Penguin
ckb,کلاب پێنگوین,Club Penguin
ka,Club Penguin,Club Penguin
lv,Club Penguin,Club Penguin
eo,Club Penguin,Club Penguin
sq,Club Penguin,Club Penguin
en,Hirameki,Hirameki
ja,ヒラメキインターナショナル,Hirameki
fr,Hirameki,Hirameki
en,Risk II,Risk II
it,Risk II,Risk II
fr,Risk II,Risk II
lld,Risk II,Risk II
arz,ريسك اى,Risk II
en,Mega Turrican,Mega Turrican
it,Turrican 3,Mega Turrican
fr,Turrican 3,Mega Turrican
pt,Mega Turrican,Mega Turrican
de,Turrican III: Payment Day,Mega Turrican
hu,Turrican 3,Mega Turrican
lld,Mega Turrican,Mega Turrican
en,2004 Origins Award winners,2004 Origins Award winners
en,Biomechanical Toy,Biomechanical Toy
it,Biomechanical Toy,Biomechanical Toy
en,Josh Mosqueira,Josh Mosqueira
zh,喬許·莫斯奎拉,Josh Mosqueira
en,Godzilla: Battle Legends,Godzilla: Battle Legends
ja,ゴジラ 爆闘烈伝,Godzilla: Battle Legends
it,Godzilla: Battle Legends,Godzilla: Battle Legends
lld,Godzilla: Battle Legends,Godzilla: Battle Legends
nl,Godzilla: Battle Legends,Godzilla: Battle Legends
en,Tokyo Xtreme Racer: Drift,Tokyo Xtreme Racer: Drift
ja,街道バトル 〜日光・榛名・六甲・箱根〜,Tokyo Xtreme Racer: Drift
pt,Tokyo Xtreme Racer: Drift,Tokyo Xtreme Racer: Drift
lld,Tokyo Xtreme Racer: Drift,Tokyo Xtreme Racer: Drift
en,Jane's Fighters Anthology,Jane's Fighters Anthology
lld,Jane's Fighters Anthology,Jane's Fighters Anthology
en,All-Pro Football 2K8,All-Pro Football 2K8
pt,All-Pro Football 2K8,All-Pro Football 2K8
fr,All-Pro Football 2K8,All-Pro Football 2K8
ca,All-Pro Football 2K8,All-Pro Football 2K8
lld,All-Pro Football 2K8,All-Pro Football 2K8
arz,ال پرو فوتبال 2ك8,All-Pro Football 2K8
en,Incredible Technologies,Incredible Technologies
fr,Incredible Technologies,Incredible Technologies
uk,Incredible Technologies,Incredible Technologies
en,Starfaring,Starfaring
en,Where in the World Is Carmen Sandiego? Treasures of Knowledge,Where in the World Is Carmen Sandiego? Treasures of Knowledge
en,Dead Reefs,Dead Reefs
de,Dead Reefs,Dead Reefs
en,America's Army: True Soldiers,America's Army: True Soldiers
zh,美國陸軍：真實士兵,America's Army: True Soldiers
fr,America's Army: True Soldiers,America's Army: True Soldiers
lld,America's Army: True Soldiers,America's Army: True Soldiers
en,The Transformers (1986 video game),The Transformers (1986 video game)
it,Transformers (videogioco 1986),The Transformers (1986 video game)
ru,The Transformers (игра),The Transformers (1986 video game)
fr,The Transformers,The Transformers (1986 video game)
lld,The Transformers,The Transformers (1986 video game)
nl,The Transformers (computerspel uit 1986),The Transformers (1986 video game)
uk,The Transformers (відеогра 1986),The Transformers (1986 video game)
en,World Rally Fever,World Rally Fever
fr,World Rally Fever,World Rally Fever
en,Tantalus Media,Tantalus Media
fr,Tantalus Media,Tantalus Media
es,Tantalus Media,Tantalus Media
de,Tantalus Media,Tantalus Media
ja,田中公平,Kohei Tanaka (composer)
en,Kohei Tanaka (composer),Kohei Tanaka (composer)
zh,田中公平,Kohei Tanaka (composer)
it,Kōhei Tanaka,Kohei Tanaka (composer)
es,Tanaka Kouhei,Kohei Tanaka (composer)
ru,"Танака, Кохэй",Kohei Tanaka (composer)
pt,Kohei Tanaka,Kohei Tanaka (composer)
