lang,topic,topic_in_English
it,Warcraft Adventures: Lord of the Clans,Warcraft Adventures: Lord of the Clans
pt,Warcraft Adventures: Lord of the Clans,Warcraft Adventures: Lord of the Clans
uk,Warcraft Adventures: Lord of the Clans,Warcraft Adventures: Lord of the Clans
cs,Warcraft Adventures: Lord of the Clans,Warcraft Adventures: Lord of the Clans
nl,Warcraft Adventures: Lord of the Clans,Warcraft Adventures: Lord of the Clans
gl,Warcraft Adventures: Lord of the Clans,Warcraft Adventures: Lord of the Clans
ro,Warcraft Adventures: Lord of the Clans,Warcraft Adventures: Lord of the Clans
lv,Warcraft Adventures: Lord of the Clans,Warcraft Adventures: Lord of the Clans
en,Dream Pod 9,Dream Pod 9
en,Arcade system board,Arcade system board
ja,アーケードゲーム基板,Arcade system board
es,Placa de arcade,Arcade system board
fr,Système d'arcade,Arcade system board
zh,街机主板,Arcade system board
ru,Аркадная система,Arcade system board
de,Arcade-System,Arcade system board
sv,Arkadmaskin,Arcade system board
ko,아케이드 시스템,Arcade system board
ka,არკადული სისტემა,Arcade system board
ms,Papan sistem arked,Arcade system board
nl,Arcadesysteembord,Arcade system board
en,Super Play,Super Play
fr,Super Play,Super Play
ru,Super Play,Super Play
sv,Super Play (Storbritannien),Super Play
en,White Bear and Red Moon,White Bear and Red Moon
it,White Bear and Red Moon,White Bear and Red Moon
en,Blue Lightning (1989 video game),Blue Lightning (1989 video game)
fr,Blue Lightning,Blue Lightning (1989 video game)
ru,Blue Lightning,Blue Lightning (1989 video game)
nl,Blue Lightning,Blue Lightning (1989 video game)
lld,Blue Lightning,Blue Lightning (1989 video game)
gl,Blue Lightning,Blue Lightning (1989 video game)
en,Mr. Do!,Mr. Do!
ja,Mr. Do!,Mr. Do!
it,Mr. Do!,Mr. Do!
de,Mr. Do!,Mr. Do!
ru,Mr. Do!,Mr. Do!
es,Mr. Do!,Mr. Do!
fr,Mr. Do!,Mr. Do!
sv,Mr. Do!,Mr. Do!
fi,Mr. Do!,Mr. Do!
nl,Mr. Do!,Mr. Do!
zh,杜先生,Mr. Do!
lld,Mr. Do!,Mr. Do!
ko,미스터 도,Mr. Do!
en,Kingdoms (board game),Kingdoms (board game)
de,Auf Heller und Pfennig,Kingdoms (board game)
en,Tiger Woods PGA Tour 2005,Tiger Woods PGA Tour 2005
es,Tiger Woods PGA Tour 2005,Tiger Woods PGA Tour 2005
lld,Tiger Woods PGA Tour 2005,Tiger Woods PGA Tour 2005
sv,Tiger Woods PGA Tour 2005,Tiger Woods PGA Tour 2005
en,The Assembly Line,The Assembly Line
fr,The Assembly Line,The Assembly Line
en,Totopoly,Totopoly
en,Greatest Hits (PlayStation),Greatest Hits (PlayStation)
es,Greatest Hits (PlayStation),Greatest Hits (PlayStation)
pt,Greatest Hits (PlayStation),Greatest Hits (PlayStation)
zh,Greatest Hits,Greatest Hits (PlayStation)
no,Greatest Hits (PlayStation),Greatest Hits (PlayStation)
en,Magician (video game),Magician (video game)
es,Magician,Magician (video game)
nl,Magician (computerspel),Magician (video game)
lld,Magician,Magician (video game)
en,Sweet Home (video game),Sweet Home (video game)
ja,スウィートホーム (ゲーム),Sweet Home (video game)
zh,甜蜜之家 (遊戲),Sweet Home (video game)
ru,Sweet Home,Sweet Home (video game)
es,Sweet Home,Sweet Home (video game)
pt,Sweet Home (jogo eletrônico),Sweet Home (video game)
de,Sweet Home (Computerspiel),Sweet Home (video game)
it,Sweet Home (videogioco),Sweet Home (video game)
fr,Sweet Home (jeu vidéo),Sweet Home (video game)
fi,Sweet Home,Sweet Home (video game)
ko,스위트 홈 (비디오 게임),Sweet Home (video game)
lv,Sweet Home,Sweet Home (video game)
eu,Sweet Home (bideo-jokoa),Sweet Home (video game)
arz,سويت هوم (فيديو لعب),Sweet Home (video game)
lld,Sweet Home,Sweet Home (video game)
sc,Sweet Home (videojocu),Sweet Home (video game)
en,Pitfall: The Mayan Adventure,Pitfall: The Mayan Adventure
ru,Pitfall: The Mayan Adventure,Pitfall: The Mayan Adventure
de,Pitfall: Das Maya-Abenteuer,Pitfall: The Mayan Adventure
it,Pitfall: The Mayan Adventure,Pitfall: The Mayan Adventure
fr,Pitfall: The Mayan Adventure,Pitfall: The Mayan Adventure
pl,Pitfall: The Mayan Adventure,Pitfall: The Mayan Adventure
nl,Pitfall: The Mayan Adventure,Pitfall: The Mayan Adventure
sv,Pitfall: The Mayan Adventure,Pitfall: The Mayan Adventure
lld,Pitfall: The Mayan Adventure,Pitfall: The Mayan Adventure
zh-yue,探寶奇兵之瑪雅歷險記,Pitfall: The Mayan Adventure
arz,پيتفال: ث مايان ادڤينتور,Pitfall: The Mayan Adventure
en,Tattoo Assassins,Tattoo Assassins
es,Tattoo Assasins,Tattoo Assassins
it,Tattoo Assassins,Tattoo Assassins
lld,Tattoo Assassins,Tattoo Assassins
en,The Political Machine,The Political Machine
no,The Political Machine,The Political Machine
lld,The Political Machine,The Political Machine
mr,द पॉलिटिकल मशिन,The Political Machine
en,Su-27 Flanker (video game),Su-27 Flanker (video game)
ru,Су-27 Фланкер,Su-27 Flanker (video game)
de,Su-27 Flanker (Computerspiel),Su-27 Flanker (video game)
fr,Su-27 Flanker (jeu vidéo),Su-27 Flanker (video game)
lld,Su-27 Flanker,Su-27 Flanker (video game)
en,Hideki Naganuma,Hideki Naganuma
ja,長沼英樹,Hideki Naganuma
ru,"Наганума, Хидэки",Hideki Naganuma
ca,Hideki Naganuma,Hideki Naganuma
arz,هيديكى ناجانوما,Hideki Naganuma
en,Hoyle Casino,Hoyle Casino
en,Fire Emblem: Shadow Dragon and the Blade of Light,Fire Emblem: Shadow Dragon and the Blade of Light
ja,ファイアーエムブレム 暗黒竜と光の剣,Fire Emblem: Shadow Dragon and the Blade of Light
zh,火焰之纹章 暗黑龙与光之剑,Fire Emblem: Shadow Dragon and the Blade of Light
fr,Fire Emblem: Shadow Dragon & the Blade of Light,Fire Emblem: Shadow Dragon and the Blade of Light
es,Fire Emblem: Ankoku Ryū to Hikari no Tsurugi,Fire Emblem: Shadow Dragon and the Blade of Light
pt,Fire Emblem: Shadow Dragon and the Blade of Light,Fire Emblem: Shadow Dragon and the Blade of Light
de,Fire Emblem: Shadow Dragon and the Blade of Light,Fire Emblem: Shadow Dragon and the Blade of Light
it,Fire Emblem: Shadow Dragon & the Blade of Light,Fire Emblem: Shadow Dragon and the Blade of Light
th,ไฟร์เอมเบลม: Ankoku Ryū to Hikari no Ken,Fire Emblem: Shadow Dragon and the Blade of Light
pl,Fire Emblem: Ankoku Ryū to Hikari no Tsurugi,Fire Emblem: Shadow Dragon and the Blade of Light
ko,파이어 엠블렘 암흑룡과 빛의 검,Fire Emblem: Shadow Dragon and the Blade of Light
vi,Fire Emblem Ankoku Ryū to Hikari no tsurugi,Fire Emblem: Shadow Dragon and the Blade of Light
lld,Fire Emblem: Shadow Dragon and the Blade of Light,Fire Emblem: Shadow Dragon and the Blade of Light
wuu,火焰个纹章 暗黑龙搭光之剑,Fire Emblem: Shadow Dragon and the Blade of Light
arz,فاير امبلم: شادو دراجن اند ذا بلايد اوف لايت,Fire Emblem: Shadow Dragon and the Blade of Light
la,Fire Emblem: Ankoku Ryū to Hikari no Tsurugi,Fire Emblem: Shadow Dragon and the Blade of Light
nl,Fire Emblem: Shadow Dragon and the Blade of Light,Fire Emblem: Shadow Dragon and the Blade of Light
en,Neo Contra,Neo Contra
ru,Neo Contra,Neo Contra
es,Neo Contra,Neo Contra
zh,新魂斗罗,Neo Contra
pt,Neo Contra,Neo Contra
de,Neo Contra,Neo Contra
fr,Neo Contra,Neo Contra
uk,Neo Contra,Neo Contra
arz,نيو كونترا,Neo Contra
lld,Neo Contra,Neo Contra
en,Rockman EXE Phantom of Network,Rockman EXE Phantom of Network
ja,ロックマンエグゼ ファントム オブ ネットワーク,Rockman EXE Phantom of Network
en,"Warhammer 40,000: Rogue Trader","Warhammer 40,000: Rogue Trader"
en,Deus Ex Machina (video game),Deus Ex Machina (video game)
ru,Deus Ex Machina (компьютерная игра),Deus Ex Machina (video game)
fr,Deus Ex Machina (jeu vidéo),Deus Ex Machina (video game)
lld,Deus Ex Machina,Deus Ex Machina (video game)
en,MicroMUSE,MicroMUSE
en,NFL Challenge,NFL Challenge
en,Winnie the Pooh in the Hundred Acre Wood,Winnie the Pooh in the Hundred Acre Wood
es,Winnie the Pooh in the Hundred Acre Wood,Winnie the Pooh in the Hundred Acre Wood
en,Deep Labyrinth,Deep Labyrinth
ja,ディープラビリンス,Deep Labyrinth
fr,Deep Labyrinth,Deep Labyrinth
en,God of War II,God of War II
es,God of War II,God of War II
ru,God of War II,God of War II
pt,God of War II,God of War II
id,God of War II,God of War II
it,God of War II,God of War II
fr,God of War II,God of War II
de,God of War II,God of War II
ja,ゴッド・オブ・ウォーII 終焉への序曲,God of War II
pl,God of War II,God of War II
zh,戰神II,God of War II
tr,God of War II,God of War II
uk,God of War II,God of War II
fi,God of War II,God of War II
nl,God of War II,God of War II
ko,갓 오브 워 II,God of War II
sv,God of War II,God of War II
wuu,战神II,God of War II
ro,God of War II,God of War II
no,God of War II,God of War II
ms,God of War II,God of War II
simple,God of War II,God of War II
ast,God of War II,God of War II
ta,காட் ஆஃப் வார் II,God of War II
ml,ഗോഡ് ഓഫ് വാർ II,God of War II
ca,God of War II,God of War II
pa,ਰੱਬ ਦਾ ਯੁੱਧ II,God of War II
arz,اله الحرب 2,God of War II
lld,God of War II,God of War II
ru,Корсары III,Age of Pirates: Caribbean Tales
en,Age of Pirates: Caribbean Tales,Age of Pirates: Caribbean Tales
es,Age of Pirates: Caribbean Tales,Age of Pirates: Caribbean Tales
pl,Age of Pirates: Opowieści z Karaibów,Age of Pirates: Caribbean Tales
it,Age of Pirates: Caribbean Tales,Age of Pirates: Caribbean Tales
uk,Корсари III,Age of Pirates: Caribbean Tales
vi,Age of Pirates: Caribbean Tales,Age of Pirates: Caribbean Tales
nl,Age of Pirates: Caribbean Tales,Age of Pirates: Caribbean Tales
lld,Age of Pirates: Caribbean Tales,Age of Pirates: Caribbean Tales
en,Assassin's Creed (video game),Assassin's Creed (video game)
ru,Assassin’s Creed (игра),Assassin's Creed (video game)
es,Assassin's Creed (videojuego),Assassin's Creed (video game)
it,Assassin's Creed,Assassin's Creed (video game)
fr,Assassin's Creed (jeu vidéo),Assassin's Creed (video game)
ja,アサシン クリード,Assassin's Creed (video game)
de,Assassin’s Creed (Computerspiel),Assassin's Creed (video game)
tr,Assassin's Creed,Assassin's Creed (video game)
pt,Assassin's Creed (jogo eletrônico),Assassin's Creed (video game)
pl,Assassin’s Creed,Assassin's Creed (video game)
zh,刺客教條 (遊戲),Assassin's Creed (video game)
nl,Assassin's Creed (computerspel),Assassin's Creed (video game)
uk,Assassin's Creed,Assassin's Creed (video game)
fi,Assassin’s Creed,Assassin's Creed (video game)
cs,Assassin's Creed (videohra),Assassin's Creed (video game)
hu,Assassin’s Creed (videójáték),Assassin's Creed (video game)
sv,Assassin's Creed,Assassin's Creed (video game)
hr,Assassin's Creed (videoigra),Assassin's Creed (video game)
bg,Assassin's Creed,Assassin's Creed (video game)
vi,Assassin's Creed (trò chơi điện tử),Assassin's Creed (video game)
ro,Assassin's Creed (joc video),Assassin's Creed (video game)
th,อัสแซสซินส์ครีด (วิดีโอเกม),Assassin's Creed (video game)
el,Assassin's Creed (βιντεοπαιχνίδι),Assassin's Creed (video game)
id,Assassin's Creed (permainan video),Assassin's Creed (video game)
da,Assassin's Creed,Assassin's Creed (video game)
sr,Assassin's Creed,Assassin's Creed (video game)
ko,어쌔신 크리드 (비디오 게임),Assassin's Creed (video game)
uz,Assassin's Creed,Assassin's Creed (video game)
bn,অ্যাসাসিন'স ক্রিড (ভিডিও গেম),Assassin's Creed (video game)
sq,Assassin's Creed,Assassin's Creed (video game)
ca,Assassin's Creed (videojoc),Assassin's Creed (video game)
simple,Assassin's Creed,Assassin's Creed (video game)
no,Assassin’s Creed (videospill),Assassin's Creed (video game)
lt,Assassin's Creed,Assassin's Creed (video game)
mk,Assassin's Creed,Assassin's Creed (video game)
az,Assassin's Creed (video oyun),Assassin's Creed (video game)
kn,ಅಸ್ಯಾಸಿನ್ಸ್ ಕ್ರೀಡ್,Assassin's Creed (video game)
lv,Assassin's Creed,Assassin's Creed (video game)
eu,Assassin's Creed (bideo-jokoa),Assassin's Creed (video game)
arz,اساسنز كريد (ڤيديو جيم),Assassin's Creed (video game)
ka,Assassin's Creed (ვიდეო თამაში),Assassin's Creed (video game)
sl,Assassin's Creed (videoigra),Assassin's Creed (video game)
eo,Assassin's Creed,Assassin's Creed (video game)
mzn,اساسینز کرید,Assassin's Creed (video game)
ta,அசாசின்சு கிறீடு (ஒளிக்காட்சி விளையாட்டு),Assassin's Creed (video game)
ckb,ئەساسنز کرید,Assassin's Creed (video game)
scn,Assassin's Creed,Assassin's Creed (video game)
zh-yue,刺客教條 (電子遊戲),Assassin's Creed (video game)
io,Assassin's Creed,Assassin's Creed (video game)
lld,Assassin's Creed,Assassin's Creed (video game)
gl,Assassin's Creed (videoxogo),Assassin's Creed (video game)
en,Urban Chaos: Riot Response,Urban Chaos: Riot Response
ru,Urban Chaos: Riot Response,Urban Chaos: Riot Response
it,Urban Chaos: Squadra Antisommossa,Urban Chaos: Riot Response
fr,Urban Chaos : Violence urbaine,Urban Chaos: Riot Response
ja,アーバンカオス,Urban Chaos: Riot Response
lld,Urban Chaos: Riot Response,Urban Chaos: Riot Response
en,Dave Nutting,Dave Nutting
it,Dave Nutting,Dave Nutting
en,NoLimits,NoLimits
de,NoLimits,NoLimits
fr,NoLimits RollerCoaster,NoLimits
es,NoLimits,NoLimits
en,Langrisser II,Langrisser II
ja,ラングリッサーII,Langrisser II
zh,梦幻模拟战II,Langrisser II
es,Der Langrisser,Langrisser II
ko,랑그릿사 II,Langrisser II
fr,Langrisser II,Langrisser II
vi,Der Langrisser,Langrisser II
it,Langrisser II,Langrisser II
lld,Langrisser II,Langrisser II
wuu,梦幻模拟战II,Langrisser II
ja,SIREN2,Forbidden Siren 2
en,Forbidden Siren 2,Forbidden Siren 2
zh,死魂曲2,Forbidden Siren 2
ru,Forbidden Siren 2,Forbidden Siren 2
it,Forbidden Siren 2,Forbidden Siren 2
pt,Forbidden Siren 2,Forbidden Siren 2
fr,Forbidden Siren 2,Forbidden Siren 2
el,Forbidden Siren 2,Forbidden Siren 2
id,Forbidden Siren 2,Forbidden Siren 2
ko,사이렌 2,Forbidden Siren 2
sv,Forbidden Siren 2,Forbidden Siren 2
fi,Forbidden Siren 2,Forbidden Siren 2
arz,فوربيدن سايرن 2,Forbidden Siren 2
lld,Forbidden Siren 2,Forbidden Siren 2
zh,仙剑奇侠传 (游戏),The Legend of Sword and Fairy (video game)
en,The Legend of Sword and Fairy (video game),The Legend of Sword and Fairy (video game)
zh-yue,仙劍奇俠傳 (遊戲),The Legend of Sword and Fairy (video game)
en,Audition Online,Audition Online
zh,勁舞團,Audition Online
vi,Audition Online,Audition Online
th,ออดิชันออนไลน์,Audition Online
id,Audition Online,Audition Online
es,Audition Online,Audition Online
ja,エクスビート,Audition Online
pt,Audition Online,Audition Online
de,Audition Online,Audition Online
en,Megapanel,Megapanel
ja,メガパネル,Megapanel
fr,MegaPanel,Megapanel
lld,Megapanel,Megapanel
en,Korokke! Ban-Ō no Kiki o Sukue,Korokke! Ban-Ō no Kiki o Sukue
ja,コロッケ! バン王の危機を救え,Korokke! Ban-Ō no Kiki o Sukue
es,Korokke! Ban-Ō no Kiki o Sukue,Korokke! Ban-Ō no Kiki o Sukue
en,Mr. Driller Drill Land,Mr. Driller Drill Land
fr,Mr. Driller: Drill Land,Mr. Driller Drill Land
lld,Mr. Driller Drill Land,Mr. Driller Drill Land
en,Mortal Kombat: The Album,Mortal Kombat: The Album
pt,Mortal Kombat: The Album,Mortal Kombat: The Album
en,Kyle Peschel,Kyle Peschel
en,Links 2004,Links 2004
en,Super International Cricket,Super International Cricket
lld,Super International Cricket,Super International Cricket
en,Naked Sky Entertainment,Naked Sky Entertainment
nl,Naked Sky Entertainment,Naked Sky Entertainment
ja,超光速グランドール,Hyper Speed GranDoll
en,Hyper Speed GranDoll,Hyper Speed GranDoll
en,The Terminator: Dawn of Fate,The Terminator: Dawn of Fate
ru,The Terminator: Dawn of Fate,The Terminator: Dawn of Fate
it,The Terminator: Dawn of Fate,The Terminator: Dawn of Fate
fr,Terminator : Un autre futur,The Terminator: Dawn of Fate
pl,Terminator: Dawn of Fate,The Terminator: Dawn of Fate
lld,The Terminator: Dawn of Fate,The Terminator: Dawn of Fate
en,Micro Commandos,Micro Commandos
it,Micro Commandos,Micro Commandos
lld,Micro Commandos,Micro Commandos
vi,Micro Commandos,Micro Commandos
en,"Pebbles, Volume 21","Pebbles, Volume 21"
en,Agent USA,Agent USA
pl,Agent USA,Agent USA
cs,Agent USA,Agent USA
nl,Agent USA,Agent USA
lld,Agent USA,Agent USA
en,Jeff Strain,Jeff Strain
pt,Jeff Strain,Jeff Strain
en,New Adventure Island,New Adventure Island
pl,New Adventure Island,New Adventure Island
es,New Adventure Island,New Adventure Island
fr,New Adventure Island,New Adventure Island
lld,New Adventure Island,New Adventure Island
sv,New Adventure Island,New Adventure Island
arz,نيو ادڤينتور ايسلاند,New Adventure Island
en,Colin McRae Rally 04,Colin McRae Rally 04
es,Colin McRae Rally 04,Colin McRae Rally 04
pl,Colin McRae Rally 04,Colin McRae Rally 04
fr,Colin McRae Rally 04,Colin McRae Rally 04
fi,Colin McRae Rally 04,Colin McRae Rally 04
pt,Colin McRae Rally 04,Colin McRae Rally 04
hu,Colin McRae Rally 04,Colin McRae Rally 04
de,Colin McRae Rally 04,Colin McRae Rally 04
lld,Colin McRae Rally 04,Colin McRae Rally 04
en,Takeru: Letter of the Law,Takeru: Letter of the Law
zh,仙劍奇俠傳三,Chinese Paladin 3
en,Chinese Paladin 3,Chinese Paladin 3
ja,トルネコの大冒険 不思議のダンジョン,Torneko no Daibōken: Fushigi no Dungeon
en,Torneko no Daibōken: Fushigi no Dungeon,Torneko no Daibōken: Fushigi no Dungeon
zh,特鲁尼克大冒险 不思议的迷宫,Torneko no Daibōken: Fushigi no Dungeon
fr,Torneko no Daibōken: Fushigi no Dungeon,Torneko no Daibōken: Fushigi no Dungeon
ko,토르네코의 대모험: 불가사의 던전,Torneko no Daibōken: Fushigi no Dungeon
lld,Torneko no Daibōken: Fushigi no Dungeon,Torneko no Daibōken: Fushigi no Dungeon
en,Music of Final Fantasy XI,Music of Final Fantasy XI
fr,Musique de Final Fantasy XI Online,Music of Final Fantasy XI
en,Subversion (video game),Subversion (video game)
ru,Subversion (игра),Subversion (video game)
en,Ranma ½: Hard Battle,Ranma ½: Hard Battle
ja,らんま1/2 爆烈乱闘篇,Ranma ½: Hard Battle
fr,Ranma 1⁄2: Hard Battle,Ranma ½: Hard Battle
it,Ranma ½: Hard Battle,Ranma ½: Hard Battle
lld,Ranma ½: Hard Battle,Ranma ½: Hard Battle
sv,Ranma ½: Hard Battle,Ranma ½: Hard Battle
en,Bill,Bill & Ted's Excellent Adventure (1989 video game)
ja,ビル,Bill & Ted's Excellent Adventure (1989 video game)
ru,Билл,Bill & Ted's Excellent Adventure (1989 video game)
fr,Bill,Bill & Ted's Excellent Adventure (1989 video game)
pl,Bill,Bill & Ted's Excellent Adventure (1989 video game)
de,Bill,Bill & Ted's Excellent Adventure (1989 video game)
tl,Bill,Bill & Ted's Excellent Adventure (1989 video game)
ko,빌,Bill & Ted's Excellent Adventure (1989 video game)
zh,比爾,Bill & Ted's Excellent Adventure (1989 video game)
it,Bill,Bill & Ted's Excellent Adventure (1989 video game)
nl,Bill,Bill & Ted's Excellent Adventure (1989 video game)
es,Bill,Bill & Ted's Excellent Adventure (1989 video game)
simple,Bill,Bill & Ted's Excellent Adventure (1989 video game)
et,Bill,Bill & Ted's Excellent Adventure (1989 video game)
nds,Bill,Bill & Ted's Excellent Adventure (1989 video game)
zh-yue,標,Bill & Ted's Excellent Adventure (1989 video game)
als,Bill,Bill & Ted's Excellent Adventure (1989 video game)
kw,Bill,Bill & Ted's Excellent Adventure (1989 video game)
az,Bill,Bill & Ted's Excellent Adventure (1989 video game)
br,Bill,Bill & Ted's Excellent Adventure (1989 video game)
ceb,Bill,Bill & Ted's Excellent Adventure (1989 video game)
en,Canalside Studios,Canalside Studios
en,Dawn Patrol (video game),Dawn Patrol (video game)
nl,Dawn Patrol,Dawn Patrol (video game)
lld,Dawn Patrol,Dawn Patrol (video game)
en,Trade,Trade & Battle: Card Hero
es,Comercio,Trade & Battle: Card Hero
tl,Kalakalan,Trade & Battle: Card Hero
fr,Commerce,Trade & Battle: Card Hero
ru,Торговля,Trade & Battle: Card Hero
hi,व्यापार,Trade & Battle: Card Hero
ta,வணிகம்,Trade & Battle: Card Hero
pt,Comércio,Trade & Battle: Card Hero
tr,Ticaret,Trade & Battle: Card Hero
id,Perdagangan,Trade & Battle: Card Hero
de,Handel,Trade & Battle: Card Hero
kn,ವಾಣಿಜ್ಯ(ವ್ಯಾಪಾರ),Trade & Battle: Card Hero
it,Commercio,Trade & Battle: Card Hero
kk,Сауда,Trade & Battle: Card Hero
uk,Торгівля,Trade & Battle: Card Hero
pl,Handel,Trade & Battle: Card Hero
ko,무역,Trade & Battle: Card Hero
zh,贸易,Trade & Battle: Card Hero
uz,Savdo,Trade & Battle: Card Hero
cs,Obchod,Trade & Battle: Card Hero
th,การค้า,Trade & Battle: Card Hero
ms,Perdagangan,Trade & Battle: Card Hero
ro,Comerț,Trade & Battle: Card Hero
mr,व्यापार,Trade & Battle: Card Hero
sr,Трговина,Trade & Battle: Card Hero
nl,Handel (economie),Trade & Battle: Card Hero
hr,Trgovina,Trade & Battle: Card Hero
el,Εμπόριο,Trade & Battle: Card Hero
bg,Търговия,Trade & Battle: Card Hero
simple,Trade,Trade & Battle: Card Hero
ca,Comerç,Trade & Battle: Card Hero
sq,Tregtia,Trade & Battle: Card Hero
hu,Kereskedelem,Trade & Battle: Card Hero
ka,კომერცია,Trade & Battle: Card Hero
ja,交易,Trade & Battle: Card Hero
gv,Dellal,Trade & Battle: Card Hero
sl,Trgovina,Trade & Battle: Card Hero
co,Cummerciu,Trade & Battle: Card Hero
hy,Առևտուր,Trade & Battle: Card Hero
si,වෙළෙඳාම,Trade & Battle: Card Hero
bs,Trgovina,Trade & Battle: Card Hero
sh,Trgovina,Trade & Battle: Card Hero
bn,বাণিজ্য (ক্রয়বিক্রয়),Trade & Battle: Card Hero
az,Ticarət,Trade & Battle: Card Hero
vi,Giao thương,Trade & Battle: Card Hero
sv,Handel,Trade & Battle: Card Hero
fi,Kaupankäynti,Trade & Battle: Card Hero
te,వాణిజ్యం,Trade & Battle: Card Hero
lt,Prekyba,Trade & Battle: Card Hero
ml,വ്യാപാരം,Trade & Battle: Card Hero
af,Handel (ekonomie),Trade & Battle: Card Hero
am,ንግድ,Trade & Battle: Card Hero
et,Kaubandus,Trade & Battle: Card Hero
pag,Trading,Trade & Battle: Card Hero
lv,Tirdzniecība,Trade & Battle: Card Hero
eu,Merkataritza,Trade & Battle: Card Hero
ky,Соода,Trade & Battle: Card Hero
mk,Трговија,Trade & Battle: Card Hero
da,Handel,Trade & Battle: Card Hero
sk,Obchodná činnosť,Trade & Battle: Card Hero
li,Handel,Trade & Battle: Card Hero
bm,Julaya,Trade & Battle: Card Hero
lo,ການຄ້າ,Trade & Battle: Card Hero
om,Daldala,Trade & Battle: Card Hero
no,Handel,Trade & Battle: Card Hero
gd,Malairt,Trade & Battle: Card Hero
la,Commercium,Trade & Battle: Card Hero
be,Гандаль,Trade & Battle: Card Hero
mn,Худалдаа,Trade & Battle: Card Hero
nov,Komerse,Trade & Battle: Card Hero
fur,Cumierç,Trade & Battle: Card Hero
gl,Comercio,Trade & Battle: Card Hero
jam,Chried,Trade & Battle: Card Hero
cy,Masnach,Trade & Battle: Card Hero
eo,Komerco,Trade & Battle: Card Hero
an,Comercio,Trade & Battle: Card Hero
fy,Hannel,Trade & Battle: Card Hero
fiu-vro,Kaubandus,Trade & Battle: Card Hero
is,Viðskipti,Trade & Battle: Card Hero
ast,Comerciu,Trade & Battle: Card Hero
sco,Tred,Trade & Battle: Card Hero
ckb,دانوستان (ئابوورناسی),Trade & Battle: Card Hero
frr,Hanel,Trade & Battle: Card Hero
pam,Komersyu,Trade & Battle: Card Hero
nds-nl,Handel,Trade & Battle: Card Hero
zh-yue,貿易,Trade & Battle: Card Hero
io,Komerco,Trade & Battle: Card Hero
dv,ވިޔަފާރި,Trade & Battle: Card Hero
my,ကူးသန်းရောင်းဝယ်ခြင်း,Trade & Battle: Card Hero
be-tarask,Гандаль,Trade & Battle: Card Hero
kw,Kenwerth,Trade & Battle: Card Hero
nds,Hannel,Trade & Battle: Card Hero
br,Kenwerzh,Trade & Battle: Card Hero
war,Komersyo,Trade & Battle: Card Hero
als,Handel,Trade & Battle: Card Hero
ia,Commercio,Trade & Battle: Card Hero
nn,Handel,Trade & Battle: Card Hero
ban,Paadolan,Trade & Battle: Card Hero
sah,Эргиэн,Trade & Battle: Card Hero
ti,ንግዲ,Trade & Battle: Card Hero
vep,Torguind,Trade & Battle: Card Hero
wa,Comiece,Trade & Battle: Card Hero
yi,האנדל,Trade & Battle: Card Hero
ba,Сауҙа,Trade & Battle: Card Hero
vec,Tràfego (economia),Trade & Battle: Card Hero
bar,Handl,Trade & Battle: Card Hero
oc,Comèrci,Trade & Battle: Card Hero
arc,ܬܐܓܘܪܬܐ,Trade & Battle: Card Hero
bat-smg,Prekība,Trade & Battle: Card Hero
bxr,Наймаан,Trade & Battle: Card Hero
hak,Mo-yi,Trade & Battle: Card Hero
lb,Handel,Trade & Battle: Card Hero
qu,Makipura,Trade & Battle: Card Hero
haw,Kālepa,Trade & Battle: Card Hero
scn,Cummerciu,Trade & Battle: Card Hero
azb,تیجارت,Trade & Battle: Card Hero
ga,Trádáil,Trade & Battle: Card Hero
jv,Padagangan,Trade & Battle: Card Hero
kbp,Tadɩyɛ,Trade & Battle: Card Hero
sd,واپار,Trade & Battle: Card Hero
ht,Negòs,Trade & Battle: Card Hero
ks,تِجارَت,Trade & Battle: Card Hero
wuu,贸易,Trade & Battle: Card Hero
cv,Суту-илӳ,Trade & Battle: Card Hero
pnb,وپار,Trade & Battle: Card Hero
so,Gadashada,Trade & Battle: Card Hero
ce,Махлелор,Trade & Battle: Card Hero
xmf,ვაჭრუა,Trade & Battle: Card Hero
zh-min-nan,Bō͘-e̍k,Trade & Battle: Card Hero
en,Spectromancer,Spectromancer
ru,Спектромансер,Spectromancer
zh,魔幻卡牌,Spectromancer
vi,Spectromancer,Spectromancer
lld,Spectromancer,Spectromancer
ca,Spectromancer,Spectromancer
arz,سپيكترومانسير,Spectromancer
en,Alpha Protocol,Alpha Protocol
ru,Alpha Protocol,Alpha Protocol
es,Alpha Protocol,Alpha Protocol
de,Alpha Protocol,Alpha Protocol
fr,Alpha Protocol,Alpha Protocol
it,Alpha Protocol,Alpha Protocol
pt,Alpha Protocol,Alpha Protocol
zh,阿尔法协议,Alpha Protocol
pl,Alpha Protocol,Alpha Protocol
uk,Alpha Protocol,Alpha Protocol
tr,Alpha Protocol,Alpha Protocol
fi,Alpha Protocol,Alpha Protocol
arz,الفا پروتوكول,Alpha Protocol
be,Alpha Protocol,Alpha Protocol
ca,Alpha Protocol,Alpha Protocol
lld,Alpha Protocol,Alpha Protocol
uz,Alpha Protocol,Alpha Protocol
en,Song Summoner: The Unsung Heroes,Song Summoner: The Unsung Heroes
ja,ソングサマナー 歌われぬ戦士の旋律,Song Summoner: The Unsung Heroes
en,Video game console emulator,Video game console emulator
pt,Emulador de console de jogos eletrônicos,Video game console emulator
