lang,topic,topic_in_English
lld,James Bond 007: Nightfire,James Bond 007: Nightfire
en,Taboo: The Sixth Sense,Taboo: The Sixth Sense
es,Taboo: The Sixth Sense,Taboo: The Sixth Sense
it,Taboo: The Sixth Sense,Taboo: The Sixth Sense
lld,Taboo: The Sixth Sense,Taboo: The Sixth Sense
ca,Taboo: The Sixth Sense,Taboo: The Sixth Sense
en,Star Trek: Away Team,Star Trek: Away Team
de,Star Trek: Away Team,Star Trek: Away Team
fr,Star Trek: Away Team,Star Trek: Away Team
lld,Star Trek: Away Team,Star Trek: Away Team
en,Paint stripper,Paint stripper
de,Abbeizmittel,Paint stripper
fr,Décapant,Paint stripper
it,Sverniciatore,Paint stripper
nl,Afbijtmiddel,Paint stripper
ca,Decapant,Paint stripper
en,Temple of Apshai,Temple of Apshai
it,Temple of Apshai,Temple of Apshai
fr,Temple of Apshai,Temple of Apshai
lld,Temple of Apshai,Temple of Apshai
en,General Computer Corporation,General Computer Corporation
it,General Computer Corporation,General Computer Corporation
fr,General Computer,General Computer Corporation
en,Sega Net Link,Sega Net Link
es,Sega Net Link,Sega Net Link
it,Sega Net Link,Sega Net Link
fr,Sega Net Link,Sega Net Link
pt,Sega Net Link,Sega Net Link
uk,Sega NetLink,Sega Net Link
id,Sega Net Link,Sega Net Link
en,Little Computer People,Little Computer People
de,Little Computer People,Little Computer People
ru,Little Computer People,Little Computer People
es,Little Computer People,Little Computer People
it,Little Computer People,Little Computer People
fr,Little Computer People,Little Computer People
zh,小小电脑人,Little Computer People
ko,리틀 컴퓨터 피플,Little Computer People
lld,Little Computer People,Little Computer People
no,Little Computer People,Little Computer People
en,James Bond 007: Agent Under Fire,James Bond 007: Agent Under Fire
fr,007 : Espion pour cible,James Bond 007: Agent Under Fire
es,James Bond 007: Agent Under Fire,James Bond 007: Agent Under Fire
de,Agent im Kreuzfeuer,James Bond 007: Agent Under Fire
it,007: Agent Under Fire,James Bond 007: Agent Under Fire
pt,James Bond 007: Agent Under Fire,James Bond 007: Agent Under Fire
fi,007: Agent Under Fire,James Bond 007: Agent Under Fire
sv,James Bond 007: Agent Under Fire,James Bond 007: Agent Under Fire
arz,07: اجينت وندير فير,James Bond 007: Agent Under Fire
no,007: Agent Under Fire,James Bond 007: Agent Under Fire
lld,James Bond 007: Agent Under Fire,James Bond 007: Agent Under Fire
en,Rumble Roses,Rumble Roses
ja,ランブルローズ,Rumble Roses
es,Rumble Roses,Rumble Roses
zh,火爆玫瑰,Rumble Roses
pt,Rumble Roses,Rumble Roses
it,Rumble Roses,Rumble Roses
fr,Rumble Roses,Rumble Roses
arz,رومبل روسيس,Rumble Roses
sv,Rumble Roses,Rumble Roses
lld,Rumble Roses,Rumble Roses
en,Wipeout 64,Wipeout 64
es,Wipeout 64,Wipeout 64
fr,Wipeout 64,Wipeout 64
de,Wipeout 64,Wipeout 64
ca,Wipeout 64,Wipeout 64
arz,وايب اوت 64,Wipeout 64
lld,Wipeout 64,Wipeout 64
sv,Wipeout 64,Wipeout 64
wuu,反重力赛车64,Wipeout 64
zh,反重力赛车64,Wipeout 64
en,Unlimited Saga,Unlimited Saga
ja,アンリミテッド:サガ,Unlimited Saga
ru,Unlimited Saga,Unlimited Saga
zh,无尽沙加,Unlimited Saga
fr,Unlimited Saga,Unlimited Saga
it,Unlimited SaGa,Unlimited Saga
ko,언리미티드 사가,Unlimited Saga
nl,Unlimited SaGa,Unlimited Saga
no,Unlimited Saga,Unlimited Saga
lld,Unlimited Saga,Unlimited Saga
en,Consolevania,Consolevania
simple,Consolevania,Consolevania
en,Crossbow (video game),Crossbow (video game)
es,Crossbow,Crossbow (video game)
lld,Crossbow,Crossbow (video game)
en,Death Rally,Death Rally
ru,Death Rally,Death Rally
fi,Death Rally,Death Rally
es,Death Rally,Death Rally
de,Death Rally,Death Rally
fr,Death Rally,Death Rally
pl,Death Rally,Death Rally
pt,Death Rally,Death Rally
it,Death Rally,Death Rally
sv,Death Rally,Death Rally
ko,데스 랠리,Death Rally
uz,Death Rally,Death Rally
lld,Death Rally,Death Rally
en,Wildfire Studios,Wildfire Studios
en,Xargon,Xargon
it,Xargon,Xargon
fi,Xargon,Xargon
fr,Xargon,Xargon
tr,Xargon,Xargon
nl,Xargon,Xargon
en,Daily Radar,Daily Radar
en,Worms 4: Mayhem,Worms 4: Mayhem
ru,Worms 4: Mayhem,Worms 4: Mayhem
es,Worms 4: Mayhem,Worms 4: Mayhem
de,Worms 4: Mayhem,Worms 4: Mayhem
fr,Worms 4: Mayhem,Worms 4: Mayhem
it,Worms 4: Mayhem,Worms 4: Mayhem
pl,Worms 4: Totalna rozwałka,Worms 4: Mayhem
fi,Worms 4: Mayhem,Worms 4: Mayhem
pt,Worms 4: Mayhem,Worms 4: Mayhem
cs,Worms 4: Mayhem,Worms 4: Mayhem
hu,Worms 4: Mayhem,Worms 4: Mayhem
tr,Worms 4: Mayhem,Worms 4: Mayhem
lld,Worms 4: Mayhem,Worms 4: Mayhem
arz,ورمز 4: مايهيم,Worms 4: Mayhem
gl,Worms 4: Mayhem,Worms 4: Mayhem
en,Guns N' Roses (pinball),Guns N' Roses (pinball)
en,Yu Yu Hakusho: Spirit Detective,Yu Yu Hakusho: Spirit Detective
it,Yu Yu Hakusho: Spirit Detective,Yu Yu Hakusho: Spirit Detective
lld,Yu Yu Hakusho: Spirit Detective,Yu Yu Hakusho: Spirit Detective
en,Game demo,Game demo
ru,Демонстрационная версия компьютерной игры,Game demo
es,Demo (videojuegos),Game demo
pt,Demo (jogos eletrônicos),Game demo
ja,体験版,Game demo
fr,Démo (jeu vidéo),Game demo
zh,游戏演示,Game demo
tr,Oyun demosu,Game demo
uk,Демонстраційна версія відеогри,Game demo
ko,데모 게임,Game demo
arz,لعبه ديمو,Game demo
vi,Demo trò chơi,Game demo
ro,Joc demo,Game demo
ka,დემო თამაში,Game demo
da,Demo (computerspil),Game demo
ca,Versió de demostració,Game demo
en,Virtual Bart,Virtual Bart
es,Virtual Bart,Virtual Bart
ru,Virtual Bart,Virtual Bart
it,Virtual Bart,Virtual Bart
fr,Virtual Bart,Virtual Bart
pt,Virtual Bart,Virtual Bart
fi,Virtual Bart,Virtual Bart
sv,Virtual Bart,Virtual Bart
lld,Virtual Bart,Virtual Bart
nl,Virtual Bart,Virtual Bart
en,DK King of Swing,DK King of Swing
ja,ぶらぶらドンキー,DK King of Swing
es,Donkey Kong: King of Swing,DK King of Swing
de,Donkey Kong: King of Swing,DK King of Swing
it,DK King of Swing,DK King of Swing
fr,DK King of Swing,DK King of Swing
nl,DK King of Swing,DK King of Swing
el,DK King of Swing,DK King of Swing
fi,DK King of Swing,DK King of Swing
simple,DK King of Swing,DK King of Swing
arz,دك: كينج اوف سوينج,DK King of Swing
en,Nerve Software,Nerve Software
ru,Nerve Software,Nerve Software
de,Nerve Software,Nerve Software
it,Nerve Software,Nerve Software
ja,Nerve Software,Nerve Software
hu,Nerve Software,Nerve Software
uk,Nerve Software,Nerve Software
be-tarask,Nerve Software,Nerve Software
azb,نیرف یازیلیم,Nerve Software
en,A/X-101,A/X-101
fr,AX-101,A/X-101
lld,A/X-101,A/X-101
en,Snakes (N-Gage game),Snakes (N-Gage game)
ru,Snakes (N-Gage),Snakes (N-Gage game)
es,Snakes (juego de N-Gage),Snakes (N-Gage game)
it,Snakes,Snakes (N-Gage game)
lld,Snakes,Snakes (N-Gage game)
en,Coleco Telstar Marksman,Coleco Telstar Marksman
vi,Coleco Telstar Marksman,Coleco Telstar Marksman
sr,Колеко телстар марксман,Coleco Telstar Marksman
en,The Silver Lining (video game),The Silver Lining (video game)
ru,The Silver Lining (игра),The Silver Lining (video game)
nl,The Silver Lining (computerspel),The Silver Lining (video game)
en,Jupiter Corporation,Jupiter Corporation
ja,ジュピター (ゲーム会社),Jupiter Corporation
fr,Jupiter (entreprise),Jupiter Corporation
es,Jupiter (compañía),Jupiter Corporation
ru,Jupiter (компания),Jupiter Corporation
tr,Jupiter (şirket),Jupiter Corporation
arz,جوبيتر (شركه),Jupiter Corporation
no,Jupiter Corporation,Jupiter Corporation
en,Earth Defense Force (video game),Earth Defense Force (video game)
ja,E.D.F.,Earth Defense Force (video game)
zh,E.D.F.,Earth Defense Force (video game)
fr,Earth Defense Force (jeu vidéo),Earth Defense Force (video game)
es,Earth Defense Force,Earth Defense Force (video game)
it,Earth Defense Force (videogioco),Earth Defense Force (video game)
arz,ايرث ديفينس فورس,Earth Defense Force (video game)
lld,Earth Defense Force,Earth Defense Force (video game)
en,Requiem: Avenging Angel,Requiem: Avenging Angel
it,Requiem: Avenging Angel,Requiem: Avenging Angel
fr,Requiem: Avenging Angel,Requiem: Avenging Angel
hu,Requiem: Avenging Angel,Requiem: Avenging Angel
fi,Requiem: Avenging Angel,Requiem: Avenging Angel
arz,ريكويم: اڤينجينج انجيل,Requiem: Avenging Angel
lld,Requiem: Avenging Angel,Requiem: Avenging Angel
en,StarPeace,StarPeace
en,Commandos 2: Men of Courage,Commandos 2: Men of Courage
ru,Commandos 2: Men of Courage,Commandos 2: Men of Courage
es,Commandos 2: Men of Courage,Commandos 2: Men of Courage
arz,المغاوير 2: رجال الشجاعه,Commandos 2: Men of Courage
fr,Commandos 2: Men of Courage,Commandos 2: Men of Courage
pl,Commandos 2: Ludzie odwagi,Commandos 2: Men of Courage
de,Commandos 2: Men of Courage,Commandos 2: Men of Courage
nl,Commandos 2: Men of Courage,Commandos 2: Men of Courage
it,Commandos 2: Men of Courage,Commandos 2: Men of Courage
pt,Commandos 2: Men of Courage,Commandos 2: Men of Courage
fi,Commandos 2: Men of Courage,Commandos 2: Men of Courage
vi,Commandos 2: Men of Courage,Commandos 2: Men of Courage
lld,Commandos 2: Men of Courage,Commandos 2: Men of Courage
en,Terraglyph Interactive Studios,Terraglyph Interactive Studios
pl,TerraGlyph Interactive Studios,Terraglyph Interactive Studios
en,RoboCop 2 (video game),RoboCop 2 (video game)
ru,RoboCop 2,RoboCop 2 (video game)
es,RoboCop 2 (videojuego),RoboCop 2 (video game)
it,RoboCop 2 (videogioco),RoboCop 2 (video game)
fr,RoboCop 2 (jeu vidéo),RoboCop 2 (video game)
ja,ロボコップ2 (ゲーム),RoboCop 2 (video game)
nl,RoboCop 2 (computerspel),RoboCop 2 (video game)
sv,RoboCop 2 (datorspel),RoboCop 2 (video game)
en,Lost Planet: Extreme Condition,Lost Planet: Extreme Condition
ru,Lost Planet: Extreme Condition,Lost Planet: Extreme Condition
ja,ロスト プラネット エクストリーム コンディション,Lost Planet: Extreme Condition
es,Lost Planet: Extreme Condition,Lost Planet: Extreme Condition
fr,Lost Planet: Extreme Condition,Lost Planet: Extreme Condition
zh,失落的星球：极限状态,Lost Planet: Extreme Condition
it,Lost Planet: Extreme Condition,Lost Planet: Extreme Condition
de,Lost Planet: Extreme Condition,Lost Planet: Extreme Condition
uk,Lost Planet: Extreme Condition,Lost Planet: Extreme Condition
pl,Lost Planet: Extreme Condition,Lost Planet: Extreme Condition
ko,로스트 플래닛: 익스트림 컨디션,Lost Planet: Extreme Condition
nl,Lost Planet: Extreme Condition,Lost Planet: Extreme Condition
sv,Lost Planet: Extreme Condition,Lost Planet: Extreme Condition
fi,Lost Planet: Extreme Condition,Lost Planet: Extreme Condition
br,Lost Planet: Extreme Condition,Lost Planet: Extreme Condition
vi,Lost Planet: Extreme Condition,Lost Planet: Extreme Condition
arz,لوسانت پلانيت: اكستريم كونديتيون,Lost Planet: Extreme Condition
lld,Lost Planet: Extreme Condition,Lost Planet: Extreme Condition
en,Pud Pud in Weird World,Pud Pud in Weird World
lld,Pud Pud in Weird World,Pud Pud in Weird World
en,Lair (video game),Lair (video game)
ru,Lair,Lair (video game)
fr,Lair,Lair (video game)
ja,RISE FROM LAIR,Lair (video game)
zh,Lair 龍潭虎穴,Lair (video game)
sv,Lair,Lair (video game)
lld,Lair,Lair (video game)
fi,Lair (videopeli),Lair (video game)
en,PlayStation Network,PlayStation Network
ru,PlayStation Network,PlayStation Network
es,PlayStation Network,PlayStation Network
fr,PlayStation Network,PlayStation Network
pt,PlayStation Network,PlayStation Network
ja,PlayStation Network,PlayStation Network
de,PlayStation Network,PlayStation Network
it,PlayStation Network,PlayStation Network
zh,PlayStation Network,PlayStation Network
pl,PlayStation Network,PlayStation Network
id,PlayStation Network,PlayStation Network
tr,PlayStation Network,PlayStation Network
ko,플레이스테이션 네트워크,PlayStation Network
uk,PlayStation Network,PlayStation Network
nl,PlayStation Network,PlayStation Network
fi,PlayStation Network,PlayStation Network
hu,PlayStation Network,PlayStation Network
vi,PlayStation Network,PlayStation Network
sv,Playstation Network,PlayStation Network
hr,PlayStation Network,PlayStation Network
da,PlayStation Network,PlayStation Network
no,PlayStation Network,PlayStation Network
th,เพลย์สเตชัน เน็ตเวิร์ก,PlayStation Network
el,PlayStation Network,PlayStation Network
az,PlayStation Network,PlayStation Network
uz,PlayStation Network,PlayStation Network
simple,PlayStation Network,PlayStation Network
sco,PlayStation Network,PlayStation Network
ca,PlayStation Network,PlayStation Network
ckb,تۆڕی پلەیستەیشن,PlayStation Network
ka,PlayStation Network,PlayStation Network
ms,PlayStation Network,PlayStation Network
en,Barkley Shut Up and Jam!,Barkley Shut Up and Jam!
ru,Barkley Shut Up and Jam!,Barkley Shut Up and Jam!
fr,Barkley: Shut Up and Jam!,Barkley Shut Up and Jam!
it,Barkley Shut Up and Jam!,Barkley Shut Up and Jam!
lld,Barkley Shut Up and Jam!,Barkley Shut Up and Jam!
sv,Barkley Shut Up and Jam!,Barkley Shut Up and Jam!
en,Jordan vs. Bird: One on One,Jordan vs. Bird: One on One
fr,Jordan vs. Bird: One-on-One,Jordan vs. Bird: One on One
lld,Jordan vs. Bird: One on One,Jordan vs. Bird: One on One
nl,Jordan vs. Bird: One-on-One,Jordan vs. Bird: One on One
en,George Foreman's KO Boxing,George Foreman's KO Boxing
el,George Foreman's KO Boxing,George Foreman's KO Boxing
fr,George Foreman's KO Boxing,George Foreman's KO Boxing
lld,George Foreman's KO Boxing,George Foreman's KO Boxing
ja,いぬかみっ!,Inukami!
en,Inukami!,Inukami!
zh,犬神！,Inukami!
es,Inukami!,Inukami!
ru,Inukami!,Inukami!
it,Inukami!,Inukami!
pt,Inukami!,Inukami!
vi,Inukami!,Inukami!
de,Inukami!,Inukami!
fr,Inukami!,Inukami!
ca,Inukami!,Inukami!
et,Inukami!,Inukami!
en,Coded Arms: Assault,Coded Arms: Assault
ja,CODED ARMS ASSAULT,Coded Arms: Assault
en,Bagman (video game),Bagman (video game)
it,Bagman,Bagman (video game)
fr,Le Bagnard (jeu vidéo),Bagman (video game)
fi,Bagman,Bagman (video game)
en,GodWars,GodWars
en,Battle Circuit,Battle Circuit
ja,バトルサーキット,Battle Circuit
it,Battle Circuit,Battle Circuit
zh,戰鬥迴路,Battle Circuit
fr,Battle Circuit,Battle Circuit
ko,배틀 서킷,Battle Circuit
th,แบตเทิลเซอร์กิต,Battle Circuit
lld,Battle Circuit,Battle Circuit
en,Die Hard: Nakatomi Plaza,Die Hard: Nakatomi Plaza
ru,Die Hard: Nakatomi Plaza,Die Hard: Nakatomi Plaza
it,Die Hard: Nakatomi Plaza,Die Hard: Nakatomi Plaza
es,Die Hard: Nakatomi Plaza,Die Hard: Nakatomi Plaza
fr,Die Hard : Piège de cristal (jeu vidéo),Die Hard: Nakatomi Plaza
sv,Die Hard: Nakatomi Plaza,Die Hard: Nakatomi Plaza
lld,Die Hard: Nakatomi Plaza,Die Hard: Nakatomi Plaza
en,Celebrity Deathmatch (video game),Celebrity Deathmatch (video game)
es,Celebrity Deathmatch (videojuego),Celebrity Deathmatch (video game)
it,Celebrity Deathmatch (videogioco),Celebrity Deathmatch (video game)
lld,Celebrity Deathmatch,Celebrity Deathmatch (video game)
ja,ゲッターラブ!! ちょー恋愛パーティーゲーム,Getter Love!!: Chō Renai Party Game Tanjō
en,Getter Love!!: Chō Renai Party Game Tanjō,Getter Love!!: Chō Renai Party Game Tanjō
fr,Getter Love!! Cho Renai Party Game,Getter Love!!: Chō Renai Party Game Tanjō
ca,Getter Love!!: Chō Renai Party Game Tanjō,Getter Love!!: Chō Renai Party Game Tanjō
lld,Getter Love!!,Getter Love!!: Chō Renai Party Game Tanjō
en,Prison Tycoon,Prison Tycoon
fr,Prison Tycoon,Prison Tycoon
ja,スーパーロボット大戦α,Super Robot Wars Alpha
zh,超級機器人大戰α,Super Robot Wars Alpha
en,Super Robot Wars Alpha,Super Robot Wars Alpha
it,Super Robot Wars Alpha,Super Robot Wars Alpha
lld,Super Robot Wars Alpha,Super Robot Wars Alpha
ja,そらのいろ、みずのいろ,"Sora no Iro, Mizu no Iro"
zh,空之色，水之色,"Sora no Iro, Mizu no Iro"
en,"Sora no Iro, Mizu no Iro","Sora no Iro, Mizu no Iro"
ko,"하늘의 색, 물의 색","Sora no Iro, Mizu no Iro"
es,"Sora no Iro, Mizu no Iro","Sora no Iro, Mizu no Iro"
pt,"Sora no Iro, Mizu no Iro","Sora no Iro, Mizu no Iro"
it,"Sora no iro, mizu no iro","Sora no Iro, Mizu no Iro"
en,"Monsters, Inc. Scream Arena","Monsters, Inc. Scream Arena"
pt,"Monsters, Inc. Scream Team","Monsters, Inc. Scream Arena"
en,Renegade: The Battle for Jacob's Star,Renegade: The Battle for Jacob's Star
fr,Renegade: Battle for Jacob's Star,Renegade: The Battle for Jacob's Star
en,Digital Reality,Digital Reality
hu,Digital Reality,Digital Reality
ru,Digital Reality,Digital Reality
fr,Digital Reality,Digital Reality
es,Digital Reality,Digital Reality
it,Digital Reality,Digital Reality
en,Conker (series),Conker (series)
fr,Conker,Conker (series)
fi,Conker (pelisarja),Conker (series)
sv,Conker (spelserie),Conker (series)
en,Nickelodeon Party Blast,Nickelodeon Party Blast
pt,Nickelodeon Party Blast,Nickelodeon Party Blast
en,DataHand,DataHand
en,Sonic Riders: Zero Gravity,Sonic Riders: Zero Gravity
es,Sonic Riders: Zero Gravity,Sonic Riders: Zero Gravity
ru,Sonic Riders: Zero Gravity,Sonic Riders: Zero Gravity
ja,ソニックライダーズ シューティングスターストーリー,Sonic Riders: Zero Gravity
fr,Sonic Riders: Zero Gravity,Sonic Riders: Zero Gravity
pt,Sonic Riders: Zero Gravity,Sonic Riders: Zero Gravity
it,Sonic Riders: Zero Gravity,Sonic Riders: Zero Gravity
de,Sonic Riders: Zero Gravity,Sonic Riders: Zero Gravity
ko,소닉 라이더즈: 제로 그래비티,Sonic Riders: Zero Gravity
nl,Sonic Riders: Zero Gravity,Sonic Riders: Zero Gravity
lv,Sonic Riders: Zero Gravity,Sonic Riders: Zero Gravity
fi,Sonic Riders: Zero Gravity,Sonic Riders: Zero Gravity
arz,سونيك ريديرس: زيرو جراڤيتى,Sonic Riders: Zero Gravity
sv,Sonic Riders: Zero Gravity,Sonic Riders: Zero Gravity
hr,Sonic Riders: Zero Gravity,Sonic Riders: Zero Gravity
sh,Sonic Riders: Zero Gravity,Sonic Riders: Zero Gravity
zh-yue,超音鼠騎士零重力,Sonic Riders: Zero Gravity
lld,Sonic Riders: Zero Gravity,Sonic Riders: Zero Gravity
en,Intellectual Decathlon,Intellectual Decathlon
en,Go!Cam,Go!Cam
ja,ちょっとショット,Go!Cam
de,Go!Cam,Go!Cam
ru,Go!Cam,Go!Cam
pl,Go!Cam,Go!Cam
fr,Go!Cam,Go!Cam
nl,Go!Cam,Go!Cam
pt,Go!Cam,Go!Cam
tr,Go!Cam,Go!Cam
sv,Go Cam,Go!Cam
en,Super A'Can,Super A'Can
zh,Super A'Can,Super A'Can
fr,Super A'Can,Super A'Can
ja,Super A'Can,Super A'Can
it,Super A'can,Super A'Can
es,Super A'Can,Super A'Can
de,Super A’Can,Super A'Can
ka,Super A'Can,Super A'Can
ms,Super A'Can,Super A'Can
en,Audiokinetic,Audiokinetic
ru,Audiokinetic,Audiokinetic
zh,Audiokinetic,Audiokinetic
en,Moto Kikaku,Moto Kikaku
fr,Moto Kikaku,Moto Kikaku
en,Shadow Squadron,Shadow Squadron
fr,Stellar Assault,Shadow Squadron
nl,Shadow Squadron,Shadow Squadron
lld,Shadow Squadron,Shadow Squadron
en,Gungage,Gungage
lld,Gungage,Gungage
en,The Zorcerer of Zo,The Zorcerer of Zo
en,Totally Spies! 2: Undercover,Totally Spies! 2: Undercover
lld,Totally Spies! 2: Undercover,Totally Spies! 2: Undercover
en,Xbox Live Arcade Unplugged,Xbox Live Arcade Unplugged
pt,Xbox Live Arcade Unplugged,Xbox Live Arcade Unplugged
en,The LucasArts Archives,The LucasArts Archives
en,X-COM: Enforcer,X-COM: Enforcer
ru,X-COM: Enforcer,X-COM: Enforcer
es,X-COM: Enforcer,X-COM: Enforcer
fr,X-COM: Enforcer,X-COM: Enforcer
pt,X-COM: Enforcer,X-COM: Enforcer
lld,X-COM: Enforcer,X-COM: Enforcer
arz,اكس كوم: انفورسير,X-COM: Enforcer
nl,X-COM: Enforcer,X-COM: Enforcer
en,Vanillaware,Vanillaware
ja,ヴァニラウェア,Vanillaware
zh,Vanillaware,Vanillaware
fr,Vanillaware,Vanillaware
es,Vanillaware,Vanillaware
de,Vanillaware,Vanillaware
ru,Vanillaware,Vanillaware
it,Vanillaware,Vanillaware
ko,바닐라웨어,Vanillaware
hu,Vanillaware,Vanillaware
ca,Vanillaware,Vanillaware
en,Neo Geo Online Collection,Neo Geo Online Collection
ja,NEOGEO オンラインコレクション,Neo Geo Online Collection
en,Street Legal Racing: Redline,Street Legal Racing: Redline
ru,Street Legal Racing: Redline,Street Legal Racing: Redline
es,Street Legal Racing: Redline,Street Legal Racing: Redline
pl,Street Legal Racing: Redline,Street Legal Racing: Redline
ko,스트리트 리갈 레이싱: 레드라인,Street Legal Racing: Redline
fr,Street Legal Racing: Redline,Street Legal Racing: Redline
lld,Street Legal Racing: Redline,Street Legal Racing: Redline
en,Donald Trump's Real Estate Tycoon,Donald Trump's Real Estate Tycoon
zh,唐纳德·特朗普之地产大亨,Donald Trump's Real Estate Tycoon
fr,Donald Trump's Real Estate Tycoon,Donald Trump's Real Estate Tycoon
it,Donald Trump's Real Estate Tycoon,Donald Trump's Real Estate Tycoon
ja,橋本さとし,Satoshi Hashimoto
en,Satoshi Hashimoto,Satoshi Hashimoto
zh,橋本哲,Satoshi Hashimoto
es,Satoshi Hashimoto,Satoshi Hashimoto
ko,하시모토 사토시,Satoshi Hashimoto
zh-yue,橋本哲,Satoshi Hashimoto
arz,ساتوشى هاشيموتو,Satoshi Hashimoto
en,Link's Crossbow Training,Link's Crossbow Training
ja,リンクのボウガントレーニング,Link's Crossbow Training
zh,林克的十字弓訓練,Link's Crossbow Training
fr,Link's Crossbow Training,Link's Crossbow Training
de,Link’s Crossbow Training,Link's Crossbow Training
it,Link's Crossbow Training,Link's Crossbow Training
es,Link's Crossbow Training,Link's Crossbow Training
ru,Link’s Crossbow Training,Link's Crossbow Training
ko,링크의 사격 트레이닝,Link's Crossbow Training
pt,Link's Crossbow Training,Link's Crossbow Training
sv,Link's Crossbow Training,Link's Crossbow Training
simple,Link's Crossbow Training,Link's Crossbow Training
arz,لينكس كروسبو تراينينج,Link's Crossbow Training
lld,Link's Crossbow Training,Link's Crossbow Training
ja,ヒューネックス,HuneX
en,HuneX,HuneX
ko,휴넥스,HuneX
en,Lady Stalker: Challenge from the Past,Lady Stalker: Challenge from the Past
ja,レディストーカー 〜過去からの挑戦〜,Lady Stalker: Challenge from the Past
fr,Lady Stalker: Challenge from the Past,Lady Stalker: Challenge from the Past
sv,Lady Stalker: Challenge from the Past,Lady Stalker: Challenge from the Past
id,Lady Stalker: Challenge from the Past,Lady Stalker: Challenge from the Past
lld,Lady Stalker: Challenge from the Past,Lady Stalker: Challenge from the Past
en,A-Train,A-Train
ja,A列車で行こうシリーズ,A-Train
zh,A列车系列,A-Train
de,A-Train (Computerspielreihe),A-Train
fr,A-Train (série de jeux vidéo),A-Train
ko,A 열차로 가자,A-Train
nl,A-Train,A-Train
fi,A-Train,A-Train
zh-min-nan,A-Train (hē-lia̍t),A-Train
en,Kendo Rage,Kendo Rage
ja,負けるな!魔剣道,Kendo Rage
fr,Kendo Rage,Kendo Rage
es,Kendo Rage,Kendo Rage
en,The Best (PlayStation),The Best (PlayStation)
zh,The Best,The Best (PlayStation)
pt,The Best,The Best (PlayStation)
hu,The Best (PlayStation-árvonal),The Best (PlayStation)
en,Star Trek: Starfleet Academy – Starship Bridge Simulator,Star Trek: Starfleet Academy – Starship Bridge Simulator
fr,Star Trek: Starfleet Academy - Starship Bridge Simulator,Star Trek: Starfleet Academy – Starship Bridge Simulator
lld,Star Trek: Starfleet Academy – Starship Bridge Simulator,Star Trek: Starfleet Academy – Starship Bridge Simulator
en,Lord of Vermilion,Lord of Vermilion
ja,LORD of VERMILION,Lord of Vermilion
ru,Lord of Vermilion,Lord of Vermilion
it,Lord of Vermilion,Lord of Vermilion
ko,로드 오브 버밀리온,Lord of Vermilion
lld,Lord of Vermilion,Lord of Vermilion
en,Underworld: The Eternal War,Underworld: The Eternal War
it,Underworld: The Eternal War,Underworld: The Eternal War
fr,Underworld: The Eternal War,Underworld: The Eternal War
en,Robot Wars: Arenas of Destruction,Robot Wars: Arenas of Destruction
lld,Robot Wars: Arenas of Destruction,Robot Wars: Arenas of Destruction
es,Topo Soft,Topo Soft
en,Topo Soft,Topo Soft
ru,Topo Soft,Topo Soft
ca,Topo Soft,Topo Soft
gl,Topo Soft,Topo Soft
en,Gekibo: Gekisha Boy,Gekibo: Gekisha Boy
ja,激写ボーイ,Gekibo: Gekisha Boy
en,Rugrats: Search for Reptar,Rugrats: Search for Reptar
fr,Les Razmoket : À la recherche de Reptar,Rugrats: Search for Reptar
it,Rugrats: Alla ricerca di Reptar,Rugrats: Search for Reptar
lld,Rugrats: Search for Reptar,Rugrats: Search for Reptar
en,Life with PlayStation,Life with PlayStation
ja,鉄1〜電車でバトル!〜,X-treme Express
en,X-treme Express,X-treme Express
en,Jerusalem: The Three Roads to the Holy Land,Jerusalem: The Three Roads to the Holy Land
es,Jerusalén: los tres caminos de la ciudad santa,Jerusalem: The Three Roads to the Holy Land
it,Jerusalem: Il pugnale ritrovato,Jerusalem: The Three Roads to the Holy Land
fr,Jérusalem : Les Trois Chemins de la ville sainte,Jerusalem: The Three Roads to the Holy Land
lld,Jerusalem: The Three Roads to the Holy Land,Jerusalem: The Three Roads to the Holy Land
en,MLB 2000,MLB 2000
arz,ام ال بى 2000,MLB 2000
hu,MLB 2000,MLB 2000
en,Rikku,Rikku
ja,リュック (ファイナルファンタジー),Rikku
es,Rikku,Rikku
ru,Рикку,Rikku
th,ริกคุ,Rikku
no,Rikku,Rikku
en,Puppet Guardian,Puppet Guardian
cs,Puppet Guardian,Puppet Guardian
en,Undefined Fantastic Object,Undefined Fantastic Object
ja,東方星蓮船 〜 Undefined Fantastic Object.,Undefined Fantastic Object
zh,東方星蓮船 ～ Undefined Fantastic Object.,Undefined Fantastic Object
ko,동방성련선 ~ Undefined Fantastic Object,Undefined Fantastic Object
id,Undefined Fantastic Object,Undefined Fantastic Object
lld,Undefined Fantastic Object,Undefined Fantastic Object
en,Bomberman 2,Bomberman 2
ja,カスタムバトラー ボンバーマン,Bomberman 2
simple,Bomberman 2,Bomberman 2
fr,Bomberman 2,Bomberman 2
de,Bomberman 2,Bomberman 2
en,Sub Command,Sub Command
de,Sub Command,Sub Command
en,Army Men: Operation Green,Army Men: Operation Green
ru,Army Men: Operation Green,Army Men: Operation Green
fr,Army Men: Operation Green,Army Men: Operation Green
vi,Army Men: Operation Green,Army Men: Operation Green
en,Anno: Create A New World,Anno: Create A New World
de,Anno – Erschaffe eine neue Welt,Anno: Create A New World
fr,Anno : Créez votre monde,Anno: Create A New World
