lang,topic,topic_in_English
es,Deadpool (videojuego),Deadpool (video game)
it,Deadpool (videogioco),Deadpool (video game)
fr,Deadpool (jeu vidéo),Deadpool (video game)
de,Deadpool (Computerspiel),Deadpool (video game)
ta,டெட்பூல் (வீடியோ கேம்),Deadpool (video game)
pt,Deadpool (jogo eletrônico),Deadpool (video game)
tr,Deadpool (video oyunu),Deadpool (video game)
pl,Deadpool (gra komputerowa),Deadpool (video game)
uk,Deadpool (відеогра),Deadpool (video game)
fi,Deadpool (videopeli),Deadpool (video game)
ko,데드풀 (비디오 게임),Deadpool (video game)
nl,Deadpool (computerspel),Deadpool (video game)
hy,Deadpool (խաղ),Deadpool (video game)
arz,دايدپول,Deadpool (video game)
lld,Deadpool,Deadpool (video game)
en,Vera Blanc,Vera Blanc
en,Mugwump (video game),Mugwump (video game)
ca,Mugwump (videojoc),Mugwump (video game)
en,2015 in video games,2015 in video games
ru,2015 год в компьютерных играх,2015 in video games
fr,2015 en jeu vidéo,2015 in video games
zh,2015年電子遊戲界,2015 in video games
it,Videogiochi nel 2015,2015 in video games
pl,2015 w grach komputerowych,2015 in video games
uk,2015 у відеоіграх,2015 in video games
sv,Datorspelsåret 2015,2015 in video games
fi,Videopelivuosi 2015,2015 in video games
ro,2015 în jocuri video,2015 in video games
sr,Видео-игре из 2015.,2015 in video games
no,Videospillåret 2015,2015 in video games
be,2015 год у гісторыі камп’ютарных гульняў,2015 in video games
smn,Videospellâihe 2015,2015 in video games
en,HuK,HuK
de,Chris Loranger,HuK
ru,"Ларанжер, Крис",HuK
ko,크리스 로랑줴,HuK
arz,كريس لورانجر,HuK
it,Ruzzle,Ruzzle
en,Ruzzle,Ruzzle
fr,Ruzzle,Ruzzle
es,Ruzzle,Ruzzle
en,Rocketbirds: Hardboiled Chicken,Rocketbirds: Hardboiled Chicken
ja,Rocketbirds: Hardboiled Chicken,Rocketbirds: Hardboiled Chicken
arz,روكيتبيردس: هاردبويليد كيكين,Rocketbirds: Hardboiled Chicken
en,Linda Le,Linda Le
vi,Linda Le,Linda Le
en,Robot Wars: Advanced Destruction,Robot Wars: Advanced Destruction
en,CounterSpy (video game),CounterSpy (video game)
fr,CounterSpy,CounterSpy (video game)
arz,كاونتر سباى,CounterSpy (video game)
en,Enemy Front,Enemy Front
ru,Enemy Front,Enemy Front
pl,Enemy Front,Enemy Front
fr,Enemy Front,Enemy Front
uk,Enemy Front,Enemy Front
zh,敵軍前線,Enemy Front
arz,انمى فرونت,Enemy Front
kk,Enemy Front,Enemy Front
en,GATE (video game),GATE (video game)
en,Pixel Piracy,Pixel Piracy
fr,Pixel Piracy,Pixel Piracy
es,Pixel Piracy,Pixel Piracy
ka,Pixel Piracy,Pixel Piracy
en,Riot (video game),Riot (video game)
th,ไรออต (วิดีโอเกม),Riot (video game)
es,Riot (videojuego),Riot (video game)
en,Betable,Betable
uk,Betable,Betable
en,Nether (video game),Nether (video game)
en,Video game journalism,Video game journalism
de,Computerspielejournalismus,Video game journalism
fr,Média vidéoludique,Video game journalism
es,Periodismo de videojuegos,Video game journalism
pt,Jornalismo de jogos eletrônicos,Video game journalism
sv,Datorspelstidning,Video game journalism
uk,Відеоігрова журналістика,Video game journalism
tr,Video oyunu haberciliği,Video game journalism
simple,Video game journalism,Video game journalism
ja,ビデオゲームジャーナリズム,Video game journalism
ca,Periodisme de videojocs,Video game journalism
ka,ვიდეო თამაშების ჟურნალისტიკა,Video game journalism
ko,비디오 게임 저널리즘,Video game journalism
th,นิตยสารวิดีโอเกม,Video game journalism
en,Wattam,Wattam
ru,Wattam,Wattam
fr,Wattam,Wattam
pt,Wattam,Wattam
arz,واتام,Wattam
lld,Wattam,Wattam
en,Rive (video game),Rive (video game)
en,Campo Santo (company),Campo Santo (company)
ru,Campo Santo,Campo Santo (company)
de,Campo Santo (Unternehmen),Campo Santo (company)
fr,Campo Santo (entreprise),Campo Santo (company)
pt,Campo Santo (empresa),Campo Santo (company)
it,Campo Santo (azienda),Campo Santo (company)
tr,Campo Santo (şirket),Campo Santo (company)
en,Torvak the Warrior,Torvak the Warrior
tr,TBMM 5. dönem milletvekilleri listesi,5th Parliament of Turkey
en,5th Parliament of Turkey,5th Parliament of Turkey
en,Getaway! (video game),Getaway! (video game)
en,The Breeder Bombs,The Breeder Bombs
en,Hundra (video game),Hundra (video game)
en,Big Kahuna (series),Big Kahuna (series)
en,Richard Honeywood,Richard Honeywood
en,Intel Extreme Masters Season X – Cologne,Intel Extreme Masters Season X – Cologne
en,Rokh (video game),Rokh (video game)
fr,Rokh (jeu vidéo),Rokh (video game)
en,Canyon Climber,Canyon Climber
fr,Canyon Climber,Canyon Climber
ko,넥슨 아레나,Nexon Arena
en,Nexon Arena,Nexon Arena
ja,ボンバーガール (ゲーム),Bombergirl
en,Bombergirl,Bombergirl
es,Bombergirl,Bombergirl
lld,Bombergirl,Bombergirl
en,Immersive sim,Immersive sim
ru,Immersive sim,Immersive sim
fr,Immersive sim,Immersive sim
it,Immersive sim,Immersive sim
es,Simuladores inmersivos,Immersive sim
tr,Sürükleyici sim,Immersive sim
en,Darksiders III,Darksiders III
ru,Darksiders III,Darksiders III
es,Darksiders III,Darksiders III
it,Darksiders III,Darksiders III
fr,Darksiders III,Darksiders III
pt,Darksiders III,Darksiders III
zh,末世騎士III,Darksiders III
uk,Darksiders III,Darksiders III
arz,داركسيديرس اى (فيديو لعب),Darksiders III
ca,Darksiders III,Darksiders III
en,Barbie Fashion Designer,Barbie Fashion Designer
en,The Artful Escape,The Artful Escape
ru,The Artful Escape,The Artful Escape
de,The Artful Escape,The Artful Escape
fr,The Artful Escape,The Artful Escape
pt,The Artful Escape,The Artful Escape
zh,奇妙逃亡,The Artful Escape
lld,The Artful Escape,The Artful Escape
en,Katana Zero,Katana Zero
ru,Katana Zero,Katana Zero
es,Katana Zero,Katana Zero
fr,Katana Zero,Katana Zero
pt,Katana Zero,Katana Zero
ja,Katana ZERO,Katana Zero
ko,카타나 제로,Katana Zero
tr,Katana Zero,Katana Zero
it,Katana Zero,Katana Zero
arz,كاتانا زيرو,Katana Zero
ro,Katana Zero,Katana Zero
ja,トランキライザーガン,Tranquilizer Gun (video game)
en,Tranquilizer Gun (video game),Tranquilizer Gun (video game)
it,Tranquilizer Gun,Tranquilizer Gun (video game)
fi,Tranquilizer Gun,Tranquilizer Gun (video game)
en,Diablo III: Rise of the Necromancer,Diablo III: Rise of the Necromancer
ru,Diablo III: Rise of the Necromancer,Diablo III: Rise of the Necromancer
es,Diablo III: Rise of the Necromancer,Diablo III: Rise of the Necromancer
zh,暗黑破壞神III：死靈法師的崛起,Diablo III: Rise of the Necromancer
pt,Diablo III: Rise of the Necromancer,Diablo III: Rise of the Necromancer
fr,Diablo III: Rise of the Necromancer,Diablo III: Rise of the Necromancer
th,เดียโบล III: ไรส์ออฟเดอะเนโครแมนเซอร์,Diablo III: Rise of the Necromancer
hu,Diablo III: Rise of the Necromancer,Diablo III: Rise of the Necromancer
ro,Diablo III: Rise of the Necromancer,Diablo III: Rise of the Necromancer
ja,ジェミニウイング,Gemini Wing
en,Gemini Wing,Gemini Wing
it,Gemini Wing,Gemini Wing
fr,Gemini Wing,Gemini Wing
ru,Gemini Wing,Gemini Wing
lld,Gemini Wing,Gemini Wing
sv,Gemini Wing,Gemini Wing
en,Something Something Soup Something,Something Something Soup Something
en,World Tour Racing,World Tour Racing
fr,World Tour Racing,World Tour Racing
el,World Tour Racing (βιντεοπαιχνίδι),World Tour Racing
nl,World Tour Racing,World Tour Racing
en,Tyler1,Tyler1
ru,Tyler1,Tyler1
de,Tyler1,Tyler1
fr,Tyler1,Tyler1
zh,Tyler1,Tyler1
cs,Tyler1,Tyler1
bs,Tyler1,Tyler1
en,Oculus Quill,Oculus Quill
tr,Oculus Quill,Oculus Quill
en,Tokyo Highway Battle,Tokyo Highway Battle
simple,Tokyo Highway Battle,Tokyo Highway Battle
ru,Tokyo Highway Battle,Tokyo Highway Battle
fr,Tokyo Highway Battle,Tokyo Highway Battle
en,PewDiePie videography,PewDiePie videography
ja,野上恒,Hisashi Nogami
en,Hisashi Nogami,Hisashi Nogami
zh,野上恒,Hisashi Nogami
es,Hisashi Nogami,Hisashi Nogami
ru,"Ногами, Хисаси",Hisashi Nogami
ko,노가미 히사시,Hisashi Nogami
wuu,野上恒,Hisashi Nogami
en,Uprising: Join or Die,Uprising: Join or Die
fr,Uprising (jeu vidéo),Uprising: Join or Die
en,15th British Academy Games Awards,15th British Academy Games Awards
tr,15. İngiliz Akademisi Oyun Ödülleri,15th British Academy Games Awards
en,Builders of Egypt,Builders of Egypt
fr,Builders of Egypt,Builders of Egypt
it,Builders of Egypt,Builders of Egypt
es,Builders of Egypt,Builders of Egypt
vi,Builders of Egypt,Builders of Egypt
en,Davidson,Davidson & Associates
de,Davidson,Davidson & Associates
es,Davidson,Davidson & Associates
fr,Davidson,Davidson & Associates
ja,デイヴィッドソン,Davidson & Associates
nl,Davidson,Davidson & Associates
ru,Дейвидсон,Davidson & Associates
pl,Davidson,Davidson & Associates
fi,Davidson,Davidson & Associates
cs,Davidson,Davidson & Associates
it,Davidson,Davidson & Associates
ca,Davidson,Davidson & Associates
lv,Deividsons,Davidson & Associates
sh,Dejvidson,Davidson & Associates
sv,Davidson,Davidson & Associates
ceb,Davidson,Davidson & Associates
ko,데이비드슨,Davidson & Associates
pt,Davidson,Davidson & Associates
uk,Девідсон,Davidson & Associates
sr,Дејвидсон,Davidson & Associates
en,Sonic Blast,Sonic Blast
ru,Sonic Blast,Sonic Blast
pt,Sonic Blast,Sonic Blast
es,Sonic Blast,Sonic Blast
ja,Gソニック,Sonic Blast
fr,Sonic Blast,Sonic Blast
it,Sonic Blast,Sonic Blast
de,Sonic Blast,Sonic Blast
uk,Sonic Blast,Sonic Blast
id,Sonic Blast,Sonic Blast
ko,소닉 블래스트,Sonic Blast
nl,Sonic Blast,Sonic Blast
arz,سونيك بلاست,Sonic Blast
fi,Sonic Blast,Sonic Blast
lld,Sonic Blast,Sonic Blast
en,Gauntlet Legends,Gauntlet Legends
it,Gauntlet Legends,Gauntlet Legends
fr,Gauntlet Legends,Gauntlet Legends
pt,Gauntlet Legends,Gauntlet Legends
ca,Gauntlet Legends,Gauntlet Legends
nl,Gauntlet Legends,Gauntlet Legends
zh-yue,護手傳奇,Gauntlet Legends
fi,Gauntlet Legends,Gauntlet Legends
lld,Gauntlet Legends,Gauntlet Legends
en,KGB (video game),KGB (video game)
ru,KGB (игра),KGB (video game)
es,KGB (videojuego),KGB (video game)
tr,KGB (video oyunu),KGB (video game)
fr,KGB (jeu vidéo),KGB (video game)
it,KGB (videogioco),KGB (video game)
ms,KGB (permainan video),KGB (video game)
lld,KGB,KGB (video game)
en,F-22 Raptor (video game),F-22 Raptor (video game)
it,F-22 Raptor (videogioco),F-22 Raptor (video game)
pt,F-22 Raptor (jogo eletrônico),F-22 Raptor (video game)
lld,F-22 Raptor,F-22 Raptor (video game)
en,Trip Hawkins,Trip Hawkins
ru,"Хокинс, Трип",Trip Hawkins
es,Trip Hawkins,Trip Hawkins
fr,Trip Hawkins,Trip Hawkins
it,Trip Hawkins,Trip Hawkins
tr,Trip Hawkins,Trip Hawkins
de,Trip Hawkins,Trip Hawkins
zh,特里普·霍金斯,Trip Hawkins
ja,トリップ・ホーキンス,Trip Hawkins
pt,Trip Hawkins,Trip Hawkins
id,Trip Hawkins,Trip Hawkins
sv,Trip Hawkins,Trip Hawkins
nl,Trip Hawkins,Trip Hawkins
pl,Trip Hawkins,Trip Hawkins
vi,Trip Hawkins,Trip Hawkins
fi,Trip Hawkins,Trip Hawkins
arz,تريپ هاوكينس,Trip Hawkins
ko,트립 호킨스,Trip Hawkins
sk,Trip Hawkins,Trip Hawkins
hr,Trip Hawkins,Trip Hawkins
no,Trip Hawkins,Trip Hawkins
uz,William Hawkins,Trip Hawkins
bn,ট্রিপ হকিংস,Trip Hawkins
hy,Հոքինս Թրիփ,Trip Hawkins
wuu,特里普·霍金斯,Trip Hawkins
zh-min-nan,Trip Hawkins,Trip Hawkins
ja,トゥルー・ラブストーリー,True Love Story
en,True Love Story,True Love Story
en,Day of the Viper,Day of the Viper
ru,Day of the Viper,Day of the Viper
en,Cruis'n USA,Cruis'n USA
es,Cruis'n USA,Cruis'n USA
pt,Cruis'n USA,Cruis'n USA
de,Cruis’n USA,Cruis'n USA
fr,Cruis'n USA,Cruis'n USA
it,Cruis'n USA,Cruis'n USA
ca,Cruis'n USA,Cruis'n USA
ko,크루즌 USA,Cruis'n USA
simple,Cruis'n USA,Cruis'n USA
lld,Cruis'n USA,Cruis'n USA
sv,Cruis'n USA,Cruis'n USA
en,Paladin's Quest,Paladin's Quest
ja,レナス 古代機械の記憶,Paladin's Quest
sv,Paladin's Quest,Paladin's Quest
en,IntraCorp,IntraCorp
it,IntraCorp,IntraCorp
en,Stéphane Picq,Stéphane Picq
fr,Stéphane Picq,Stéphane Picq
de,Stéphane Picq,Stéphane Picq
mg,Stéphane Picq,Stéphane Picq
en,Jazz Jackrabbit 2,Jazz Jackrabbit 2
ru,Jazz Jackrabbit 2,Jazz Jackrabbit 2
pl,Jazz Jackrabbit 2,Jazz Jackrabbit 2
it,Jazz Jackrabbit 2,Jazz Jackrabbit 2
es,Jazz Jackrabbit 2,Jazz Jackrabbit 2
sv,Jazz Jackrabbit 2,Jazz Jackrabbit 2
fr,Jazz Jackrabbit 2,Jazz Jackrabbit 2
nl,Jazz Jackrabbit 2,Jazz Jackrabbit 2
fi,Jazz Jackrabbit 2,Jazz Jackrabbit 2
tr,Jazz Jackrabbit 2,Jazz Jackrabbit 2
ro,Jazz Jackrabbit 2,Jazz Jackrabbit 2
da,Jazz Jackrabbit 2,Jazz Jackrabbit 2
hr,Jazz Jackrabbit 2,Jazz Jackrabbit 2
lld,Jazz Jackrabbit 2,Jazz Jackrabbit 2
arz,چاز چاكرابيت 2,Jazz Jackrabbit 2
simple,Jazz Jackrabbit 2,Jazz Jackrabbit 2
en,Double Dragon III: The Sacred Stones,Double Dragon III: The Sacred Stones
zh,双截龙III 罗塞塔之石,Double Dragon III: The Sacred Stones
sv,Double Dragon III: The Sacred Stones,Double Dragon III: The Sacred Stones
wuu,双截龙III 罗塞塔之石,Double Dragon III: The Sacred Stones
arz,دوبل دراجون اي: ث ساكريد ستونيس,Double Dragon III: The Sacred Stones
en,Vanguard: Saga of Heroes,Vanguard: Saga of Heroes
de,Vanguard: Saga of Heroes,Vanguard: Saga of Heroes
fr,Vanguard: Saga of Heroes,Vanguard: Saga of Heroes
sv,Vanguard: Saga of Heroes,Vanguard: Saga of Heroes
fi,Vanguard: Saga of Heroes,Vanguard: Saga of Heroes
lld,Vanguard: Saga of Heroes,Vanguard: Saga of Heroes
en,Jakks Pacific,Jakks Pacific
fr,Jakks Pacific,Jakks Pacific
simple,Jakks Pacific,Jakks Pacific
sv,Jakks Pacific,Jakks Pacific
en,1985 in video games,1985 in video games
ru,1985 год в компьютерных играх,1985 in video games
fr,1985 en jeu vidéo,1985 in video games
es,Anexo:Videojuegos en 1985,1985 in video games
it,Videogiochi nel 1985,1985 in video games
zh,1985年電子遊戲界,1985 in video games
fi,Videopelivuosi 1985,1985 in video games
sv,Datorspelsåret 1985,1985 in video games
pl,1985 w grach komputerowych,1985 in video games
uk,1985 у відеоіграх,1985 in video games
ro,1985 în jocuri video,1985 in video games
ca,Portal:Videojoc/1985,1985 in video games
smn,Videospellâihe 1985,1985 in video games
hu,1985 videójátékai,1985 in video games
en,Steel Empire,Steel Empire
ja,鋼鉄帝国,Steel Empire
fr,Empire of Steel,Steel Empire
ru,Steel Empire,Steel Empire
lld,Steel Empire,Steel Empire
arz,ستيل امپير,Steel Empire
sv,Steel Empire,Steel Empire
en,Pro Wrestling (NES video game),Pro Wrestling (NES video game)
ja,プロレス (任天堂),Pro Wrestling (NES video game)
it,Pro Wrestling (videogioco),Pro Wrestling (NES video game)
fr,"Pro Wrestling (jeu vidéo, 1986, Nintendo)",Pro Wrestling (NES video game)
es,Pro Wrestling (videojuego),Pro Wrestling (NES video game)
sv,Pro Wrestling,Pro Wrestling (NES video game)
nl,Pro Wrestling (NES),Pro Wrestling (NES video game)
ro,Pro Wrestling (joc video NES),Pro Wrestling (NES video game)
lld,Pro Wrestling,Pro Wrestling (NES video game)
en,Dark Castle,Dark Castle
fr,Dark Castle,Dark Castle
it,Dark Castle,Dark Castle
lld,Dark Castle,Dark Castle
sv,Dark Castle,Dark Castle
zh,Dark Castle,Dark Castle
en,TurboPlay,TurboPlay
en,Police 911,Police 911
ja,ザ・警察官,Police 911
fr,Police 24/7,Police 911
arz,بوليس 911,Police 911
lld,Police 911,Police 911
en,Shogo: Mobile Armor Division,Shogo: Mobile Armor Division
ru,Shogo: Mobile Armor Division,Shogo: Mobile Armor Division
es,Shogo: Mobile Armor Division,Shogo: Mobile Armor Division
pl,Shogo: Mobile Armor Division,Shogo: Mobile Armor Division
ja,Shogo: Mobile Armor Division,Shogo: Mobile Armor Division
de,Shogo: Mobile Armor Division,Shogo: Mobile Armor Division
fr,Shogo: Mobile Armor Division,Shogo: Mobile Armor Division
it,Shogo: Mobile Armor Division,Shogo: Mobile Armor Division
pt,Shogo: Mobile Armor Division,Shogo: Mobile Armor Division
arz,شوجو: موبيل ارمور ديڤيسيون,Shogo: Mobile Armor Division
lld,Shogo: Mobile Armor Division,Shogo: Mobile Armor Division
en,Kirby: Canvas Curse,Kirby: Canvas Curse
ja,タッチ!カービィ,Kirby: Canvas Curse
fr,Kirby : Le Pinceau du pouvoir,Kirby: Canvas Curse
it,Kirby: L'oscuro disegno,Kirby: Canvas Curse
ru,Kirby: Canvas Curse,Kirby: Canvas Curse
es,Kirby y el Pincel del Poder,Kirby: Canvas Curse
pt,Kirby: Canvas Curse,Kirby: Canvas Curse
ko,터치! 커비,Kirby: Canvas Curse
nl,Kirby: Power Paintbrush,Kirby: Canvas Curse
fi,Kirby: Power Paintbrush,Kirby: Canvas Curse
simple,Kirby: Canvas Curse,Kirby: Canvas Curse
th,เคอร์บี: แคนวาสเคิร์ส,Kirby: Canvas Curse
arz,كيربي: كانڤاس كورس,Kirby: Canvas Curse
lld,Kirby: Canvas Curse,Kirby: Canvas Curse
en,Magic Knight Rayearth (video game),Magic Knight Rayearth (video game)
pt,Magic Knight Rayearth (Sega Saturn),Magic Knight Rayearth (video game)
fr,"Magic Knight Rayearth (jeu vidéo, 1995, Saturn)",Magic Knight Rayearth (video game)
it,Magic Knight Rayearth (Saturn),Magic Knight Rayearth (video game)
nl,Magic Knight Rayearth (Sega Saturn),Magic Knight Rayearth (video game)
lld,Magic Knight Rayearth (Sega Saturn),Magic Knight Rayearth (video game)
sv,Magic Knight Rayearth (datorspel),Magic Knight Rayearth (video game)
en,The Simpsons: Bart vs. The Juggernauts,The Simpsons: Bart vs. The Juggernauts
it,The Simpsons: Bart vs Juggernauts,The Simpsons: Bart vs. The Juggernauts
es,The Simpsons: Bart vs. The Juggernauts,The Simpsons: Bart vs. The Juggernauts
fr,Bart vs. The Juggernauts,The Simpsons: Bart vs. The Juggernauts
nl,Bart vs. The Juggernauts,The Simpsons: Bart vs. The Juggernauts
tr,The Simpsons: Bart vs. The Juggernauts,The Simpsons: Bart vs. The Juggernauts
lld,The Simpsons: Bart vs. The Juggernauts,The Simpsons: Bart vs. The Juggernauts
sv,The Simpsons: Bart vs. The Juggernauts,The Simpsons: Bart vs. The Juggernauts
en,ISS Pro Evolution,ISS Pro Evolution
es,ISS Pro Evolution,ISS Pro Evolution
it,International Superstar Soccer Pro Evolution,ISS Pro Evolution
fr,ISS Pro Evolution,ISS Pro Evolution
ja,ワールドサッカー実況ウイニングイレブン4,ISS Pro Evolution
pt,ISS Pro Evolution,ISS Pro Evolution
ru,ISS Pro Evolution,ISS Pro Evolution
zh,世界足球 实况胜利十一人4,ISS Pro Evolution
hr,International Superstar Soccer Pro Evolution,ISS Pro Evolution
arz,اى اس اس برو ايفولوشن,ISS Pro Evolution
uk,ISS Pro Evolution,ISS Pro Evolution
lld,ISS Pro Evolution,ISS Pro Evolution
en,Shoot-'Em-Up Construction Kit,Shoot-'Em-Up Construction Kit
it,Shoot'Em-Up Construction Kit,Shoot-'Em-Up Construction Kit
de,Shoot-’Em-Up Construction Kit,Shoot-'Em-Up Construction Kit
sv,Shoot'Em-Up Construction Kit,Shoot-'Em-Up Construction Kit
en,X-Men Legends II: Rise of Apocalypse,X-Men Legends II: Rise of Apocalypse
ru,X-Men Legends II: Rise of Apocalypse,X-Men Legends II: Rise of Apocalypse
es,X-Men Legends II: Rise of Apocalypse,X-Men Legends II: Rise of Apocalypse
pt,X-Men Legends II: Rise of Apocalypse,X-Men Legends II: Rise of Apocalypse
it,X-Men Legends II: L'Era di Apocalisse,X-Men Legends II: Rise of Apocalypse
fr,X-Men Legends II : L'Avènement d'Apocalypse,X-Men Legends II: Rise of Apocalypse
nl,X-Men Legends II: Rise of Apocalypse,X-Men Legends II: Rise of Apocalypse
arz,اكس-مان ليجيندز 2: رايز اوف ابوكاليبس,X-Men Legends II: Rise of Apocalypse
simple,X-Men Legends II: Rise of Apocalypse,X-Men Legends II: Rise of Apocalypse
sv,X-Men Legends II: Rise of Apocalypse,X-Men Legends II: Rise of Apocalypse
lld,X-Men Legends II: Rise of Apocalypse,X-Men Legends II: Rise of Apocalypse
en,Tranquility (video game),Tranquility (video game)
en,Nintendo New York,Nintendo New York
ja,Nintendo New York,Nintendo New York
es,Nintendo New York,Nintendo New York
zh,紐約任天堂,Nintendo New York
ru,Nintendo World Store,Nintendo New York
fr,Nintendo World Store,Nintendo New York
ko,닌텐도 뉴욕,Nintendo New York
it,Nintendo New York,Nintendo New York
simple,Nintendo World Store,Nintendo New York
uk,Nintendo New York,Nintendo New York
ms,Nintendo New York,Nintendo New York
id,Nintendo New York,Nintendo New York
en,Mega Man X Collection,Mega Man X Collection
es,Mega Man X Collection,Mega Man X Collection
fr,Mega Man X Collection,Mega Man X Collection
pt,Mega Man X Collection,Mega Man X Collection
fi,Mega Man X Collection,Mega Man X Collection
arz,ميجا مان اكس كوليكشن,Mega Man X Collection
lld,Mega Man X Collection,Mega Man X Collection
en,BattleTanx,BattleTanx
pt,BattleTanx,BattleTanx
it,BattleTanx,BattleTanx
fr,BattleTanx,BattleTanx
ca,BattleTanx,BattleTanx
lld,BattleTanx,BattleTanx
en,Panzer Front,Panzer Front
ja,パンツァーフロント,Panzer Front
ru,Panzer Front,Panzer Front
es,Panzer Front,Panzer Front
fr,Panzer Front,Panzer Front
pl,Panzer Front,Panzer Front
hu,Panzer Front,Panzer Front
lld,Panzer Front,Panzer Front
ms,Panzer Front,Panzer Front
en,NetEase,NetEase
zh,网易,NetEase
ja,網易,NetEase
ru,NetEase,NetEase
de,NetEase,NetEase
fr,NetEase,NetEase
es,NetEase,NetEase
vi,NetEase,NetEase
pt,NetEase,NetEase
id,NetEase,NetEase
ko,넷이즈,NetEase
it,NetEase,NetEase
tr,NetEase,NetEase
da,NetEase,NetEase
hu,NetEase,NetEase
ms,NetEase,NetEase
zh-yue,網易,NetEase
uz,NetEase,NetEase
hy,NetEase,NetEase
azb,نت‌ایز,NetEase
arz,ايز نت,NetEase
wuu,网易,NetEase
en,Deadline Games,Deadline Games
da,Deadline Games,Deadline Games
sv,Deadline Games,Deadline Games
en,Darkman (video game),Darkman (video game)
sv,Darkman (datorspel),Darkman (video game)
lld,Darkman,Darkman (video game)
en,Mega Man Legends (video game),Mega Man Legends (video game)
ja,ロックマンDASH 鋼の冒険心,Mega Man Legends (video game)
es,Mega Man Legends (videojuego),Mega Man Legends (video game)
pt,Mega Man Legends,Mega Man Legends (video game)
fr,Mega Man Legends (jeu vidéo),Mega Man Legends (video game)
it,Mega Man Legends,Mega Man Legends (video game)
ko,록맨 대시: 강철의 모험심,Mega Man Legends (video game)
fi,Mega Man Legends,Mega Man Legends (video game)
ca,Mega Man Legends (videojoc),Mega Man Legends (video game)
lld,Mega Man Legends,Mega Man Legends (video game)
arz,ميجا مان ليجندز,Mega Man Legends (video game)
th,ร็อคแมน DASH,Mega Man Legends (video game)
en,CIMA: The Enemy,CIMA: The Enemy
fr,CIMA: The Enemy,CIMA: The Enemy
lld,CIMA: The Enemy,CIMA: The Enemy
en,Stella Deus: The Gate of Eternity,Stella Deus: The Gate of Eternity
ja,ステラデウス,Stella Deus: The Gate of Eternity
fr,Stella Deus: The Gate of Eternity,Stella Deus: The Gate of Eternity
lld,Stella Deus: The Gate of Eternity,Stella Deus: The Gate of Eternity
en,Dragon Ball GT: Transformation,Dragon Ball GT: Transformation
ja,DRAGONBALL GT Transformation,Dragon Ball GT: Transformation
fr,Dragon Ball GT: Transformation,Dragon Ball GT: Transformation
pl,Dragon Ball GT: Transformation,Dragon Ball GT: Transformation
lld,Dragon Ball GT: Transformation,Dragon Ball GT: Transformation
en,Ultimate Ghosts 'n Goblins,Ultimate Ghosts 'n Goblins
ja,極魔界村,Ultimate Ghosts 'n Goblins
es,Ultimate Ghosts'n Goblins,Ultimate Ghosts 'n Goblins
it,Ultimate Ghosts 'n Goblins,Ultimate Ghosts 'n Goblins
zh,極魔界村,Ultimate Ghosts 'n Goblins
fr,Ultimate Ghosts 'n Goblins,Ultimate Ghosts 'n Goblins
pt,Ultimate Ghosts'n Goblins,Ultimate Ghosts 'n Goblins
lld,Ultimate Ghosts 'n Goblins,Ultimate Ghosts 'n Goblins
en,Tau Ceti (video game),Tau Ceti (video game)
it,Tau Ceti (videogioco),Tau Ceti (video game)
fr,Tau Ceti (jeu vidéo),Tau Ceti (video game)
lld,Tau Ceti,Tau Ceti (video game)
ja,菊池志穂,Shiho Kikuchi
en,Shiho Kikuchi,Shiho Kikuchi
zh,菊池志穗,Shiho Kikuchi
ko,키쿠치 시호,Shiho Kikuchi
pl,Shiho Kikuchi,Shiho Kikuchi
arz,شيهو كيكوتشى,Shiho Kikuchi
th,ชิโฮะ คิกูจิ,Shiho Kikuchi
zh-yue,菊池志穗,Shiho Kikuchi
en,The King of Fighters '96,The King of Fighters '96
es,The King of Fighters '96,The King of Fighters '96
zh,拳皇'96,The King of Fighters '96
pt,The King of Fighters '96,The King of Fighters '96
fr,The King of Fighters '96,The King of Fighters '96
ko,더 킹 오브 파이터즈 '96,The King of Fighters '96
it,The King of Fighters '96,The King of Fighters '96
arz,ث كينج اوف فيجتيرس 96,The King of Fighters '96
sv,The King of Fighters '96,The King of Fighters '96
lld,The King of Fighters '96,The King of Fighters '96
en,Vib-Ripple,Vib-Ripple
ja,ビブリップル,Vib-Ripple
es,Vib-Ripple,Vib-Ripple
it,Vib-Ripple,Vib-Ripple
en,Back Track,Back Track
fr,Back Track,Back Track
lld,Back Track,Back Track
en,Wild Woody,Wild Woody
pt,Wild Woody,Wild Woody
fr,Wild Woody,Wild Woody
lld,Wild Woody,Wild Woody
en,Piranha Interactive Publishing,Piranha Interactive Publishing
en,Dirt Fox,Dirt Fox
it,Dirt Fox,Dirt Fox
lld,Dirt Fox,Dirt Fox
en,Viewpoint (video game),Viewpoint (video game)
fr,Viewpoint,Viewpoint (video game)
ru,Viewpoint,Viewpoint (video game)
es,Viewpoint,Viewpoint (video game)
it,Viewpoint,Viewpoint (video game)
lld,Viewpoint,Viewpoint (video game)
en,Alan Kotok,Alan Kotok
ja,アラン・コトック,Alan Kotok
ko,앨런 코톡,Alan Kotok
de,Alan Kotok,Alan Kotok
fi,Alan Kotok,Alan Kotok
fr,Alan Kotok,Alan Kotok
ca,Alan Kotok,Alan Kotok
mg,Alan Kotok,Alan Kotok
arz,الان كوتوك,Alan Kotok
sl,Alan Kotok,Alan Kotok
azb,آلن کوتوک,Alan Kotok
