lang,topic,topic_in_English
es,Game Over (videojuego),Game Over (video game)
fr,Game Over (jeu vidéo),Game Over (video game)
it,Game Over (videogioco),Game Over (video game)
gl,Game Over (videoxogo),Game Over (video game)
lld,Game Over,Game Over (video game)
en,Rocky's Boots,Rocky's Boots
lld,Rocky's Boots,Rocky's Boots
en,California Games,California Games
de,California Games,California Games
pt,California Games,California Games
fr,California Games,California Games
es,California Games,California Games
ru,California Games,California Games
it,California Games,California Games
sv,California Games,California Games
nl,California Games,California Games
cs,California Games,California Games
lld,California Games,California Games
en,Driver 2,Driver 2
ru,Driver 2,Driver 2
es,Driver 2,Driver 2
fr,Driver 2,Driver 2
de,Driver 2: Back on the Streets,Driver 2
pt,Driver 2: The Wheelman Is Back,Driver 2
it,Driver 2: Back on the Streets,Driver 2
pl,Driver 2,Driver 2
tr,Driver 2,Driver 2
fi,Driver 2,Driver 2
ca,Driver 2,Driver 2
simple,Driver 2,Driver 2
el,Driver 2,Driver 2
no,Driver 2,Driver 2
lld,Driver 2,Driver 2
arz,درايڤر 2,Driver 2
is,Driver 2,Driver 2
en,Lethal Enforcers,Lethal Enforcers
ja,リーサルエンフォーサーズ,Lethal Enforcers
es,Lethal Enforcers,Lethal Enforcers
ru,Lethal Enforcers,Lethal Enforcers
it,Lethal Enforcers,Lethal Enforcers
pt,Lethal Enforcers,Lethal Enforcers
fr,Lethal Enforcers,Lethal Enforcers
fi,Lethal Enforcers,Lethal Enforcers
arz,ليثل اينفورسرس,Lethal Enforcers
sv,Lethal Enforcers,Lethal Enforcers
lld,Lethal Enforcers,Lethal Enforcers
en,Super Soccer,Super Soccer
ja,フォーメーションサッカー,Super Soccer
es,Super Soccer,Super Soccer
de,Super Soccer,Super Soccer
fr,Super Soccer,Super Soccer
it,Super Soccer,Super Soccer
id,Super Soccer (permainan video),Super Soccer
zh,超统构足球,Super Soccer
no,Super Soccer,Super Soccer
lld,Super Soccer,Super Soccer
sv,Super Soccer,Super Soccer
en,INSANE (software),INSANE (software)
fr,Interactive Streaming Animation Engine,INSANE (software)
no,INSANE,INSANE (software)
en,Armageddon (MUD),Armageddon (MUD)
en,Virtual crime,Virtual crime
en,Realms of Arkania: Shadows over Riva,Realms of Arkania: Shadows over Riva
fr,Realms of Arkania: Shadows over Riva,Realms of Arkania: Shadows over Riva
lld,Realms of Arkania: Shadows over Riva,Realms of Arkania: Shadows over Riva
en,Chuck Rock,Chuck Rock
it,Chuck Rock,Chuck Rock
ru,Chuck Rock,Chuck Rock
fr,Chuck Rock,Chuck Rock
nl,Chuck Rock,Chuck Rock
sv,Chuck Rock,Chuck Rock
lld,Chuck Rock,Chuck Rock
en,En Garde!,En Garde!
es,En Garde!,En Garde!
fr,En garde ! (jeu de rôle),En Garde!
it,En Garde!,En Garde!
en,Peter Adkison,Peter Adkison
it,Peter Adkison,Peter Adkison
ja,ピーター・アドキソン,Peter Adkison
fr,Peter Adkison,Peter Adkison
es,Peter Adkison,Peter Adkison
sv,Peter Adkison,Peter Adkison
simple,Peter Adkison,Peter Adkison
ja,第3次スーパーロボット大戦α 終焉の銀河へ,3rd Super Robot Wars Alpha: To the End of the Galaxy
zh,第3次超級機器人大戰α 終焉之銀河,3rd Super Robot Wars Alpha: To the End of the Galaxy
en,3rd Super Robot Wars Alpha: To the End of the Galaxy,3rd Super Robot Wars Alpha: To the End of the Galaxy
it,3rd Super Robot Wars Alpha,3rd Super Robot Wars Alpha: To the End of the Galaxy
lld,3rd Super Robot Wars Alpha: To the End of the Galaxy,3rd Super Robot Wars Alpha: To the End of the Galaxy
en,Empire Builder (board game),Empire Builder (board game)
en,Yanya Caballista: City Skater,Yanya Caballista: City Skater
fr,Yanya Caballista: City Skater,Yanya Caballista: City Skater
lld,Yanya Caballista: City Skater,Yanya Caballista: City Skater
en,Space Invaders Part II,Space Invaders Part II
es,Space Invaders Part II,Space Invaders Part II
zh-yue,太空侵略者II,Space Invaders Part II
fr,Space Invaders Part II,Space Invaders Part II
ja,メルヘンメイズ,Märchen Maze
en,Märchen Maze,Märchen Maze
lld,Märchen Maze,Märchen Maze
en,Genericon,Genericon
en,Starship Troopers: The Roleplaying Game,Starship Troopers: The Roleplaying Game
it,Starship Troopers - The Roleplaying game,Starship Troopers: The Roleplaying Game
sv,Starship Troopers (rollspel),Starship Troopers: The Roleplaying Game
en,Extreme-G 2,Extreme-G 2
fr,Extreme-G 2,Extreme-G 2
es,Extreme-G 2,Extreme-G 2
ja,エクストリームG2,Extreme-G 2
pl,Extreme-G 2,Extreme-G 2
ca,Extreme-G 2,Extreme-G 2
lld,Extreme-G 2,Extreme-G 2
en,B.A.T. II – The Koshan Conspiracy,B.A.T. II – The Koshan Conspiracy
fr,B.A.T. II: The Koshan Conspiracy,B.A.T. II – The Koshan Conspiracy
lld,B.A.T. II – The Koshan Conspiracy,B.A.T. II – The Koshan Conspiracy
en,Liberty or Death (video game),Liberty or Death (video game)
ja,独立戦争 Liberty or Death,Liberty or Death (video game)
fr,Liberty or Death,Liberty or Death (video game)
lld,Liberty or Death,Liberty or Death (video game)
en,Chit (board wargames),Chit (board wargames)
en,Nibris,Nibris
fr,Nibris,Nibris
pt,Nibris,Nibris
fi,Nibris,Nibris
en,Napple Tale: Arsia in Daydream,Napple Tale: Arsia in Daydream
ja,ナップルテール,Napple Tale: Arsia in Daydream
es,Napple Tale,Napple Tale: Arsia in Daydream
en,Jaws Unleashed,Jaws Unleashed
ru,Jaws Unleashed,Jaws Unleashed
it,Jaws Unleashed,Jaws Unleashed
fr,Jaws Unleashed,Jaws Unleashed
fi,Jaws Unleashed,Jaws Unleashed
arz,عنان جاوز,Jaws Unleashed
lld,Jaws Unleashed,Jaws Unleashed
en,LMA Manager,LMA Manager
fr,Roger Lemerre : La Sélection des champions,LMA Manager
en,Eccky,Eccky
en,Ape Academy 2,Ape Academy 2
fr,Ape Academy 2,Ape Academy 2
lld,Ape Academy 2,Ape Academy 2
en,U.S. National Video Game Team,U.S. National Video Game Team
es,U.S. National Video Game Team,U.S. National Video Game Team
en,Nintendo Gamer,Nintendo Gamer
nl,NGamer,Nintendo Gamer
fr,NGamer,Nintendo Gamer
es,Nintendo Gamer,Nintendo Gamer
pt,NGamer,Nintendo Gamer
ka,Nintendo Gamer,Nintendo Gamer
en,Mystery Dungeon,Mystery Dungeon
ja,不思議のダンジョン,Mystery Dungeon
zh,不可思议迷宫系列,Mystery Dungeon
it,Mystery Dungeon,Mystery Dungeon
fr,Donjon Mystère,Mystery Dungeon
ru,Mystery Dungeon,Mystery Dungeon
ko,불가사의 던전,Mystery Dungeon
sv,Mystery Dungeon,Mystery Dungeon
fi,Mystery Dungeon,Mystery Dungeon
en,Baseball The Season II,Baseball The Season II
en,Shuttle (video game),Shuttle (video game)
fi,Shuttle,Shuttle (video game)
en,Zatch Bell! Mamodo Battles,Zatch Bell! Mamodo Battles
lld,Zatch Bell! Mamodo Battles,Zatch Bell! Mamodo Battles
arz,زاتش بيل! مامودو باتليس,Zatch Bell! Mamodo Battles
sv,Zatch Bell! Mamodo Battles,Zatch Bell! Mamodo Battles
en,FIFA Football 2004,FIFA Football 2004
es,FIFA Football 2004,FIFA Football 2004
ru,FIFA Football 2004,FIFA Football 2004
it,FIFA Football 2004,FIFA Football 2004
pt,FIFA Football 2004,FIFA Football 2004
fr,FIFA Football 2004,FIFA Football 2004
pl,FIFA Football 2004,FIFA Football 2004
nl,FIFA Football 2004,FIFA Football 2004
vi,FIFA Football 2004,FIFA Football 2004
ro,FIFA Football 2004,FIFA Football 2004
de,FIFA 2004,FIFA Football 2004
sv,FIFA Football 2004,FIFA Football 2004
hr,FIFA Football 2004,FIFA Football 2004
uk,FIFA Football 2004,FIFA Football 2004
fi,FIFA Football 2004,FIFA Football 2004
da,FIFA Football 2004,FIFA Football 2004
arz,فيفا فوتبول 2004,FIFA Football 2004
simple,FIFA Football 2004,FIFA Football 2004
ckb,تۆپی پێی فیفا ٢٠٠٤,FIFA Football 2004
lld,FIFA Football 2004,FIFA Football 2004
en,Dragon Quest IX,Dragon Quest IX
ja,ドラゴンクエストIX 星空の守り人,Dragon Quest IX
zh,勇者斗恶龙IX 星空的守护者,Dragon Quest IX
fr,Dragon Quest IX : Les Sentinelles du firmament,Dragon Quest IX
it,Dragon Quest IX: Le sentinelle del cielo,Dragon Quest IX
es,Dragon Quest IX: Centinelas del firmamento,Dragon Quest IX
ru,Dragon Quest IX: Sentinels of the Starry Skies,Dragon Quest IX
pt,Dragon Quest IX: Sentinels of the Starry Skies,Dragon Quest IX
nl,Dragon Quest IX,Dragon Quest IX
ko,드래곤 퀘스트 IX: 별하늘의 수호자,Dragon Quest IX
lld,Dragon Quest IX,Dragon Quest IX
fi,Dragon Quest IX: Sentinels of the Starry Skies,Dragon Quest IX
sv,Dragon Quest IX: Sentinels of the Starry Skies,Dragon Quest IX
arz,دراجون كويسانت ايكس: سينتينيلس اوف ث ستارى سكيس,Dragon Quest IX
en,Marmalade Dog,Marmalade Dog
ja,クイズなないろDREAMS 虹色町の奇跡,Quiz Nanairo Dreams
en,Quiz Nanairo Dreams,Quiz Nanairo Dreams
fr,Quiz Nanairo Dreams: Miracle of the Rainbow-Colored Town,Quiz Nanairo Dreams
lld,Quiz Nanairo Dreams,Quiz Nanairo Dreams
en,Zombie Zombie,Zombie Zombie
en,Sherlock Holmes: The Case of the Silver Earring,Sherlock Holmes: The Case of the Silver Earring
ru,Sherlock Holmes: Secret of the Silver Earring,Sherlock Holmes: The Case of the Silver Earring
it,Sherlock Holmes: L'orecchino d'argento,Sherlock Holmes: The Case of the Silver Earring
fr,Sherlock Holmes : La Boucle d'argent,Sherlock Holmes: The Case of the Silver Earring
de,Sherlock Holmes: Das Geheimnis des silbernen Ohrrings,Sherlock Holmes: The Case of the Silver Earring
uk,Sherlock Holmes: Secret of the Silver Earring,Sherlock Holmes: The Case of the Silver Earring
es,Sherlock Holmes: El pendiente de plata,Sherlock Holmes: The Case of the Silver Earring
lld,Sherlock Holmes: The Case of the Silver Earring,Sherlock Holmes: The Case of the Silver Earring
ca,Sherlock Holmes: L'Arracada d'Argent,Sherlock Holmes: The Case of the Silver Earring
en,Derek Smart,Derek Smart
en,The Lord of the Rings: Journey to Rivendell,The Lord of the Rings: Journey to Rivendell
ru,Lord of the Rings: Journey to Rivendell,The Lord of the Rings: Journey to Rivendell
lld,The Lord of the Rings: Journey to Rivendell,The Lord of the Rings: Journey to Rivendell
en,Judge Dredd (1995 video game),Judge Dredd (1995 video game)
ru,Judge Dredd (игра),Judge Dredd (1995 video game)
fr,"Judge Dredd (jeu vidéo, 1995)",Judge Dredd (1995 video game)
el,Judge Dredd (βιντεοπαιχνίδι του 1995),Judge Dredd (1995 video game)
sv,"Judge Dredd (datorspel, 1995)",Judge Dredd (1995 video game)
lld,Judge Dredd,Judge Dredd (1995 video game)
arz,چودج دريد,Judge Dredd (1995 video game)
en,Dewy's Adventure,Dewy's Adventure
ja,Dewy's Adventure 水精デューイの大冒険!!,Dewy's Adventure
fr,Dewy’s Adventure,Dewy's Adventure
es,Dewy's Adventure,Dewy's Adventure
arz,ديويس ادڤينتور,Dewy's Adventure
pt,Dewy's Adventure,Dewy's Adventure
lld,Dewy's Adventure,Dewy's Adventure
en,Full Throttle: All-American Racing,Full Throttle: All-American Racing
fr,Full Throttle: All-American Racing,Full Throttle: All-American Racing
sv,Full Throttle: All-American Racing,Full Throttle: All-American Racing
lld,Full Throttle: All-American Racing,Full Throttle: All-American Racing
en,Maru's Mission,Maru's Mission
ja,おいらじゃじゃ丸!世界大冒険,Maru's Mission
es,Maru's Mission,Maru's Mission
arz,ماروس ميسيون,Maru's Mission
lld,Maru's Mission,Maru's Mission
en,Cycle Race: Road Man,Cycle Race: Road Man
en,Virtual Pool,Virtual Pool
en,Jane's IAF: Israeli Air Force,Jane's IAF: Israeli Air Force
en,Infamous (video game),Infamous (video game)
ru,InFamous,Infamous (video game)
es,Infamous (videojuego),Infamous (video game)
pt,Infamous (jogo eletrônico),Infamous (video game)
it,Infamous (videogioco),Infamous (video game)
fr,Infamous (jeu vidéo),Infamous (video game)
ja,INFAMOUS〜悪名高き男〜,Infamous (video game)
de,Infamous,Infamous (video game)
pl,Infamous,Infamous (video game)
uk,InFamous,Infamous (video game)
sv,Infamous,Infamous (video game)
nl,Infamous (computerspel),Infamous (video game)
fi,Infamous,Infamous (video game)
ca,InFamous (videojoc),Infamous (video game)
cs,Infamous (videohra),Infamous (video game)
arz,انفيموس,Infamous (video game)
lld,InFamous,Infamous (video game)
en,Gamezebo,Gamezebo
fr,Gamezebo,Gamezebo
ru,Gamezebo,Gamezebo
es,Gamezebo,Gamezebo
zh,Gamezebo,Gamezebo
tr,Gamezebo,Gamezebo
id,Gamezebo,Gamezebo
uk,Gamezebo,Gamezebo
az,Gamezebo,Gamezebo
pl,Gamezebo,Gamezebo
vi,Gamezebo,Gamezebo
ckb,گەیم زیبۆ,Gamezebo
en,ToD,ToD
fr,ToD,ToD
ru,"Мерло, Йоан",ToD
de,Yoan Merlo,ToD
zh,ToD,ToD
en,Check Mii Out Channel,Check Mii Out Channel
es,Canal Concursos Mii,Check Mii Out Channel
pt,Check Mii Out Channel,Check Mii Out Channel
fr,Chaîne concours Mii,Check Mii Out Channel
fi,Mii Contest Channel,Check Mii Out Channel
en,Lords of Time,Lords of Time
de,Lords of Time,Lords of Time
sv,Lords of Time,Lords of Time
lld,Lords of Time,Lords of Time
ja,イナズマイレブン,Inazuma Eleven (video game)
it,Inazuma Eleven,Inazuma Eleven (video game)
en,Inazuma Eleven (video game),Inazuma Eleven (video game)
ro,Inazuma Eleven,Inazuma Eleven (video game)
de,Inazuma Eleven,Inazuma Eleven (video game)
es,Inazuma Eleven (videojuego),Inazuma Eleven (video game)
fr,Inazuma Eleven (jeu vidéo),Inazuma Eleven (video game)
vi,Inazuma Eleven,Inazuma Eleven (video game)
zh,閃電十一人 (遊戲),Inazuma Eleven (video game)
pt,Inazuma Eleven,Inazuma Eleven (video game)
th,อินาสึมะอีเลฟเวน,Inazuma Eleven (video game)
ko,이나즈마 일레븐 (비디오 게임),Inazuma Eleven (video game)
ms,Inazuma Eleven,Inazuma Eleven (video game)
ca,Inazuma Eleven (videojoc),Inazuma Eleven (video game)
tr,Inazuma Eleven (video oyunu),Inazuma Eleven (video game)
sv,Inazuma Eleven,Inazuma Eleven (video game)
ast,Inazuma Eleven,Inazuma Eleven (video game)
arz,اينازوما اليفن (ڤيديو جيم),Inazuma Eleven (video game)
lld,Inazuma Eleven,Inazuma Eleven (video game)
en,Solid Runner,Solid Runner
ja,ソリッドランナー,Solid Runner
fr,Solid Runner,Solid Runner
lld,Solid Runner,Solid Runner
en,Toughman Contest (video game),Toughman Contest (video game)
en,Interpol: The Trail of Dr. Chaos,Interpol: The Trail of Dr. Chaos
en,Naruto: The Broken Bond,Naruto: The Broken Bond
es,Naruto: The Broken Bond,Naruto: The Broken Bond
ru,Naruto: The Broken Bond,Naruto: The Broken Bond
fr,Naruto: The Broken Bond,Naruto: The Broken Bond
it,Naruto: The Broken Bond,Naruto: The Broken Bond
pt,Naruto: The Broken Bond,Naruto: The Broken Bond
fi,Naruto: The Broken Bond,Naruto: The Broken Bond
lld,Naruto: The Broken Bond,Naruto: The Broken Bond
arz,ناروتو: الرابطه المكسوره,Naruto: The Broken Bond
en,Cotton: Fantastic Night Dreams,Cotton: Fantastic Night Dreams
ja,コットン (ゲーム),Cotton: Fantastic Night Dreams
zh,棉花小魔女,Cotton: Fantastic Night Dreams
fr,Cotton: Fantastic Night Dreams,Cotton: Fantastic Night Dreams
it,Cotton: Fantastic Night Dreams,Cotton: Fantastic Night Dreams
ko,코튼: 판타스틱 나이트 드림즈,Cotton: Fantastic Night Dreams
lld,Cotton: Fantastic Night Dreams,Cotton: Fantastic Night Dreams
en,Jaki Crush,Jaki Crush
it,Jaki Crush,Jaki Crush
lld,Jaki Crush,Jaki Crush
en,Dracula 2: The Last Sanctuary,Dracula 2: The Last Sanctuary
it,Dracula 2: L'ultimo santuario,Dracula 2: The Last Sanctuary
ru,Dracula 2: The Last Sanctuary,Dracula 2: The Last Sanctuary
fr,Dracula 2 : Le Dernier Sanctuaire,Dracula 2: The Last Sanctuary
de,Dracula 2: Die letzte Zufluchtsstätte,Dracula 2: The Last Sanctuary
az,Dracula 2: The Last Sanctuary,Dracula 2: The Last Sanctuary
en,Ali Baba and the Forty Thieves (video game),Ali Baba and the Forty Thieves (video game)
it,Ali Baba and the Forty Thieves (videogioco),Ali Baba and the Forty Thieves (video game)
en,Conflict of Heroes: Awakening the Bear!,Conflict of Heroes: Awakening the Bear!
en,Android (board game),Android (board game)
nl,Android (bordspel),Android (board game)
en,Michael Whelan (scientist),Michael Whelan (scientist)
de,Michael John Whelan,Michael Whelan (scientist)
pt,Michael John Whelan,Michael Whelan (scientist)
fr,Michael Whelan (scientifique),Michael Whelan (scientist)
en,Retro Duo,Retro Duo
en,Dead Space: Extraction,Dead Space: Extraction
ru,Dead Space: Extraction,Dead Space: Extraction
it,Dead Space: Extraction,Dead Space: Extraction
es,Dead Space: Extraction,Dead Space: Extraction
ja,デッドスペース エクストラクション,Dead Space: Extraction
fr,Dead Space: Extraction,Dead Space: Extraction
pl,Dead Space: Extraction,Dead Space: Extraction
fi,Dead Space: Extraction,Dead Space: Extraction
arz,دايد سپاسي: اكستراكتيون,Dead Space: Extraction
lld,Dead Space: Extraction,Dead Space: Extraction
ja,時空の旅人,Toki no Tabibito: Time Stranger
en,Toki no Tabibito: Time Stranger,Toki no Tabibito: Time Stranger
zh,时空旅人 (游戏),Toki no Tabibito: Time Stranger
es,Toki no Tabibito: Time Stranger,Toki no Tabibito: Time Stranger
pt,Toki no Tabibito: Time Stranger,Toki no Tabibito: Time Stranger
en,Valcon Games,Valcon Games
es,Valcon Games,Valcon Games
en,Fun School,Fun School
en,Dragon Quest Wars,Dragon Quest Wars
ja,ドラゴンクエスト ウォーズ,Dragon Quest Wars
zh,勇者鬥惡龍大戰,Dragon Quest Wars
fr,Dragon Quest Wars,Dragon Quest Wars
arz,دراجون كويسانت وارس,Dragon Quest Wars
lld,Dragon Quest Wars,Dragon Quest Wars
ja,ONE PIECE グランドバトル! 2,From TV Animation - One Piece: Grand Battle! 2
en,From TV Animation - One Piece: Grand Battle! 2,From TV Animation - One Piece: Grand Battle! 2
it,One Piece: Grand Battle! 2,From TV Animation - One Piece: Grand Battle! 2
fr,One Piece: Grand Battle! 2,From TV Animation - One Piece: Grand Battle! 2
de,From TV Animation – One Piece: Grand Battle! 2,From TV Animation - One Piece: Grand Battle! 2
lld,One Piece: Grand Battle! 2,From TV Animation - One Piece: Grand Battle! 2
en,Catfight (video game),Catfight (video game)
en,Astro Battle 2009,Astro Battle 2009
lld,Astro Battle,Astro Battle 2009
en,Fighting Fantasy: The Warlock of Firetop Mountain,Fighting Fantasy: The Warlock of Firetop Mountain
lld,Fighting Fantasy: The Warlock of Firetop Mountain,Fighting Fantasy: The Warlock of Firetop Mountain
en,The Lord of the Rings: War in the North,The Lord of the Rings: War in the North
ru,The Lord of the Rings: War in the North,The Lord of the Rings: War in the North
es,El Señor de los Anillos: la guerra del norte,The Lord of the Rings: War in the North
it,Il Signore degli Anelli: La guerra del Nord,The Lord of the Rings: War in the North
fr,Le Seigneur des anneaux : La Guerre du Nord,The Lord of the Rings: War in the North
pl,Władca Pierścieni: Wojna na Północy,The Lord of the Rings: War in the North
tr,The Lord of the Rings: War in the North,The Lord of the Rings: War in the North
fi,The Lord of the Rings: War in the North,The Lord of the Rings: War in the North
ko,반지의 제왕: 북부 전쟁,The Lord of the Rings: War in the North
arz,ث لورد اوف ث رينجس: وار اين ث نورث,The Lord of the Rings: War in the North
nl,The Lord of the Rings: War in the North,The Lord of the Rings: War in the North
sv,The Lord of the Rings: War in the North,The Lord of the Rings: War in the North
lld,The Lord of the Rings: War in the North,The Lord of the Rings: War in the North
en,Mega Man Zero Collection,Mega Man Zero Collection
ja,ロックマンゼロコレクション,Mega Man Zero Collection
fr,Mega Man Zero Collection,Mega Man Zero Collection
en,Lightning Swords of Death,Lightning Swords of Death
fr,Lightning Swords of Death,Lightning Swords of Death
en,E3 2011,E3 2011
ru,Electronic Entertainment Expo 2011,E3 2011
es,Electronic Entertainment Expo 2011,E3 2011
fr,Electronic Entertainment Expo 2011,E3 2011
fi,Electronic Entertainment Expo 2011,E3 2011
it,Electronic Entertainment Expo 2011,E3 2011
no,Electronic Entertainment Expo 2011,E3 2011
ca,E3 2011,E3 2011
en,High Fantasy (role-playing game),High Fantasy (role-playing game)
ru,Oil Rush,Oil Rush
en,Oil Rush,Oil Rush
zh,突袭油田,Oil Rush
de,Oil Rush,Oil Rush
fr,Oil Rush,Oil Rush
lld,Oil Rush,Oil Rush
vi,Oil Rush,Oil Rush
en,Wes Platt,Wes Platt
arz,ويس بلات,Wes Platt
en,Super Skidmarks,Super Skidmarks
fr,Super Skidmarks,Super Skidmarks
lld,Super Skidmarks,Super Skidmarks
en,Dawntide,Dawntide
en,Duncan Botwood,Duncan Botwood
en,Mouse Practice,Mouse Practice
en,Incantation (video game),Incantation (video game)
uk,Incantation,Incantation (video game)
en,Ultimate Marvel vs. Capcom 3,Ultimate Marvel vs. Capcom 3
es,Ultimate Marvel vs. Capcom 3,Ultimate Marvel vs. Capcom 3
ru,Ultimate Marvel vs. Capcom 3,Ultimate Marvel vs. Capcom 3
pt,Ultimate Marvel vs. Capcom 3,Ultimate Marvel vs. Capcom 3
it,Ultimate Marvel vs. Capcom 3,Ultimate Marvel vs. Capcom 3
fr,Ultimate Marvel vs. Capcom 3,Ultimate Marvel vs. Capcom 3
th,อัลติเมตมาร์เวล vs. แคปคอม 3,Ultimate Marvel vs. Capcom 3
arz,التيمات مارڤيل ڤس. كاپكوم 3,Ultimate Marvel vs. Capcom 3
lld,Ultimate Marvel vs. Capcom 3,Ultimate Marvel vs. Capcom 3
simple,Ultimate Marvel vs. Capcom 3,Ultimate Marvel vs. Capcom 3
en,Pro Sport Hockey,Pro Sport Hockey
sv,Pro Sport Hockey,Pro Sport Hockey
en,Special Honours Lists (Australia),Special Honours Lists (Australia)
en,Final Stretch (video game),Final Stretch (video game)
en,Windham Classics,Windham Classics
de,Windham Classics,Windham Classics
en,Space Bucks,Space Bucks
fr,Space Bucks,Space Bucks
lld,Space Bucks,Space Bucks
en,Zynga Bingo,Zynga Bingo
en,SHFL Entertainment,SHFL Entertainment
en,Curse of Dragor,Curse of Dragor
en,Pink Gorilla,Pink Gorilla
en,Sportsfriends,Sportsfriends
fr,Sportsfriends,Sportsfriends
en,Chris Remo,Chris Remo
sv,Chris Remo,Chris Remo
arz,كريس ريمو,Chris Remo
en,Fallout: New California,Fallout: New California
en,David R. Megarry,David R. Megarry
en,Timelines: Assault on America,Timelines: Assault on America
vi,Timelines: Assault on America,Timelines: Assault on America
en,Mattie Brice,Mattie Brice
fr,Mattie Brice,Mattie Brice
en,Stereoscopic video game,Stereoscopic video game
en,Sonic Jump Fever,Sonic Jump Fever
it,Sonic Jump Fever,Sonic Jump Fever
fi,Sonic Jump Fever,Sonic Jump Fever
arz,سونيك جامب ايفر,Sonic Jump Fever
ko,소닉 점프 피버,Sonic Jump Fever
en,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
ja,進め! キノピオ隊長,Captain Toad: Treasure Tracker
zh,前进！奇诺比奥队长,Captain Toad: Treasure Tracker
es,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
de,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
ru,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
fr,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
it,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
pt,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
nl,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
fi,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
ko,전진! 키노피오대장,Captain Toad: Treasure Tracker
sv,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
th,กัปตันโท้ด เทรเชอร์แทร็กเกอร์,Captain Toad: Treasure Tracker
da,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
ms,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
no,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
tr,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
uk,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
ca,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
nn,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
lt,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
arz,كاپتاين تواد: ترايسور تراكير,Captain Toad: Treasure Tracker
eu,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
simple,Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker
en,Mata Hari (pinball),Mata Hari (pinball)
en,Pride FC: Fighting Championships,Pride FC: Fighting Championships
fr,Pride FC: Fighting Championships,Pride FC: Fighting Championships
en,Favoritos,Favoritos
en,Ghost in the Shell: Stand Alone Complex - First Assault Online,Ghost in the Shell: Stand Alone Complex - First Assault Online
en,The Smash Brothers,The Smash Brothers
fr,The Smash Brothers,The Smash Brothers
cy,The Smash Brothers,The Smash Brothers
en,Stalking the Night Fantastic,Stalking the Night Fantastic
ja,インペリアル サガ,Imperial SaGa
en,Imperial SaGa,Imperial SaGa
zh,帝国沙加,Imperial SaGa
ko,임페리얼 사가,Imperial SaGa
en,Shadow Warrior 2,Shadow Warrior 2
ru,Shadow Warrior 2,Shadow Warrior 2
fr,Shadow Warrior 2,Shadow Warrior 2
es,Shadow Warrior 2,Shadow Warrior 2
zh,影武者2,Shadow Warrior 2
uk,Shadow Warrior 2,Shadow Warrior 2
fi,Shadow Warrior 2,Shadow Warrior 2
en,Blood of the Werewolf,Blood of the Werewolf
uk,Blood of the Werewolf,Blood of the Werewolf
en,Amber Lee Connors,Amber Lee Connors
ja,アンバー・リー・コナーズ,Amber Lee Connors
simple,Amber Lee Connors,Amber Lee Connors
af,Amber Lee Connors,Amber Lee Connors
en,Capcom Pro Tour,Capcom Pro Tour
en,Divine Gate,Divine Gate
ja,ディバインゲート,Divine Gate
zh,神聖之門,Divine Gate
es,Divine Gate,Divine Gate
it,Divine Gate,Divine Gate
en,Punch Club,Punch Club
ru,Punch Club,Punch Club
fr,Punch Club,Punch Club
tr,Punch Club,Punch Club
en,Arcade Game Series,Arcade Game Series
en,Ys VIII: Lacrimosa of Dana,Ys VIII: Lacrimosa of Dana
ja,イースVIII,Ys VIII: Lacrimosa of Dana
zh,伊蘇VIII -丹娜的隕涕日-,Ys VIII: Lacrimosa of Dana
fr,Ys VIII: Lacrimosa of Dana,Ys VIII: Lacrimosa of Dana
de,Ys VIII: Lacrimosa of Dana,Ys VIII: Lacrimosa of Dana
ko,이스 VIII: 라크리모사 오브 다나,Ys VIII: Lacrimosa of Dana
lld,Ys VIII: Lacrimosa of Dana,Ys VIII: Lacrimosa of Dana
en,Chaos Rings,Chaos Rings
en,Bullet Girls 2,Bullet Girls 2
ja,バレットガールズ2,Bullet Girls 2
en,Recurring elements in the Final Fantasy series,Recurring elements in the Final Fantasy series
ja,飛空艇,Recurring elements in the Final Fantasy series
zh,最终幻想系列的角色设计,Recurring elements in the Final Fantasy series
ru,Повторяющиеся элементы серии Final Fantasy,Recurring elements in the Final Fantasy series
en,Skin gambling,Skin gambling
zh,皮膚賭博,Skin gambling
ja,スキン賭博,Skin gambling
en,The Dwarves (video game),The Dwarves (video game)
