lang,topic,topic_in_English
pt,Kevin Penkin,Kevin Penkin
arz,كيفن بينكين,Kevin Penkin
en,"Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!","Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
ja,ポケットモンスター Let's Go! ピカチュウ・Let's Go! イーブイ,"Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
zh,精靈寶可夢 Let's Go！皮卡丘／Let's Go！伊布,"Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
fr,"Pokémon Let's Go, Pikachu et Let's Go, Évoli","Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
es,"Pokémon Let's Go, Pikachu! y Let's Go, Eevee!","Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
pt,"Pokémon: Let's Go, Pikachu! e Let's Go, Eevee!","Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
de,"Pokémon: Let’s Go, Pikachu! und Let’s Go, Evoli!","Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
ru,Pokémon Let’s Go Pikachu и Let’s Go Eevee,"Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
it,"Pokémon: Let's Go, Pikachu! e Let's Go, Eevee!","Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
ko,포켓몬스터 레츠고! 피카츄·레츠고! 이브이,"Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
id,"Pokémon Let's Go, Pikachu! dan Let's Go, Eevee!","Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
vi,"Pokémon: Let's Go, Pikachu! và Let's Go, Eevee!","Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
nl,"Pokémon: Let's Go, Pikachu! en Let's Go, Eevee!","Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
fi,Pokémon Let’s Go Pikachu ja Let’s Go Eevee,"Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
th,โปเกมอน Let's Go! พิคาชู และ Let's Go! อีวุย,"Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
el,"Pokémon: Let's Go, Pikachu! και Let's Go, Eevee!","Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
sv,"Pokémon: Let's Go, Pikachu! och Let's Go, Eevee!","Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
uk,Pokémon Let's Go Pikachu і Let's Go Eevee,"Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
da,"Pokémon: Let's Go, Pikachu! og Let's Go, Eevee!","Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
tr,"Pokémon: Let's Go, Pikachu! ve Let's Go, Eevee!","Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
la,"Pokémon Let's Go, Pikachu! et Let's Go, Eevee!","Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
gl,"Pokémon: Let's Go, Pikachu! e Let's Go, Eevee!","Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!"
en,Chengdu Hunters,Chengdu Hunters
zh,成都猎人,Chengdu Hunters
ja,成都ハンターズ,Chengdu Hunters
th,เฉิงตู ฮันเตอส์,Chengdu Hunters
ko,청두 헌터스,Chengdu Hunters
fi,Chengdu Hunters,Chengdu Hunters
en,Valkyrae,Valkyrae
fr,Valkyrae,Valkyrae
es,Valkyrae,Valkyrae
zh,瓦尔基雷 (网络红人),Valkyrae
tr,Valkyrae,Valkyrae
uk,Valkyrae,Valkyrae
cs,Valkyrae,Valkyrae
ko,발키레이,Valkyrae
simple,Valkyrae,Valkyrae
arz,فالكيراى,Valkyrae
bn,ভালকিরে,Valkyrae
bs,Valkyrae,Valkyrae
yo,Valkyrae,Valkyrae
en,Microsoft Golf 1999 Edition,Microsoft Golf 1999 Edition
en,PlayStation 3,PlayStation 3
es,PlayStation 3,PlayStation 3
ru,PlayStation 3,PlayStation 3
fr,PlayStation 3,PlayStation 3
ja,PlayStation 3,PlayStation 3
de,PlayStation 3,PlayStation 3
pt,PlayStation 3,PlayStation 3
it,PlayStation 3,PlayStation 3
pl,PlayStation 3,PlayStation 3
id,PlayStation 3,PlayStation 3
zh,PlayStation 3,PlayStation 3
tr,PlayStation 3,PlayStation 3
fi,PlayStation 3,PlayStation 3
cs,PlayStation 3,PlayStation 3
nl,PlayStation 3,PlayStation 3
sv,Playstation 3,PlayStation 3
ast,PlayStation 3,PlayStation 3
hu,PlayStation 3,PlayStation 3
uk,PlayStation 3,PlayStation 3
el,PlayStation 3,PlayStation 3
ko,플레이스테이션 3,PlayStation 3
hr,PlayStation 3,PlayStation 3
th,เพลย์สเตชัน 3,PlayStation 3
arz,بلاى ستيشن 3,PlayStation 3
vi,PlayStation 3,PlayStation 3
ro,PlayStation 3,PlayStation 3
no,PlayStation 3,PlayStation 3
da,PlayStation 3,PlayStation 3
bg,PlayStation 3,PlayStation 3
simple,PlayStation 3,PlayStation 3
sk,PlayStation 3,PlayStation 3
sh,PlayStation 3,PlayStation 3
lv,PlayStation 3,PlayStation 3
ta,பிளேஸ்டேசன் 3,PlayStation 3
ca,PlayStation 3,PlayStation 3
lt,PlayStation 3,PlayStation 3
sr,PlayStation 3,PlayStation 3
sl,PlayStation 3,PlayStation 3
ms,PlayStation 3,PlayStation 3
et,PlayStation 3,PlayStation 3
az,PlayStation 3,PlayStation 3
hy,PlayStation 3,PlayStation 3
sq,PlayStation 3,PlayStation 3
ka,PlayStation 3,PlayStation 3
be,PlayStation 3,PlayStation 3
mk,PlayStation 3,PlayStation 3
uz,PlayStation 3,PlayStation 3
lad,PlayStation 3,PlayStation 3
mn,PlayStation 3,PlayStation 3
my,ပလေးစတေရှင် ၃,PlayStation 3
hi,प्लेस्टेशन ३,PlayStation 3
an,PlayStation 3,PlayStation 3
nn,PlayStation 3,PlayStation 3
sco,PlayStation 3,PlayStation 3
sw,PlayStation 3,PlayStation 3
scn,Playstation 3,PlayStation 3
is,PlayStation 3,PlayStation 3
sah,PlayStation 3,PlayStation 3
zh-yue,PlayStation 3,PlayStation 3
bs,PlayStation 3,PlayStation 3
pnb,پلے سٹیشن 3,PlayStation 3
szl,PlayStation 3,PlayStation 3
zea,Playstation 3,PlayStation 3
ckb,پلەی ستەیشن ٣,PlayStation 3
eu,PlayStation 3,PlayStation 3
gl,PlayStation 3,PlayStation 3
wa,PlayStation 3,PlayStation 3
wuu,PlayStation 3,PlayStation 3
eo,PlayStation 3,PlayStation 3
io,PlayStation 3,PlayStation 3
qu,PlayStation 3,PlayStation 3
la,PlayStation 3,PlayStation 3
ky,PlayStation 3,PlayStation 3
lmo,PlayStation 3,PlayStation 3
en,Time Crisis (video game),Time Crisis (video game)
ja,タイムクライシス,Time Crisis (video game)
es,Time Crisis,Time Crisis (video game)
de,Time Crisis,Time Crisis (video game)
fr,Time Crisis (jeu vidéo),Time Crisis (video game)
it,Time Crisis,Time Crisis (video game)
id,Time Crisis,Time Crisis (video game)
da,Time Crisis,Time Crisis (video game)
lld,Time Crisis,Time Crisis (video game)
en,Real-time strategy,Real-time strategy
ru,Стратегия в реальном времени,Real-time strategy
ja,リアルタイムストラテジー,Real-time strategy
de,Echtzeit-Strategiespiel,Real-time strategy
zh,即时战略游戏,Real-time strategy
fr,Jeu de stratégie en temps réel,Real-time strategy
es,Videojuego de estrategia en tiempo real,Real-time strategy
pl,Strategiczna gra czasu rzeczywistego,Real-time strategy
it,Videogioco strategico in tempo reale,Real-time strategy
tr,Gerçek zamanlı strateji oyunu,Real-time strategy
pt,Estratégia em tempo real,Real-time strategy
id,Strategi waktu nyata,Real-time strategy
simple,Real-time strategy,Real-time strategy
wuu,即时战略游戏,Real-time strategy
vi,Chiến lược thời gian thực,Real-time strategy
nl,Real-time strategy,Real-time strategy
uk,Стратегія в реальному часі,Real-time strategy
ko,실시간 전략 게임,Real-time strategy
hu,Valós idejű stratégiai játék,Real-time strategy
cs,Realtimová strategie,Real-time strategy
el,Στρατηγική πραγματικού χρόνου,Real-time strategy
sv,Realtidsstrategi,Real-time strategy
sk,Strategická hra v reálnom čase,Real-time strategy
no,Sanntidsstrategispill,Real-time strategy
da,Real-time strategy,Real-time strategy
bg,Стратегия в реално време,Real-time strategy
ms,Strategi masa sebenar,Real-time strategy
ro,Joc de strategie în timp real,Real-time strategy
sh,Strategija u realnom vremenu,Real-time strategy
az,Real zamanda strategiya,Real-time strategy
lt,Realaus laiko strategija,Real-time strategy
sr,Стратегија у реалном времену,Real-time strategy
eu,Denbora errealeko estrategia,Real-time strategy
ca,Videojoc d'estratègia en temps real,Real-time strategy
zh-yue,即時戰略遊戲,Real-time strategy
be,Стратэгія ў рэальным часе,Real-time strategy
gl,Videoxogo de estratexia en tempo real,Real-time strategy
ky,Анык убактагы стратегия,Real-time strategy
szl,Strategijŏ realnego czasu,Real-time strategy
ast,Videoxuegu d'estratexa en tiempu real,Real-time strategy
is,Rauntímaherkænskuleikur,Real-time strategy
en,NBA Jam (1993 video game),NBA Jam (1993 video game)
de,NBA Jam,NBA Jam (1993 video game)
es,NBA Jam,NBA Jam (1993 video game)
it,NBA Jam,NBA Jam (1993 video game)
ja,NBAジャム (ゲーム),NBA Jam (1993 video game)
pt,NBA Jam,NBA Jam (1993 video game)
zh,NBA嘉年华,NBA Jam (1993 video game)
fr,"NBA Jam (jeu vidéo, 1993)",NBA Jam (1993 video game)
fi,NBA Jam,NBA Jam (1993 video game)
nl,NBA Jam,NBA Jam (1993 video game)
sv,NBA Jam,NBA Jam (1993 video game)
ast,NBA Jam,NBA Jam (1993 video game)
lld,NBA Jam,NBA Jam (1993 video game)
simple,NBA Jam (1993 video game),NBA Jam (1993 video game)
en,Game Boy Advance SP,Game Boy Advance SP
es,Game Boy Advance SP,Game Boy Advance SP
ja,ゲームボーイアドバンスSP,Game Boy Advance SP
fr,Game Boy Advance SP,Game Boy Advance SP
ru,Game Boy Advance SP,Game Boy Advance SP
it,Game Boy Advance SP,Game Boy Advance SP
zh,Game Boy Advance SP,Game Boy Advance SP
pt,Game Boy Advance SP,Game Boy Advance SP
nl,Game Boy Advance SP,Game Boy Advance SP
pl,Game Boy Advance SP,Game Boy Advance SP
sv,Game Boy Advance SP,Game Boy Advance SP
id,Game Boy Advance SP,Game Boy Advance SP
fi,Game Boy Advance SP,Game Boy Advance SP
tr,Game Boy Advance SP,Game Boy Advance SP
vi,Game Boy Advance SP,Game Boy Advance SP
ko,게임보이 어드밴스 SP,Game Boy Advance SP
de,Game Boy Advance SP,Game Boy Advance SP
hu,Game Boy Advance SP,Game Boy Advance SP
no,Game Boy Advance SP,Game Boy Advance SP
th,เกมบอยอัดวานซ์เอสพี,Game Boy Advance SP
uk,Game Boy Advance SP,Game Boy Advance SP
ca,Game Boy Advance SP,Game Boy Advance SP
sk,Game Boy Advance SP,Game Boy Advance SP
ro,Game Boy Advance SP,Game Boy Advance SP
nn,Game Boy Advance SP,Game Boy Advance SP
lmo,Game Boy Advance SP,Game Boy Advance SP
tl,Game Boy Advance SP,Game Boy Advance SP
eu,Game Boy Advance SP,Game Boy Advance SP
bg,Game Boy Advance SP,Game Boy Advance SP
gl,Game Boy Advance SP,Game Boy Advance SP
ka,Game Boy Advance SP,Game Boy Advance SP
en,Descent: FreeSpace – The Great War,Descent: FreeSpace – The Great War
ru,Descent: FreeSpace,Descent: FreeSpace – The Great War
de,Conflict: Freespace,Descent: FreeSpace – The Great War
fr,Descent: FreeSpace - The Great War,Descent: FreeSpace – The Great War
it,Descent: FreeSpace - The Great War,Descent: FreeSpace – The Great War
uk,Descent: FreeSpace – The Great War,Descent: FreeSpace – The Great War
arz,ديسينت: فريسپاس ث جرايت وار,Descent: FreeSpace – The Great War
da,Conflict: FreeSpace - The Great War,Descent: FreeSpace – The Great War
lld,Descent: FreeSpace – The Great War,Descent: FreeSpace – The Great War
en,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance
ru,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance
es,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance
pt,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance
it,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance
fr,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance
uk,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance
pl,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance
tr,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance
vi,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance
fi,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance
hu,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance
sr,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance
de,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance
az,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance
ceb,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance
lld,Mortal Kombat: Deadly Alliance,Mortal Kombat: Deadly Alliance
arz,مورتال كومبات: حلف مميت,Mortal Kombat: Deadly Alliance
en,Hyperion Entertainment,Hyperion Entertainment
ru,Hyperion Entertainment,Hyperion Entertainment
de,Hyperion Entertainment,Hyperion Entertainment
pt,Hyperion Entertainment,Hyperion Entertainment
hu,Hyperion Entertainment,Hyperion Entertainment
en,Flying Shark,Flying Shark
ja,飛翔鮫,Flying Shark
it,Flying Shark,Flying Shark
ru,Flying Shark,Flying Shark
nl,Sky Shark,Flying Shark
lld,Flying Shark,Flying Shark
en,LeChuck,LeChuck
it,LeChuck,LeChuck
es,LeChuck,LeChuck
ru,ЛеЧак,LeChuck
fr,LeChuck,LeChuck
pt,LeChuck,LeChuck
nl,LeChuck,LeChuck
sv,LeChuck,LeChuck
zh,老查克,LeChuck
fi,LeChuck,LeChuck
no,LeChuck,LeChuck
en,Season of the Sakura,Season of the Sakura
es,Season of Sakura,Season of the Sakura
it,Sakura no kisetsu,Season of the Sakura
en,Jonne Valtonen,Jonne Valtonen
fi,Jonne Valtonen,Jonne Valtonen
de,Jonne Valtonen,Jonne Valtonen
ru,Purple Motion,Jonne Valtonen
nl,Jonne Valtonen,Jonne Valtonen
arz,چون ڤالتونين,Jonne Valtonen
en,Guess Who?,Guess Who?
it,Indovina Chi?,Guess Who?
fr,Qui est-ce ?,Guess Who?
es,Guess Who?,Guess Who?
de,Wer ist es?,Guess Who?
nl,Wie is het?,Guess Who?
fi,Arvaa Kuka?,Guess Who?
sv,Vem där?,Guess Who?
ko,Guess Who?,Guess Who?
ca,Guess who?,Guess Who?
cy,Guess Who? (gêm fwrdd),Guess Who?
en,Spyro,Spyro
ru,Spyro the Dragon (серия),Spyro
it,Spyro the Dragon (serie),Spyro
de,Spyro,Spyro
es,Spyro el dragón (franquicia),Spyro
fr,Spyro the Dragon,Spyro
ja,スパイロ・ザ・ドラゴン,Spyro
pt,Spyro,Spyro
fi,Spyro (pelisarja),Spyro
sv,Spyro,Spyro
zh,寶貝龍 Spyro the Dragon系列,Spyro
uk,Spyro the Dragon (серія),Spyro
id,Spyro (seri),Spyro
simple,Spyro (series),Spyro
hu,Spyro the Dragon,Spyro
da,Spyro (serie),Spyro
tr,Spyro (seri),Spyro
no,Spyro (serie),Spyro
th,สปายโร,Spyro
zh-yue,寶貝龍 Spyro the Dragon,Spyro
wuu,小龙斯派罗系列,Spyro
ko,스파이로 (비디오 게임 시리즈),Spyro
te,స్పిరో (క్రమం),Spyro
ms,Spyro (siri),Spyro
hi,स्पायरो (शृंखला),Spyro
en,Speedy Eggbert,Speedy Eggbert
es,Speedy Eggbert,Speedy Eggbert
en,Half-Life: Decay,Half-Life: Decay
ru,Half-Life: Decay,Half-Life: Decay
es,Half-Life: Decay,Half-Life: Decay
fr,Half-Life: Decay,Half-Life: Decay
pt,Half-Life: Decay,Half-Life: Decay
it,Half-Life: Decay,Half-Life: Decay
pl,Half-Life: Decay,Half-Life: Decay
tr,Half-Life: Decay,Half-Life: Decay
zh,半衰期：衰变,Half-Life: Decay
de,Half-Life: Decay,Half-Life: Decay
uk,Half-Life: Decay,Half-Life: Decay
sv,Half-Life: Decay,Half-Life: Decay
fi,Half-Life: Decay,Half-Life: Decay
nl,Half-Life: Decay,Half-Life: Decay
ko,하프라이프: 디케이,Half-Life: Decay
lt,Half-Life: Decay,Half-Life: Decay
simple,Half-Life: Decay,Half-Life: Decay
arz,هاف-لايف: ديكاى,Half-Life: Decay
az,Half-Life: Decay,Half-Life: Decay
ca,Half-Life: Decay,Half-Life: Decay
no,Half-Life: Decay,Half-Life: Decay
lld,Half-Life: Decay,Half-Life: Decay
en,Crash Bandicoot: Warped,Crash Bandicoot: Warped
es,Crash Bandicoot 3: Warped,Crash Bandicoot: Warped
it,Crash Bandicoot 3: Warped,Crash Bandicoot: Warped
ru,Crash Bandicoot: Warped,Crash Bandicoot: Warped
ja,クラッシュ・バンディクー3 ブッとび!世界一周,Crash Bandicoot: Warped
fr,Crash Bandicoot 3: Warped,Crash Bandicoot: Warped
pt,Crash Bandicoot: Warped,Crash Bandicoot: Warped
de,Crash Bandicoot 3: Warped,Crash Bandicoot: Warped
fi,Crash Bandicoot 3: Warped,Crash Bandicoot: Warped
pl,Crash Bandicoot 3: Warped,Crash Bandicoot: Warped
hu,Crash Bandicoot 3: Warped,Crash Bandicoot: Warped
zh,古惑狼3：扭曲,Crash Bandicoot: Warped
da,Crash Bandicoot 3: Warped,Crash Bandicoot: Warped
id,Crash Bandicoot 3: Warped,Crash Bandicoot: Warped
el,Crash Bandicoot 3: Warped,Crash Bandicoot: Warped
sv,Crash Bandicoot 3: Warped,Crash Bandicoot: Warped
nl,Crash Bandicoot 3: Warped,Crash Bandicoot: Warped
tr,Crash Bandicoot 3: Warped,Crash Bandicoot: Warped
simple,Crash Bandicoot 3: Warped,Crash Bandicoot: Warped
uk,Crash Bandicoot 3: Warped,Crash Bandicoot: Warped
ca,Crash Bandicoot 3: Warped,Crash Bandicoot: Warped
no,Crash Bandicoot 3: Warped,Crash Bandicoot: Warped
ko,크래쉬 밴디쿳: 워프드,Crash Bandicoot: Warped
gl,Crash Bandicoot: Warped,Crash Bandicoot: Warped
arz,كراش بانديكوت 3: وارپد,Crash Bandicoot: Warped
lld,Crash Bandicoot: Warped,Crash Bandicoot: Warped
en,G4tv.com (TV series),G4tv.com (TV series)
en,Tetsuya Takahashi,Tetsuya Takahashi
ja,高橋哲哉 (ゲーム製作者),Tetsuya Takahashi
fr,Tetsuya Takahashi,Tetsuya Takahashi
zh,高橋哲哉 (遊戲製作人),Tetsuya Takahashi
es,Tetsuya Takahashi,Tetsuya Takahashi
it,Tetsuya Takahashi,Tetsuya Takahashi
pt,Tetsuya Takahashi,Tetsuya Takahashi
ru,"Такахаси, Тэцуя",Tetsuya Takahashi
pl,Tetsuya Takahashi,Tetsuya Takahashi
fi,Tetsuya Takahashi,Tetsuya Takahashi
arz,تيتسويا تاكاهاشى (ملحن),Tetsuya Takahashi
tr,Tetsuya Takahashi,Tetsuya Takahashi
en,King Arthur's World,King Arthur's World
fr,King Arthur's World,King Arthur's World
lld,King Arthur's Gold,King Arthur's World
sv,King Arthur's World,King Arthur's World
en,Future Wars,Future Wars
fr,Les Voyageurs du temps,Future Wars
it,Future Wars,Future Wars
de,Future Wars,Future Wars
pl,Future Wars,Future Wars
lld,Future Wars,Future Wars
ja,カセットビジョン,Cassette Vision
en,Cassette Vision,Cassette Vision
es,Epoch Cassette Vision,Cassette Vision
fr,Epoch Cassette Vision,Cassette Vision
pt,Cassette Vision,Cassette Vision
pl,Epoch Cassette Vision,Cassette Vision
it,Epoch Cassette Vision,Cassette Vision
de,Cassette Vision,Cassette Vision
zh,Cassette Vision,Cassette Vision
ko,카세트 비전,Cassette Vision
fi,Epoch Casette Vision,Cassette Vision
ast,Epoch Cassette Vision,Cassette Vision
ms,Epoch Cassette Vision,Cassette Vision
ka,Cassette Vision,Cassette Vision
sv,Cassettevision,Cassette Vision
qu,Cassette Vision,Cassette Vision
en,NBA Live 2005,NBA Live 2005
fr,NBA Live 2005,NBA Live 2005
pl,NBA Live 2005,NBA Live 2005
it,NBA Live 2005,NBA Live 2005
de,NBA Live 2005,NBA Live 2005
pt,NBA Live 2005,NBA Live 2005
sv,NBA Live 2005,NBA Live 2005
lld,NBA Live 2005,NBA Live 2005
en,Silent Hunter III,Silent Hunter III
ru,Silent Hunter III,Silent Hunter III
it,Silent Hunter III,Silent Hunter III
fr,Silent Hunter III,Silent Hunter III
es,Silent Hunter III,Silent Hunter III
pl,Silent Hunter III,Silent Hunter III
zh,猎杀潜航III,Silent Hunter III
fi,Silent Hunter III,Silent Hunter III
uk,Silent Hunter III,Silent Hunter III
de,Silent Hunter III,Silent Hunter III
ko,사일런트 헌터 III,Silent Hunter III
be,Silent Hunter III,Silent Hunter III
lld,Silent Hunter III,Silent Hunter III
en,Punky Skunk,Punky Skunk
fr,Punky Skunk,Punky Skunk
en,Albert Odyssey: Legend of Eldean,Albert Odyssey: Legend of Eldean
ja,アルバートオデッセイ外伝〜LEGEND OF ELDEAN〜,Albert Odyssey: Legend of Eldean
fr,Albert Odyssey: Legend of Eldean,Albert Odyssey: Legend of Eldean
zh,亚鲁巴战记外传～艾尔丹传奇～,Albert Odyssey: Legend of Eldean
nl,Albert Odyssey: Legend of Eldean,Albert Odyssey: Legend of Eldean
sv,Albert Odyssey: Legend of Eldean,Albert Odyssey: Legend of Eldean
lld,Albert Odyssey: Legend of Eldean,Albert Odyssey: Legend of Eldean
hu,Albert Odyssey: Legend of Eldean,Albert Odyssey: Legend of Eldean
en,ESPN NBA 2K5,ESPN NBA 2K5
fr,ESPN NBA 2K5,ESPN NBA 2K5
zh,ESPN NBA 2K5,ESPN NBA 2K5
it,NBA 2K5,ESPN NBA 2K5
pt,ESPN NBA 2K5,ESPN NBA 2K5
fi,ESPN NBA 2K5,ESPN NBA 2K5
arz,نبا 2ك5,ESPN NBA 2K5
lld,NBA 2K5,ESPN NBA 2K5
sv,NBA 2K5,ESPN NBA 2K5
en,Earth 2160,Earth 2160
ru,Earth 2160,Earth 2160
de,Earth 2160,Earth 2160
pl,Earth 2160,Earth 2160
it,Earth 2160,Earth 2160
fr,Earth 2160,Earth 2160
uk,Earth 2160,Earth 2160
zh,地球2160,Earth 2160
tr,Earth 2160,Earth 2160
lld,Earth 2160,Earth 2160
en,Acclaim Studios Manchester,Acclaim Studios Manchester
fr,Software Creations,Acclaim Studios Manchester
fi,Acclaim Studios Manchester,Acclaim Studios Manchester
en,Death Jr.,Death Jr.
es,Death Jr.,Death Jr.
pl,Death Jr.,Death Jr.
lld,Death Jr.,Death Jr.
en,Project Eden (video game),Project Eden (video game)
ru,Project Eden,Project Eden (video game)
fr,Project Eden,Project Eden (video game)
pt,Project Eden,Project Eden (video game)
fi,Project Eden,Project Eden (video game)
sl,Project Eden,Project Eden (video game)
arz,پروچيكت ادين,Project Eden (video game)
lld,Project Eden,Project Eden (video game)
en,Silent Steel,Silent Steel
fr,Silent Steel,Silent Steel
ja,ギャラクシアン3,Galaxian3: Project Dragoon
en,Galaxian3: Project Dragoon,Galaxian3: Project Dragoon
ru,Galaxian3: Project Dragoon,Galaxian3: Project Dragoon
fr,Galaxian3,Galaxian3: Project Dragoon
arz,جالاكسيان3: پروچكت دراجون,Galaxian3: Project Dragoon
lld,Galaxian 3,Galaxian3: Project Dragoon
en,Project Firestart,Project Firestart
it,Project Firestart,Project Firestart
ru,Project Firestart,Project Firestart
de,Project Firestart,Project Firestart
fi,Project Firestart,Project Firestart
fr,Project Firestart,Project Firestart
lld,Project Firestart,Project Firestart
en,Grandia III,Grandia III
ja,グランディアIII,Grandia III
de,Grandia III,Grandia III
ru,Grandia III,Grandia III
fr,Grandia III,Grandia III
nl,Grandia III,Grandia III
lld,Grandia III,Grandia III
en,Samurai Shodown 64: Warriors Rage,Samurai Shodown 64: Warriors Rage
es,Samurai Shodown 64: Warriors Rage,Samurai Shodown 64: Warriors Rage
pt,Samurai Shodown: Warriors Rage,Samurai Shodown 64: Warriors Rage
fr,Samurai Shodown 64: Warriors Rage,Samurai Shodown 64: Warriors Rage
ko,사무라이 쇼다운 64: 워리어즈 레이지,Samurai Shodown 64: Warriors Rage
lld,Samurai Shodown 64: Warriors Rage,Samurai Shodown 64: Warriors Rage
en,Ghost in the Shell: Stand Alone Complex (2005 video game),Ghost in the Shell: Stand Alone Complex (2005 video game)
ja,攻殻機動隊 STAND ALONE COMPLEX -狩人の領域-,Ghost in the Shell: Stand Alone Complex (2005 video game)
en,Kid Niki: Radical Ninja,Kid Niki: Radical Ninja
ja,快傑ヤンチャ丸,Kid Niki: Radical Ninja
es,Kid Niki: Radical Ninja,Kid Niki: Radical Ninja
it,Kid Niki: Radical Ninja,Kid Niki: Radical Ninja
sv,Kid Niki: Radical Ninja,Kid Niki: Radical Ninja
arz,كيد نيكى: راديكال نينجا,Kid Niki: Radical Ninja
lld,Kid Niki: Radical Ninja,Kid Niki: Radical Ninja
en,Super Hunchback,Super Hunchback
fr,Le Bossu (jeu vidéo),Super Hunchback
en,Chill (video game),Chill (video game)
en,Alto Trek,Alto Trek
ru,Alto Trek,Alto Trek
uk,Alto Trek,Alto Trek
en,Valkyrie no Densetsu,Valkyrie no Densetsu
ja,ワルキューレの伝説,Valkyrie no Densetsu
de,Valkyrie no Densetsu,Valkyrie no Densetsu
it,The Legend of Valkyrie,Valkyrie no Densetsu
ko,발키리의 전설,Valkyrie no Densetsu
en,Shock Troopers: 2nd Squad,Shock Troopers: 2nd Squad
fr,Shock Troopers: 2nd Squad,Shock Troopers: 2nd Squad
sq,Shock Troopers: 2nd Squad,Shock Troopers: 2nd Squad
en,Kerrigan Mahan,Kerrigan Mahan
ja,ケリガン・メイハン,Kerrigan Mahan
arz,كيريجان ماهان,Kerrigan Mahan
en,In the Hunt,In the Hunt
ja,海底大戦争 (ゲーム),In the Hunt
es,In the Hunt,In the Hunt
zh,海底大戰爭,In the Hunt
fr,In the Hunt,In the Hunt
it,In the Hunt,In the Hunt
ru,In the Hunt,In the Hunt
de,In The Hunt,In the Hunt
lld,In the Hunt,In the Hunt
en,Age of Elements,Age of Elements
en,Desert Rats vs. Afrika Korps,Desert Rats vs. Afrika Korps
fr,Afrika Korps vs. Desert Rats,Desert Rats vs. Afrika Korps
it,Afrika Korps vs. Desert Rats,Desert Rats vs. Afrika Korps
pl,Desert Rats vs. Afrika Korps,Desert Rats vs. Afrika Korps
hu,Afrika Korps vs. Desert Rats,Desert Rats vs. Afrika Korps
lld,Desert Rats vs. Afrika Korps,Desert Rats vs. Afrika Korps
en,Dan Gorlin,Dan Gorlin
de,Dan Gorlin,Dan Gorlin
mg,Dan Gorlin,Dan Gorlin
en,NASCAR 2001,NASCAR 2001
es,NASCAR 2001,NASCAR 2001
lld,NASCAR 2001,NASCAR 2001
nl,NASCAR 2001,NASCAR 2001
en,Cabela's Big Game Hunter 2005 Adventures,Cabela's Big Game Hunter 2005 Adventures
fr,Cabela's Big Game Hunter 2005 Adventures,Cabela's Big Game Hunter 2005 Adventures
lld,Cabela's Big Game Hunter 2005 Adventures,Cabela's Big Game Hunter 2005 Adventures
en,Steel Gunner,Steel Gunner
ja,スティールガンナー,Steel Gunner
lld,Steel Gunner,Steel Gunner
en,Valis III,Valis III
pt,Valis III,Valis III
fr,Valis III,Valis III
es,Valis III,Valis III
zh,夢幻戰士III,Valis III
lld,Valis III,Valis III
nl,Valis III,Valis III
en,Fatal Frame (video game),Fatal Frame (video game)
es,Project Zero (videojuego),Fatal Frame (video game)
ru,Project Zero (игра),Fatal Frame (video game)
